tableA_id,tableA_title,tableA_starring,tableA_writer,tableA_editor,tableB_id,tableB_title,tableB_actor name,tableB_director name,tableB_year,tableB_genre,label
941,Fortress 2,Elizabeth May Brice,Steven Feinberg,,13958,Fortress 2 (1999),"Brice, Liz May","Murphy, Geoff",1999,Sci-Fi,1
19629,Rasen,Koichi Sato,K?ji Suzuki,,19575,Rasen (1998),"Sanada, Hiroyuki","Iida, J?ji",1998,Horror,1
16757,My Favorite Martian,Daryl Christine Hannah,Sherri Stoner,,20060,Fung hung bei cup (2002),"Wong, Yut Fei","Yip Wai-Man, Raymond",2002,,0
21158,Damien: Omen II,,Harvey Bernhard,,7522,"Stupid, But Brave (1924)","Morgan, Kewpie","Arbuckle, Roscoe 'Fatty'",1924,Short,0
4082,Smultronstu00E4llet,Gunnar Bj?rnstrand,Ernst Ingmar Bergman,,15295,Smultronst?llet (1957),"Petr?, Gio","Bergman, Ingmar",1957,Drama,1
26986,,Sheree North,Alvin Sapinsley,,2438,Code Name: Heraclitus (1967) (TV),"Hasso, Signe","Goldstone, James",1967,Thriller,1
14009,,William Francis Nighy,Richard Curtis,,6170,"Girl in the Caf?, The (2005) (TV)","Westlake, Alysha","Yates, David (II)",2005,Comedy,1
2080,The Kid,Spencer Breslin,Audrey Wells,,12256,"Kid, The (2000)","Waters Willard, Maxine","Turteltaub, Jon",2000,Comedy,1
6307,The Hunt for Red October,Nigel John Dermot Neill,Tom Clancy,,9853,"Hunt for Red October, The (1990)","Skarsg?rd, Stellan","McTiernan, John (I)",1990,Thriller,1
15395,Colossus: The Forbin Project,Willard Sage,James Bridges,,1122,Blood of Ghastly Horror (1972),"Spohn, J.P.","Adamson, Al",1972,Horror,0
5242,In Too Deep,LL Cool J,Michael Henry Brown Paul Aaron,,12259,Hulchul (1995),"Packard, Gavin","Bazmee, Anees",1995,Comedy,0
11822,,Ghulam Mohiuddin,,,149,Shani (1989),"Sharif, Babra","Rizvi, Saeed",1989,,1
8985,,Maureen Paula O'Sullivan,S. N. Behrman,,20356,Anna Karenina (1935),"Robson, May","Brown, Clarence (I)",1935,Drama,1
2946,Blood and Chocolate,Bryan Dick,Ehren Kruger,,3682,Blood and Chocolate (2007),"Ursu, Vitalie","von Garnier, Katja",2007,Horror,1
2221,Wonderland,Frank Theodore Levine,James Cox (director),,6412,Wonderland (2003),"Garofalo, Janeane","Cox, James (V)",2003,Drama,1
17000,The Lion King II:  Simba's Pride,Jennifer Ann Lien,Cindy Marcus,,416,"Lion King II: Simba's Pride, The (1998) (V)","Hampton, Adrienne","Rooney, Darrell",1998,Comedy,1
27075,,Linda Ashton,Russ Meyer Tom McGowan,,7691,"Cherry, Harry & Raquel! (1970)","Bolger, Frank (I)","Meyer, Russ (I)",1970,Drama,1
15478,,Robert Anson Jordan,John Gay (screenwriter),,11368,I Want to Be a Pilot (2006),"Onduru, Kepha","Quemada-Diez, Diego",2006,Short,0
21244,,Jansen Panettiere,Kent Pierce,Matthew Cassel,15832,Marusa no onna II (1988),"Nakamura, Takeya (I)","Itami, Juzo",1988,Comedy,0
7498,The Sorrowful Shore,Henry DeWitt Carey II,William Christy Cabanne,,15272,"Sorrowful Shore, The (1913)","Carey, Harry","Griffith, D.W.",1913,Short,1
19548,The Count of Monte Cristo,Richard St.  John Harris,Jay Wolpert,,18323,"Count of Monte Cristo, The (2002)","Carleton, Guy (I)","Reynolds, Kevin (I)",2002,Drama,1
23669,,Mary Frances Reynolds,Steve Fisher,,5863,Susan Slept Here (1954),"Carlton, Sue","Tashlin, Frank",1954,Comedy,1
9325,Crime Story,u9673u6E2Fu751F (Chan Kong Sang),Teddy Chan Chi-Sing Cheung,,9137,Zhong an zu (1993),"Wan, Fat","Chan, Jackie (I)",1993,Drama,1
18338,,Richard Locke Will Seagers Paul Barresi (as Paul Baressi) Casey Donovan,,,7977,L.A. Tool & Die (1979),"Kearns, Michael (I)","Kincaid, Tim (I)",1979,Adult,1
593,,Fay Masterson,Andrew C. Erin,,2965,"Adventures of Ford Fairlane, The (1990)","Kelly, David Patrick","Harlin, Renny",1990,Comedy,0
8773,Time Walker,Kevin Brophy,Karen Levitt,,3598,When the Sky Falls (2000),"Barry, Jason","Mackenzie, John (I)",2000,Drama,0
13636,My Life As a Dog,Anton Glanzelius,Per Berglund,,7272,Mitt liv som hund (1985),"Ud?hn, Johanna","Hallstr?m, Lasse",1985,Comedy,1
4283,,Ilyena Vasilievna Mironov,Bernard MacLaverty,,8754,Cal (1984),"Flynn, Gerard Mannix","O'Connor, Pat (I)",1984,Drama,1
23657,,Elena Anaya,Julio Medem,,16960,Luc?a y el sexo (2001),"Freire, Daniel","Medem, Julio",2001,Drama,1
1992,The Grudge,Sarah Michelle Gellar,Stephen Susco,,1330,"Grudge, The (2004)","Ozeki, Yuya","Shimizu, Takashi",2004,Horror,1
1049,Tiny Toon Adventures: How I Spent My Vacation,,Sherri Stoner,,20529,Tiny Toon Adventures: How I Spent My Vacation (1992) (V),"Booke, Sorrell","Leonardi, Art",1992,Comedy,1
26341,Once In A Lifetime,Giorgio Chinaglia,,,7394,Once in a Lifetime: The Extraordinary Story of the New York Cosmos (2006),"Messing, Shep","Crowder, Paul",2006,Sport,1
18199,Harpya,Will Spoor Fran Waller Zeper Sjoert Schwibethus,Raoul Servais,,10357,Harpya (1979),"Spoor, Will","Servais, Raoul",1979,Thriller,1
15062,,Ant?nio Silva,Fernando Fragoso,,90,"Costa do Castelo, O (1943)","Silva, Ant?nio (I)","Duarte, Arthur",1943,Comedy,1
2809,,Eros Pagni,Dario Argento,,22228,Profondo rosso (1975),"Fanfoni, Vittorio","Argento, Dario",1975,Horror,1
5617,Sweet Sweetback's Baadasssss Song,Melvin Van Peebles,Melvin Van Peebles,,22309,Sweet Sweetback's Baadasssss Song (1971),"Barbi, Vincent","Van Peebles, Melvin",1971,Drama,1
12728,,Henry Corden,,,13821,"Flintstones Christmas Carol, A (1994) (TV)","Ward, B.J. (II)","Romersa, Joanna",1994,Animation,1
2593,,Helen Luella Koford,Ted Allen (writer),,18730,"Great Rupert, The (1950)","Candido, Candy","Pichel, Irving",1950,Comedy,1
2456,Setouchi shonen yakyu dan,Takaya Yamauchi,Y? Aku,,17618,Aap Ki Parchhaiyan (1964),"Hussain, Nasir (I)","Kumar, Mohan (I)",1964,Drama,0
27064,Noll tolerans,Jakob Eklund,Anders Nilsson,,19123,Noll tolerans (1999),"Alyhr, Oskar","Nilsson, Anders (I)",1999,Thriller,1
6069,,Chandrashekar,Bharathi Suta,,4914,Edakalla Guddada Mele (1973),,"Kanagal, S.R. Puttana",1973,,1
13859,,Mason Wilson Gamble,Wayne Smith,,5945,"He Leads, Others Follow (1919)","Lampton, Dee","Bryan, Vincent (I)",1919,Short,0
9701,,Balraj Dutt,,,8396,Jeuk sing 2 gi ji mor tin hau (2005),"Lee, Kin-Yan","Wong, Jing",2005,Comedy,0
2422,,Bob Newhart,Jim Cox,,10612,"Rescuers Down Under, The (1990)","Newhart, Bob","Gabriel, Mike",1990,Comedy,1
2848,Pyaar Ke Side Effects,Reema Lamba,Saket Chaudhary,,20153,Tango Charlie (2005),"Devgan, Ajay","Shankar, Mani",2005,Action,0
16968,Crash Course,Kristina Louise Yothers,William A. Schwartz,,12141,Neak sre (1994),"Torn, Chorn","Panh, Rithy",1994,Drama,0
7552,,Johan Rabaeus,Bo Jonsson (producer),,11187,"T?moins, Les (2007)","Lib?reau, Johan","T?chin?, Andr?",2007,Drama,0
22270,The Naked Runner,Derren Nesbitt,Stanley Mann,,11952,"Naked Runner, The (1967)","Dubin-Behrmann, J.A.B.","Furie, Sidney J.",1967,Drama,1
12288,Casino Royale,Barbara Goutscher,Ian Fleming,,2382,Casino Royale (1967),"Allen, Woody","McGrath, Joseph (I)",1967,Comedy,1
24011,,Yoko Azusa Erina Miyai,,,8173,Roop Tera Mastana (1972),"Kapoor, Rajen","Akhtar, Khalid",1972,Romance,0
16829,In Nacht und Eis,,,,2503,In Nacht und Eis (1912),"R?ckert, Ernst","Misu, Mime",1912,Short,1
12165,Tequila Sunrise,Kurt Vogel Russell,Robert Towne,,918,Tequila Sunrise (1988),"Silva, Geno","Towne, Robert",1988,Drama,1
17006,,Zuzana Vejvodov?,"Jiu0159u00ED Melu00EDu0161ek, Josef Sku00E1cel",,7301,"Abominable Snowman, The (1957)","Morris, Wolfe","Guest, Val",1957,Horror,0
8452,Bright Victory,John Arthur Kennedy,Robert Buckner,,4827,Bright Victory (1951),"Cooper, Mary (I)","Robson, Mark (I)",1951,Drama,1
24659,,Albert Ecke,Curt Siodmak,,1431,Angels' Wild Women (1972),"Peters, Gus (I)","Adamson, Al",1972,Action,0
9330,El Ratu00F3n Pu00E9rez,Delfina Varni,Enrique Cort?s,,11088,"Rat?n P?rez, El (2006)","Orozco, Ana Mar?a","Buscarini, Juan Pablo",2006,Comedy,1
17596,The Medusa Touch,Lee Ann Remick,Peter Van Greenaway,,14131,"Medusa Touch, The (1978)","Jackson, Gordon (I)","Gold, Jack",1978,Thriller,1
7238,Shock,Jyothika,Kona Venkat,,17598,Deus ? Brasileiro (2003),"Duarte, Paloma","Diegues, Carlos (I)",2003,Comedy,0
27553,,,Oshra Schwartz,,21093,"Komediant, The (2000)","Lerer, Shifra","Goldfinger, Arnon",2000,Documentary,1
20009,The Smallest Show on Earth,Bill Travers,John Eldridge (director),,15300,"Smallest Show on Earth, The (1957)","Cormack, George (I)","Dearden, Basil",1957,Comedy,1
14055,,Herbert Charles Angelo Kuchacevich ze Schluderpacheru,Alvin Sargent,,6475,Gambit (1966),"Carmel, Roger C.","Neame, Ronald",1966,Comedy,1
12111,Stripes,Warren Mercer Oates,Harold Ramis,,15866,Stripes (1981),"Prince, Dale","Reitman, Ivan",1981,Comedy,1
14787,National Security,Steven James Zahn,Jay Scherick,,17716,Chou tin dik tong wah (1987),"Kid, Ozzy","Cheung, Mabel",1987,Drama,0
23526,Dance Craze,Buster Bloodvessel,,,1300,Dance Craze (1981),"Hall, Terry (V)","Massot, Joe",1981,Documentary,1
10047,,Georges Meliers,Georges Meliers,,13255,"Chaudron infernal, Le (1903)","M?li?s, Georges","M?li?s, Georges",1903,Horror,1
13477,Grand Prix,"Ivo Livi, born of Catholic peasants in Italy",Robert Alan Aurthur,,6409,Grand Prix (1966),"Kempson, Rachel","Frankenheimer, John",1966,Drama,1
16317,,W. Earl Brown,Clyde Edgerton,,15287,Killer Diller (2004),"Black, Lucas (II)","Brock, Tricia",2004,Drama,1
7621,Eddie and the Cruisers,Michael 'Tunes' Antunes,Martin Davidson,,10251,Escala en la ciudad (1935),"Vani, Esther","De Zavalia, Alberto",1935,,0
3053,Arch of Triumph,Lesley-Anne Down,Charles E. Israel,,22107,Arch of Triumph (1985) (TV),"Nicholson, Paul (II)","Hussein, Waris",1985,Drama,1
15806,Watermelon Man,Kay Kimberley,Herman Raucher,,11819,Watermelon Man (1970),"Moran, Erin","Van Peebles, Melvin",1970,Comedy,1
17406,,Yailene Sierra,Benito Zambrano,,22005,"Return of Swamp Thing, The (1989)","Sagal, Joe","Wynorski, Jim",1989,Horror,0
24812,,Ok Ji-young,Jeong Yong-gi,,11313,Inhyeongsa (2004),"Ok, Ji-young","Jeong, Yong-ki",2004,Horror,1
1264,C?sar Award for Best Film,Rosemarie Magdalena Albach-Retty,Pascal Jardin,,21092,"Vieux fusil, Le (1975)","Breton, Daniel (I)","Enrico, Robert",1975,Drama,1
3829,The Train,David Paul Scofield,Rose Valland (book Le front de l'art) Franklin Coen Frank Davis Albert Husson (French version-uncredited),,9758,"Komm, s?sser Tod (2000)","Austen, Louie","Murnberger, Wolfgang",2000,Thriller,0
4801,Rocky Balboa,Jerry De Louise,Sylvester Gardenzio Stallone,,5654,Rocky Balboa (2006),Chrismandu,"Stallone, Sylvester",2006,Action,1
19667,Into the Night,Jeffrey Lynn Goldblum,Ron Koslow,,6109,Into the Night (1985/I),"Goldblum, Jeff","Landis, John (I)",1985,Comedy,1
22589,,Simple Kapadia,Dr. Rahi Masoom Reza,,19894,Jeevan Dhaara (1982),"Razdan, Karan","Tatineni, Rama Rao",1982,Drama,1
13868,,Wallace Fitzgerald Beery,Frank Wead,,10588,Good Men and True (1922),"Le Moyne, Charles","Paul, Val",1922,Western,0
14293,Funny Lady,Barbara Joan Streisand,Arnold Schulman,,4897,Harriet the Spy (1996),"Francks, Don","Hughes, Bronwen",1996,Comedy,0
19086,Pandavar Bhoomi,Rajkiran,Cheran (director),,14637,Children Underground (2001),"Grigore, Doru","Belzberg, Edet",2001,Documentary,0
9354,Three Coins in the Fountain,Webb Parmalee Hollenbeck,John Patrick,,5781,Three Coins in the Fountain (1954),"Lovsky, Celia (I)","Negulesco, Jean",1954,Drama,1
7651,Waterloo Road,Lewis Ernest Watts Mills,,,385,Waterloo Road (1945),"Hanray, Laurence","Gilliat, Sidney",1945,Drama,1
23364,The Usual Suspects,Kevin Pollak,Christopher McQuarrie,,8246,"Sang d'un po?te, Le (1930)",Barbette,"Cocteau, Jean",1930,Drama,0
1854,,Lambert Wilson,Andr? Barde,,5504,Pas sur la bouche (2003),"Dussollier, Andr?","Resnais, Alain",2003,Comedy,1
26844,Sretno dijete,Mirko Ili?,,,8453,Cocaine Cowboys (2006),,"Corben, Billy",2006,Documentary,1
5781,,Dante Basco,Craig Detweiler,,17957,Extreme Days (2001),"Cappelletti, Andrew","Hannah, Eric",2001,Comedy,1
8971,,William Lyle Richardson,,,7054,"V?rit?, La (1960)","Arbessier, Louis","Clouzot, Henri-Georges",1960,Drama,0
7379,,Christine Cecilia McIntyre,,,5315,Scotched in Scotland (1954),"Knight, Charles (I)","White, Jules",1954,Short,1
9600,A Christmas Carol,Kathleen Arthur,Hugo Butler,,10543,"Christmas Carol, A (1938)","Shearing, Renee","Marin, Edwin L.",1938,Drama,1
23930,Under Capricorn,Cecil Parker,Margaret Linden,,17302,Under Capricorn (1949),"Lovell, Roderick","Hitchcock, Alfred (I)",1949,Drama,1
14381,Doll Graveyard,Ken Lyle,August White,,17120,Angel Face (1952),"Kumagai, Frank","Preminger, Otto",1952,Drama,0
22450,Colour Blossoms,Lee Kyung-yup (changed to Lee Kyung-eun in 2002),Yonfan,,22240,Toh sik (2004),"Ng, Carl",Yonfan,2004,Drama,1
26363,Young Guns II,Lou Diamond Phillips,John Fusco,,195,Strange Behavior (1981),"Harner, Joe","Laughlin, Michael (I)",1981,Horror,0
6661,,,Jean-Pierre Andrevon,,15724,Gandahar (1988),"Benbabis, Zaira","Laloux, Ren?",1988,Sci-Fi,1
26241,,Dan Van Winkle Megan Finnegan,Glen Tickle,,18440,Several Ways to Die Trying (2005),"Dieck, Brian","Tickle, Glen",2005,Drama,1
16316,Metropolis,Gustav Fr?hlich,Thea von Harbou,,7051,Metropolis (1927),"Frey, Ellen (I)","Lang, Fritz (I)",1927,Drama,1
608,City of Ghosts,Stellan Skarsg?rd,Barry Gifford,,7049,City of Ghosts (2002),Kyoza,"Dillon, Matt (I)",2002,Thriller,1
10521,,Loretta Swit,Floyd Mutrux,,18773,Freebie and the Bean (1974),"Kruschen, Jack","Rush, Richard (I)",1974,Comedy,1
10041,Johnson Family Vacation,Bow Wow,Todd R. Jones,,14619,Johnson Family Vacation (2004),Kurupt,"Erskin, Christopher",2004,Comedy,1
16346,Stevie,,,,16417,Stevie (2002),"Hickam, Doug","James, Steve (II)",2002,Documentary,1
21070,,Monetta Eloyse Darnell,Louis Chavance,,5237,"13th Letter, The (1951)","Mann, Stanley (II)","Preminger, Otto",1951,Film-Noir,1
11152,"Never, Never Land",Petula Clark,,,12756,Never Never Land (1980),"Durham-Matthews, Lucy","Annett, Paul",1980,Drama,1
526,Uchu00FBjin Tokyo ni arawaru,Mieko Nagai,Gentaro Nakajima (novel)   Hideo Oguni (screenplay)   Jay Cipes (English dialogue)   Edward Palmer (English dialogue),,4578,Uch?jin Tokyo ni arawaru (1956),"Yamagata, Isao","Shima, Koji",1956,Sci-Fi,1
24091,The Banquet,Zhang Ziyi,Qiu Gangjian Sheng Heyu,,10537,Ye yan (2006),"Zhang, Ziyi","Feng, Xiaogang",2006,Drama,1
2269,The Jedi Hunter,Brian Boling Heather Harris Jimmy Burns,Lowell Cunningham,,181,"Jedi Hunter, The (2002)","Garwood, Reed","Hudgens, John E.",2002,Short,1
6137,Carol For Another Christmas,Robert Shaw (actor),Charles Dickens,,18685,Carol for Another Christmas (1964) (TV),"Spencer, Gordon (II)","Mankiewicz, Joseph L.",1964,Drama,1
18018,,Laila,Dr. S. Janardanan,,13666,Mahasamudram (2006),"Venu, Nedumudi","Janardhanan, Dr. S.",2006,Drama,1
26869,,Ray Mendez,,,2681,Before Night Falls (2000),"Penn, Sean (I)","Schnabel, Julian",2000,Biography,0
16569,,Neil Connery,Stanley Wright,,12059,OK Connery (1967),"Soria, Mario","De Martino, Alberto (I)",1967,Thriller,1
20905,The Saint,Val Edward Kilmer,Leslie Charteris,,449,"Saint, The (1997)","Whitrow, Benjamin","Noyce, Phillip",1997,Romance,1
27550,,Chris Zegers,Don Bohlinger,,15246,Ilzaam (1986),"Mehra, Raj","Mitra, Shibu",1986,Family,0
4743,Original Gangstas,Pamela Suzette Grier,Aubrey K. Rattan,,18966,Original Gangstas (1996),"Grier, Pam","Cohen, Larry (I)",1996,Drama,1
25648,,Nanette Medved  Christopher De Leon  Cesar Montano,,,7723,Hiram na mukha (1992),"Sanchez, Caridad","Lamangan, Joel",1992,Drama,1
23967,A Canterbury Tale,Sheila Beryl Grant Sim,Michael Powell Emeric Pressburger,,10453,"Canterbury Tale, A (1944)","Elvidge, Cliff","Powell, Michael (I)",1944,History,1
16096,,Amrita Singh,Sanjay Masoom,,4828,23rd March 1931: Shaheed (2002),"Ahuja, Vicky","Dhanoa, Guddu",2002,,1
27608,Miracle,Kurt Vogel Russell,Eric Guggenheim,,10502,Miracle (2004),"Kitts, Mark (II)","O'Connor, Gavin (I)",2004,History,1
6400,A Winner Never Quits (1986 TV),William Dennis Weaver,Burt Prelutsky,,7930,"Winner Never Quits, A (1986) (TV)","Beall, Patrick","Damski, Mel",1986,Drama,1
22510,To Hell and Back,Audie Murphy,Audie Murphy,,17284,To Hell and Back (1955),"Halsey, Brett (I)","Hibbs, Jesse",1955,Biography,1
19181,Around the Bend,Josh Lucas,Jordan Roberts,,2271,Around the Bend (2004),"Lucas, Josh (I)","Roberts, Jordan (VI)",2004,Drama,1
27389,,Sydney Ayres,,,7581,"Adventures of Lucky Pierre, The (1961)","Aberwood, Lawrence J.","Lewis, Herschell Gordon",1961,Comedy,0
21113,Survive Style 5+,Shihori Kanjiya,Taku Tada,,21224,Survive Style 5+ (2004),"Tsuda, Kanji","Sekiguchi, Gen",2004,Horror,1
6234,,Adolf Hitler,Dr. Seuss,,14045,Your Job in Germany (1945),"Hitler, Adolf","Capra, Frank",1945,,1
26433,Bernard and the Genie,Angie Clarke,Richard Curtis,,1137,Galaxy of Terror (1981),"O'Neill, Mary Ellen","Clark, Bruce D.",1981,Horror,0
1546,The Magus,Julian Wyatt Glover,John Fowles,,22758,"Magus, The (1968)","Glover, Julian","Green, Guy (I)",1968,Fantasy,1
26362,He Got Game,John Michael Turturro,Shelton Jackson Lee,,5934,He Got Game (1998),"Miller, Reggie","Lee, Spike",1998,Drama,1
12475,Dona Flor e Seus Dois Maridos,Jos? Wilker,Jorge Amado,,15805,Dona Flor e Seus Dois Maridos (1976),"Ferreira, Jurandyr","Barreto, Bruno",1976,Comedy,1
12561,,Shelley Conn,Murilo Pasta,,10129,Transit (2005) (TV),"Heda, Dr.","MacCormick, Niall",2005,Drama,1
15227,Fatty's Finish,Roscoe Arbuckle,,,17072,Fatty's Finish (1914),"St. John, Al","Arbuckle, Roscoe 'Fatty'",1914,Short,1
17768,Heartbeeps,Bernadette Lazzara,John Hill (screenwriter/television producer),,12018,"Man They Could Not Hang, The (1939)","Maclaren, Ian (I)","Grinde, Nick",1939,Horror,0
21618,,Sachin (actor),,,18694,Ankhiyon Ke Jharokhon Se (1978),Mehmood Jr.,"Nag, Hiren",1978,Drama,1
5540,Breathless,Jean-Paul Belmondo,Franu00E7ois Roland Truffaut,,18779,? bout de souffle (1960),"Godard, Jean-Luc","Godard, Jean-Luc",1960,Drama,1
11648,,Mauricio Dayub Vando Villamil,Juan Bautista Stagnaro Mauricio Dayub,,2734,"Amateur, El (1999)","Brites, Augusto Herman","Stagnaro, Juan Bautista",1999,Drama,1
10366,,Rodolfo Alfonzo Raffaelo Pierre Filibert Guglielmi di Valentina d'Antonguolla,Evelyn Greenleaf Sutherland,,13195,Malaga (1954),"Tichy, G?rard","Sale, Richard (I)",1954,Drama,0
20495,,Ciar?n Hinds,David Rudkin,,12004,December Bride (1990),"Lamb, Peadar","O'Sullivan, Thaddeus",1990,Drama,1
5024,Coast to Coast,Lenworth George Henry,Stan Hey,,5558,Coast to Coast (1987) (TV),"Bown, Paul","Johnson, Sandy (I)",1987,,1
14309,In Dreams,Katie Sagona,Bari Wood,,3854,In Dreams (1999),"Guilfoyle, Paul (II)","Jordan, Neil (I)",1999,Horror,1
13942,Azadi,Rodney Afif,Anthony Theo Maras,,2225,Azadi (2005),"Afif, Rodney","Maras, Anthony",2005,Short,1
14584,Leave It to Beaver,Erik Thomas von Detten,Bob Mosher,,21392,Leave It to Beaver (1997),"Loggins, Sumer","Chamberlin, Richard (I)",1997,Comedy,1
18103,The Producers,Roger Bart,Thomas Meehan (writer),,11314,"Producers, The (2005)","Bart, Roger","Stroman, Susan",2005,Comedy,1
14976,A Nightmare on Elm Street 3: Dream Warriors,Patricia T. Arquette,Bruce Wagner,,20733,Stormswept (1923),"Faire, Virginia Brown","Thornby, Robert",1923,Drama,0
13244,Gwai wik,Siu-Ming Lau,The Pang Brothers Cub Chin  Sam Lung Thomas Pang,,22535,Gwai wik (2006),"Li, Rain (I)","Pang, Danny",2006,Horror,1
27456,Lady from Louisiana,Marion Robert Morrison,Vera Caspary,,6014,Lady from Louisiana (1941),"Blystone, Stanley","Vorhaus, Bernard",1941,Drama,1
19107,Godzilla vs. SpaceGodzilla,Megumi Odaka,Hiroshi Kashiwabara,,21397,Gojira VS Supesugojira (1994),"Kinoshita, Houka","Yamashita, Kensho",1994,Sci-Fi,1
18125,Academy Award for Best Picture,Morgan Freeman,Paul Edward Haggis,,15490,Huo Yuan Jia (2006),"Yeoh, Michelle","Yu, Ronny",2006,Drama,0
3372,,Eddie Murphy,Bill Corbett,,2780,Starship Dave (2008),"Murphy, Eddie (I)","Segal, Peter",2008,Sci-Fi,1
4879,The Eighth Happiness,Chow Yun-Fat,Philip Cheng,,7146,Ba xing bao xi (1988),"Sham, John","To, Johnny",1988,,1
19909,,,Jan ?vankmajer,,9720,J?dlo (1992),"Fiala, Josef","Svankmajer, Jan",1992,Short,1
5307,When Nature Calls,Cheryl Gates McFadden,Charles Kaufman Straw Weisman,,1456,When Nature Calls (1985),Perrin,"Kaufman, Charles (III)",1985,Comedy,1
22493,House of Fury,Anthony Perry,Stephen Fung Lo Yiu Fai,,1814,Jing mo gaa ting (2005),"Fung, Stephen","Fung, Stephen",2005,Comedy,1
27184,,Rod La Rocque,Maxwell Anderson,,9522,One Romantic Night (1930),"De Lacy, Philippe","Stein, Paul L.",1930,Comedy,1
5780,A Doll's House,Arthur Christopher Orme Plummer,James Costigan,,17345,"Doll's House, A (1959) (TV)","Cronyn, Hume","Schaefer, George (I)",1959,,1
2861,Berlin Alexanderplatz,Gottfried John,Alfred D?blin,,9773,Berlin Alexanderplatz (1980) (mini),"Schaake, Katrin","Fassbinder, Rainer Werner",1980,Drama,1
809,2+5: Missione Hydra,Leonora Ruffo Mario Novelli,,,6148,2+5: Missione Hydra (1966),"Ruffo, Leonora","Francisci, Pietro",1966,Sci-Fi,1
8332,Halloween: The Curse of Michael Myers,Bradford English,Daniel Farrands,,9790,Halloween: The Curse of Michael Myers (1995),"Hagan, Marianne","Chappelle, Joe",1995,Horror,1
13217,Filmfare Best Movie Award,Sharmila Tagore,A.J. Cronin,,14823,Mausam (1975),"Jain, T.P.","Gulzar, Sampooran Singh",1975,Romance,1
23038,Island of Terror,Eddie Byrne,Edward Mann,,6227,Island of Terror (1966),"Hemson, Joyce","Fisher, Terence",1966,Horror,1
12184,Going Back,Christopher Carl Howe,Ron Teachworth,,1892,"Rage de l'ange, La (2006)","Danis, Louison","Bigras, Dan",2006,Drama,0
9071,Beverly Hills Cop III,Theresa Randle,"Daniel Petrie, Jr.",,18310,Beverly Hills Cop III (1994),"Martin, Helen (II)","Landis, John (I)",1994,Comedy,1
8146,,John C. Reilly,Darren Shan,,16436,"Blot on the Shield, The (1915)","Rich, Vivian","Eason, B. Reeves",1915,Short,0
19029,Albino,Sybille Johanna Danninger,Ju00FCrgen Goslar,,16457,"Chute de la maison Usher, La (1928)","Debucourt, Jean","Epstein, Jean",1928,Horror,0
885,,Faith Esham,Tonino Guerra,,8721,Carmen (1984),"Migenes, Julia","Rosi, Francesco",1984,Drama,1
23584,,David Selby,,,10252,"Super Cops, The (1974)","Hingle, Pat","Parks, Gordon",1974,Comedy,1
10884,Snowboard Academy,Shelli Lether,Rudy Rupak,,16915,Snowboard Academy (1996),"Salisko, James","Shepphird, John (I)",1996,Comedy,1
11864,Barb Wire,Vicki Lynn Rowell,Ilene Chaiken,,17343,Barb Wire (1996),"Warshay, Diane (I)","Hogan, David (I)",1996,Action,1
20717,,,Stephen Lord   Ralph Wilkerson,,16487,Beyond and Back (1978),"Rowland, Beverly","Conway, James L. (I)",1978,Documentary,1
3370,,Vivek Anand Oberoi,Sujoy Ghosh,,13855,Gangster (2006),"Ahuja, Vicky","Basu, Anurag",2006,Drama,0
22863,Mad Max,Joanne Samuel,Byron Kennedy,,5670,Being There (1979),"Brill, Fran","Ashby, Hal",1979,Comedy,0
17970,,Giancarlo Giuseppe Alessandro Esposito,F. Paul Benz,,6356,Blind Horizon (2003),"Anderson, Todd (I)","Haussman, Michael (I)",2003,Drama,1
19696,Fletch Lives,Cornelius Crane Chase,Gregory Mcdonald,,14246,Fletch Lives (1989),"Wyner, George","Ritchie, Michael (I)",1989,Comedy,1
6448,,"Tiffany Dupont, John Rhys-Davies, Luke Goss",Stephan Blinn,,22052,One Night with the King (2006),"Bernstein, Steven (I)","Sajbel, Michael O.",2006,Drama,1
8098,,Prithviraj Sukumaran,,,21573,Miranda (2002),"Marsh, Matthew","Munden, Marc",2002,Romance,0
8847,,David Warbeck,Giovanni Paolucci,,22828,"Sopravvissuti della citt? morta, I (1983)","Turan, S?leyman","Margheriti, Antonio",1983,Action,1
1929,Hemp for Victory,Lee D. Vickers,Brittain B. Robinson,,15915,Hemp for Victory (1943),"Vickers, Lee D.","Evans, Raymond (II)",1943,Short,1
14886,Wild Papa,Oliver Hardy,H. M. Walker,,20834,Stop! Or My Mom Will Shoot (1992),"Holden, Marjean","Spottiswoode, Roger",1992,Comedy,0
11236,,Roja,,,23164,Veera (1994),Roja,"Krishna, Suresh (I)",1994,,1
22107,Thavamai Thavamiruntu,Cheran (director),Cheran (director),,15873,Thavamai Thavamiruntu (2005),Saranya,Cheran,2005,Drama,1
16071,Superfly,Sheila Frazier,Phillip Fenty,,13120,Super Fly (1972),"Niles, Polly","Parks Jr., Gordon",1972,Drama,1
19207,,Randhir Kapoor,Prayag Raj,,6528,Dharam Karam (1975),"Singh, Dara (I)","Kapoor, Randhir",1975,Drama,1
15814,Death Race 2000,Louisa Castro,Charles B. Griffith,,8927,When Billie Beat Bobby (2001) (TV),"Martin, Caitlin","Anderson, Jane (II)",2001,Comedy,0
7364,,Devraj,,,12271,Python (2000) (TV),"Rosanoff, Frayne","Clabaugh, Richard",2000,Horror,0
