tableA_id,tableA_http://www.okkam.org/ontology_restaurant1.owl#name,tableA_http://www.okkam.org/ontology_restaurant1.owl#phone_number,tableA_http://www.okkam.org/ontology_restaurant1.owl#street,tableB_id,tableB_http://www.okkam.org/ontology_restaurant2.owl#name,tableB_http://www.okkam.org/ontology_restaurant2.owl#phone_number,tableB_http://www.okkam.org/ontology_restaurant2.owl#street,label
1,la grotta,404/231-1368,,265,,,240 columbus ave.,0
101,veni vidi vici,404/875-8424,,1849,jan's family restaurant,213-651-2866,,0
302,,,2709 main st.,431,thepin,415/863-9335,,0
326,,,1001 n. alameda st.,1737,tu lan,415-626-0927,,0
102,bel air,,,1945,ruth's chris,212/245-9600,,0
70,,,20 e. 76th st.,853,bobby & june's kountry kitchen,404-876-3872,,0
81,jo jo,212/223-5656,,1179,ca'del sol,818/985-4669,,0
301,buckhead diner,404/262-3336,,1748,sanppo,415/346-3486,,0
81,jo jo,212/223-5656,,773,cafe des artistes,212-877-3500,,0
297,postrio,415/776-7825,,1739,,,361 w. 46th st.,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,718,,,453 bush st.,0
330,,,435 s. la cienega blv.,571,,,221 powell st.,0
6,rainbow room,212/632-5000,,1800,,,414 n. beverly dr.,0
163,,,3799 las vegas blvd. s,1058,,,6333 w. third st.,0
152,,,1 water st. at the east river,705,,,12969 ventura blvd.,0
101,veni vidi vici,404/875-8424,,1896,,,161 steuart st.,0
234,plumpjack cafe,415/563-4755,,1305,,,8795 sunset blvd.,0
280,citrus,213/857-0034,,1201,sally's cafe & bakery,415-626-6006,,0
141,fringale,415/543-0573,,1129,,,492 broome st.  near w. broadway,0
221,21 club,212/582-7200,,1691,,,903 n. la cienega blvd.,0
243,,,67 n. raymond ave.,947,,,2223 market st.,0
108,,,239 w. broadway  between walker and white sts.,2184,chan dara,213/467-1052,,0
323,,,102 5th ave.  between 15th and 16th sts.,980,,,9777 little santa monica blvd.,0
206,,,255 courtland st.  at harris st.,1401,,,1031 peachtree st. ne,0
111,,,617 s. olive st.,2003,palace court,702-731-7110,,0
295,,,903 n. la cienega blvd.,1855,eastern european,,,0
181,,,100 e. 63rd st.,2001,,,8474 w. third st.,0
305,ritz-carlton restaurant and dining room,415/296-7465,,373,,,67 n. raymond ave.,0
172,beverly hills,,,1971,macarthur park,415/398-5700,,0
135,malibu,,,707,mifune,415-922-0337,,0
44,studio city,,,812,,,106 e. 57th st.,0
309,pinot bistro,818/990-0500,,1650,,,25 irby ave.,0
273,les celebrites,212/484-5113,,1674,,,25 cleveland pl.  near spring st.,0
127,grill on the alley,310/276-0615,,2132,pamplemousse,702/733-2066,,0
6,rainbow room,212/632-5000,,672,,,551 5th ave. at 45th st.,0
109,masa's,415/989-7154,,47,health food,,,0
302,,,2709 main st.,957,greens,415/771-6222,,0
57,,,12224 ventura blvd.,1232,tribeca grill,212/941-3900,,0
37,oceana,212/759-5941,,266,hamburger mary's,415-626-1985,,0
306,mi cocina,212/627-8273,,1857,,,930 hilgard ave.,0
62,,,181 peachtree st.,1397,,,4320 powers ferry rd.,0
307,,,21 w. 52nd st.,259,,,181 peachtree st.,0
163,,,3799 las vegas blvd. s,1423,cite,212/956-7100,,0
303,,,35 w. 64th st.,156,nobu,212-219-0500,,0
181,,,100 e. 63rd st.,119,tortillas,404-892-0193,,0
74,hollywood,,,174,,,804 north point st.,0
169,,,600 stockton st.,1198,art's deli,818-762-1221,,0
286,boulevard,415/543-6084,,446,american (traditional),,,0
27,rose pistola,415/399-0499,,102,izzy's steak & chop house,415/563-0487,,0
132,cafe des artistes,212/877-3500,,1048,only in las vegas,,,0
184,,,3115 pico blvd.,964,,,121 prince st.,0
333,lespinasse,212/339-6719,,1171,,,holiday inn/crowne plaza at ravinia  dunwoody,0
0,new york,,,1287,,,2182 broadway  between 77th and 78th sts.,0
198,,,3125 piedmont rd.  near peachtree rd.,2120,,,56 e. andrews dr. nw,0
301,buckhead diner,404/262-3336,,1230,,,65 w. 55th st.,0
30,,,13 w. 54th st.,1329,gilliland's,310/392-3901,,0
215,heera of india,404/876-4408,,1858,pisces,212-260-6660,,0
314,,,12 e. 12th st.,751,,,510 s. arroyo pkwy.,0
77,coyote cafe,702/891-7349,,1403,coyote cafe (las vegas),702-891-7349,,1
222,,,33 w. 55th st.,1508,stringer's fish camp and oyster bar,770/458-7145,,0
215,heera of india,404/876-4408,,1189,,,128 fremont st.,0
11,los angeles,,,1356,,,72 macdougal st.  between w. houston and bleecker sts.,0
301,buckhead diner,404/262-3336,,1586,bertolini's,702/735-4663,,0
178,brooklyn,,,1171,,,holiday inn/crowne plaza at ravinia  dunwoody,0
258,dining room  ritz-carlton  buckhead,404/237-2700,,1134,la serenata de garibaldi,213-265-2887,,0
44,studio city,,,850,bistango,404/724-0901,,0
264,,,405 e. 58th st.,597,,,50 hurt plaza,0
319,sign of the dove,212/861-8080,,842,,,2930 beverly glen circle,0
232,gotham bar & grill,212/620-4020,,1112,cafe bianco,212/988-2655,,0
238,brasserie le coze,404/266-1440,,1347,,,201 ivy st.,0
0,new york,,,506,nuevo laredo cantina,404-352-9009,,0
208,le bernardin,212/489-1515,,603,,,145 w. broadway at thomas st.,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,60,picholine,212-724-8585,,0
303,,,35 w. 64th st.,845,,,99 e. 52nd st.,0
229,union square cafe,212/243-4020,,1267,,,1550 california st.,0
69,river cafe,718/522-5200,,1754,docks,212/ 986-8080,,0
286,boulevard,415/543-6084,,1858,pisces,212-260-6660,,0
71,cafe lalo,212/496-6031,,731,circus circus,702/734-0410,,0
167,alain rondelli,415/387-0408,,1338,,,3675 satellite blvd.,0
191,,,2316 polk st.,1643,,,240 e. 58th st.,0
169,,,600 stockton st.,659,,,208 e. 58th st.  between 2nd and 3rd aves.,0
154,restaurant katsu,213/665-1891,,1349,,,200 park ave.  between 45th st. and vanderbilt ave.,0
243,,,67 n. raymond ave.,1893,gaylord's,415/771-8822,,0
84,,,2637 peachtree rd.  peachtree house condominium,2012,,,148 w. 51st st.,0
27,rose pistola,415/399-0499,,227,,,2290 peachtree rd.,0
123,,,b peachtree rd.,2074,perry's,415/922-9022,,0
216,chinois on main,310/392-9025,,1799,jackson diner,718-672-1232,,0
181,,,100 e. 63rd st.,1300,,,1220 9th ave.,0
255,,,99 e. 52nd st.,1926,,,160 mercer st.  between houston and prince sts.,0
87,adriano's ristorante,310/475-9807,,1456,,,1030 3rd ave. at 61st st.,0
297,postrio,415/776-7825,,1966,luna si,404/355-5993,,0
62,,,181 peachtree st.,718,,,453 bush st.,0
234,plumpjack cafe,415/563-4755,,1109,,,3209 maple dr.,0
294,gramercy tavern,212/477-0777,,380,gramercy tavern,212-477-0777,,1
194,second avenue deli,212/677-0606,,2032,,,5322 geary blvd.,0
33,delectables,404/681-2909,,486,cafe marimba,415/776-1506,,0
326,,,1001 n. alameda st.,97,,,385 broome st. at mulberry,0
70,,,20 e. 76th st.,373,,,67 n. raymond ave.,0
184,,,3115 pico blvd.,2160,,,1972 hillhurst ave.,0
233,,,1972 n. hillhurst ave.,1436,flowers,212/691-8888,,0
310,art's delicatessen,818/762-1221,,151,abruzzi,404-261-8186,,0
6,rainbow room,212/632-5000,,1069,,,2 w. 19th st.,0
56,abruzzi,404/261-8186,,1192,emerald garden restaurant,415-673-1155,,0
240,,,182 w. 58th st.,282,,,642 broadway,0
303,,,35 w. 64th st.,661,hudson river club,212/786-1500,,0
297,postrio,415/776-7825,,213,,,1147 third st.,0
288,,,200 e. fremont st.,1829,,,633 3rd ave. at 40th st.,0
222,,,33 w. 55th st.,497,columbus bakery,212/421-0334,,0
181,,,100 e. 63rd st.,1267,,,1550 california st.,0
95,park avenue cafe,212/644-1900,,242,,,617 s. olive st.,0
93,,,7 claude la.,794,cafe michelle,702/735-8686,,0
38,,,152 w. 44th st.,1954,pano's & paul's,404-261-3662,,0
330,,,435 s. la cienega blv.,1109,,,3209 maple dr.,0
294,gramercy tavern,212/477-0777,,1386,,,3500 peachtree rd.  phipps plaza,0
313,,,21 e. 16th st.,450,latin american,,,0
320,,,3393 peachtree rd.  lenox square mall  near neiman marcus,449,,,500 e. 30th st.,0
151,,,23725 w. malibu rd.,1489,szechuan kitchen,212-249-4615,,0
132,cafe des artistes,212/877-3500,,716,,,103 waverly pl.  near washington sq.,0
188,,,41 14th st.,1985,,,18 e. broadway at catherine st.,0
62,,,181 peachtree st.,42,,,2027 sawtelle blvd.,0
265,khan toke thai house,415/668-6654,,1161,,,106 w. houston st.  off thompson st.,0
35,,,1 mission st.,2122,chops,404-262-2675,,0
206,,,255 courtland st.  at harris st.,108,,,2 new montgomery st.  at market st.,0
243,,,67 n. raymond ave.,1575,morton's of chicago (las vegas),702-893-0703,,0
128,,,5937 geary blvd.,1538,,,7261 melrose ave.,0
44,studio city,,,1334,,,44 w. 56th st.,0
41,,,42 e. 20th st.  between park ave. s and broadway,1997,pacific rim,,,0
148,,,224 ponce de leon ave.,457,,,2 e. 55th st.,0
44,studio city,,,527,petrossian,212-245-2214,,0
188,,,41 14th st.,925,river cafe,718-522-5200,,0
267,,,5955 melrose ave.,1055,dottie's true blue cafe,415-885-2767,,0
168,sherman oaks,,,940,,,48 w. 65th st.,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,1117,french roast cafe,212/799-1533,,0
97,,,3200 las vegas blvd. s,1899,,,522 9th ave. at 39th st.,0
23,ciboulette,404/874-7600,,1797,,,87 e. fourth st.,0
15,,,160 central park s,1422,,,7 w. 20th st.,0
334,,,11 e. 53rd st.,1074,steak house  the,702-734-0410,,0
246,philippe's the original,213/628-3781,,132,,,15 e. 12th st.  between 5th ave. and university pl.,0
307,,,21 w. 52nd st.,1779,california pizza kitchen,310/275-1101,,0
277,,,2450 broadway  between 90th and 91st sts.,1791,,,4 fish 17300 pacific coast hwy. at sunset blvd.,0
99,,,402 w. 44th st.,256,barbecue kitchen,404-766-9906,,0
69,river cafe,718/522-5200,,1084,la grotta,404-231-1368,,0
141,fringale,415/543-0573,,1310,four seasons,212-754-9494,,0
258,dining room  ritz-carlton  buckhead,404/237-2700,,1444,,,838 lincoln blvd.,0
42,las vegas,,,863,greenwood's,770-992-5383,,0
316,restaurant  ritz-carlton  atlanta,404/659-0400,,1318,bertolini's,404/233-2333,,0
271,,,1232 w. paces ferry rd.,1483,,,430 n. camden dr.,0
172,beverly hills,,,1388,,,8800 melrose ave.,0
326,,,1001 n. alameda st.,845,,,99 e. 52nd st.,0
152,,,1 water st. at the east river,1506,fiorello's roman cafe,212/595-5330,,0
19,san francisco,,,556,,,3835 cross creek rd.,0
35,,,1 mission st.,1482,swingers,213/653-5858,,0
71,cafe lalo,212/496-6031,,698,,,41 14th st.,0
255,,,99 e. 52nd st.,2073,,,151 w. 51st. st.,0
69,river cafe,718/522-5200,,1676,lucky strike,212/941-0479,,0
37,oceana,212/759-5941,,924,dynasty room,310/208-8765,,0
229,union square cafe,212/243-4020,,1289,,,45 s. fair oaks ave.,0
173,four seasons grill room,212/754-9494,,789,,,1134 euclid ave.,0
87,adriano's ristorante,310/475-9807,,476,,,308 w. sahara ave.,0
311,,,252 california st.,935,,,1087 green st.,0
116,,,701 stone canyon rd.,464,,,1121 s. western ave.,0
279,indigo coastal grill,404/876-0676,,2241,atlanta fish market,404/262-3165,,0
85,,,8358 sunset blvd. west,747,,,1870 fillmore st.,0
3,,,570 4th st.,526,la cachette,310-470-4992,,0
210,,,240 central park s,1427,,,164 mulberry st.  between grand and broome sts.,0
123,,,b peachtree rd.,2023,,,1588 york ave.,0
301,buckhead diner,404/262-3336,,1423,cite,212/956-7100,,0
246,philippe's the original,213/628-3781,,1140,original pantry bakery,213-627-6879,,0
138,le montrachet,702/732-5111,,938,le montrachet bistro,702-732-5651,,1
151,,,23725 w. malibu rd.,606,,,601 s. figueroa st.,0
209,,,9560 dayton way,697,,,38 e. 51st st.,0
122,the palm,310/550-8811,,773,cafe des artistes,212-877-3500,,0
61,matsuhisa,310/659-9639,,2008,,,111 s. san pedro st.,0
239,,,624 s. la brea ave.,1294,vivande porta via,415/346-4430,,0
128,,,5937 geary blvd.,1291,,,23725 w. malibu rd.,0
59,lutece,212/752-2225,,581,,,54 pearl st. at broad st.,0
179,bone's,404/237-2663,,1465,,,68 e. 56th st.,0
307,,,21 w. 52nd st.,1082,restaurant horikawa,213/680-9355,,0
98,valentino,310/829-4313,,1112,cafe bianco,212/988-2655,,0
260,shun lee west,212/371-8844,,679,post house,212/935-2888,,0
247,arnie morton's of chicago,310/246-1501,,688,sarabeth's kitchen,212/496-6280,,0
97,,,3200 las vegas blvd. s,1118,binion's coffee shop,702/382-1600,,0
154,restaurant katsu,213/665-1891,,1865,edison cafe,212-840-5000,,0
283,pisces,212/260-6660,,1695,triangolo,212/472-4488,,0
71,cafe lalo,212/496-6031,,1905,locanda veneta,310-274-1893,,0
162,,,545 post st.,2226,,,101 spear st.,0
265,khan toke thai house,415/668-6654,,775,,,1393a 2nd ave.  between 72nd and 73rd sts.,0
9,atlanta,,,1157,,,5-16 51st ave.,0
117,,,55 e. 54th st.,92,tommy tang's,213/937-5733,,0
99,,,402 w. 44th st.,430,,,4,0
14,chin's,702/733-8899,,1314,,,128 e. fremont st.,0
330,,,435 s. la cienega blv.,634,,,948 1st ave.  between 52nd and 53rd sts.,0
7,,,2 harrison st.  near hudson st.,1732,,,82 e. 3rd st.  between 1st and 2nd aves.,0
270,steak house,702/734-0410,,118,steakhouses,,,0
270,steak house,702/734-0410,,892,,,108 south park,0
34,hotel bel-air,310/472-1211,,1222,,,1000 madison ave.  between 77th and 78th sts.,0
57,,,12224 ventura blvd.,10,venetian,702/876-4190,,0
2,fenix,213/848-6677,,1538,,,7261 melrose ave.,0
183,march,212/754-6272,,1909,fleur de jour,212/355-2020,,0
246,philippe's the original,213/628-3781,,118,steakhouses,,,0
207,santa monica,,,208,,,7507 melrose ave.,0
30,,,13 w. 54th st.,1779,california pizza kitchen,310/275-1101,,0
163,,,3799 las vegas blvd. s,1870,,,1655 mclendon ave.,0
70,,,20 e. 76th st.,1042,,,2150 broadway  between 75th and 76th sts.,0
107,felidia,212/758-1479,,1437,,,1658 market st.,0
154,restaurant katsu,213/665-1891,,164,,,224 ponce de leon ave.,0
236,,,490 e. paces ferry rd.,1612,r&g lounge,415/982-7877,,0
205,second street grille,702/385-3232,,917,,,155 w. 58th st.,0
116,,,701 stone canyon rd.,686,taiko,310-207-7782,,0
205,second street grille,702/385-3232,,26,harris',415/673-1888,,0
190,pano's and paul's,404/261-3662,,1805,viva mercado's,702/871-8826,,0
171,uncle nick's,212/315-1726,,689,,,405 atlantic ave.,0
217,,,804 northpoint,619,mary mac's tea room,404-876-1800,,0
77,coyote cafe,702/891-7349,,1935,,,142 w. 44th st.,0
25,,,95 ave. a at 6th st.,127,pizza,,,0
184,,,3115 pico blvd.,2233,dawat,212-355-7555,,0
291,virgil's,212/ 921-9494,,1823,harry denton's,415/882-1333,,0
295,,,903 n. la cienega blvd.,1013,brasserie le coze,404-266-1440,,0
77,coyote cafe,702/891-7349,,309,,,420 e. 59th st.  off 1st ave.,0
123,,,b peachtree rd.,1712,,,402 w. 44th st.,0
107,felidia,212/758-1479,,343,caffe dante,212/982-5275,,0
112,,,1 margaret mitchell sq.,1258,bugsy's diner,702/733-3111,,0
80,fleur de lys,415/673-7779,,1406,,,3200 las vegas blvd. s.,0
270,steak house,702/734-0410,,110,le chardonnay (los angeles),213-655-8880,,0
305,ritz-carlton restaurant and dining room,415/296-7465,,421,captain's table,212/697-9538,,0
78,,,2 e. 55th st.,2065,,,2225 irving st.,0
98,valentino,310/829-4313,,1117,french roast cafe,212/799-1533,,0
212,l'orangerie,310/652-9770,,2088,sweet'n'tart cafe,212/334-8088,,0
44,studio city,,,558,,,2317 chestnut st.,0
43,toulouse,404/351-9533,,677,parkway grill,818-795-1001,,0
238,brasserie le coze,404/266-1440,,14,continental,,,0
107,felidia,212/758-1479,,723,,,6050 peachtree pkwy.  norcross,0
200,hawthorne lane,415/777-9779,,1733,,,3000 las vegas blvd. s,0
47,,,3073 piedmont road,944,prego,310/277-7346,,0
167,alain rondelli,415/387-0408,,760,,,423 amsterdam ave.  between 80th and 81st sts.,0
162,,,545 post st.,26,harris',415/673-1888,,0
251,,,816 folsom st.,2101,afghan,,,0
77,coyote cafe,702/891-7349,,293,,,19 w. 49th st.,0
81,jo jo,212/223-5656,,1446,feast from the east,310-475-0400,,0
136,,,2355 peachtree rd.  peachtree battle shopping center,1710,jo jo,212-223-5656,,0
34,hotel bel-air,310/472-1211,,1453,oceana,212-759-5941,,0
333,lespinasse,212/339-6719,,1822,,,45 mercer st.  between broome and grand sts.,0
42,las vegas,,,947,,,2223 market st.,0
62,,,181 peachtree st.,171,,,market and new montgomery sts.,0
81,jo jo,212/223-5656,,800,,,2880 las vegas blvd. s,0
168,sherman oaks,,,526,la cachette,310-470-4992,,0
208,le bernardin,212/489-1515,,1491,alamo,212/ 759-0590,,0
234,plumpjack cafe,415/563-4755,,1833,zarzuela,415/346-0800,,0
107,felidia,212/758-1479,,256,barbecue kitchen,404-766-9906,,0
263,chanterelle,212/966-6960,,48,,,54 irving pl. at 17th st.,0
205,second street grille,702/385-3232,,435,,,2257 chestnut st.,0
250,cafe  ritz-carlton  buckhead,404/237-2700,,1174,palisades,404/350-6755,,0
111,,,617 s. olive st.,978,mexican/tex-mex,,,0
38,,,152 w. 44th st.,23,,,732 broadway,0
69,river cafe,718/522-5200,,310,bolo,212/228-2200,,0
159,,,340 stockton st.,68,,,923 peachtree st.  at 8th st.,0
305,ritz-carlton restaurant and dining room,415/296-7465,,93,french (new),,,0
239,,,624 s. la brea ave.,2104,carnegie deli,212-757-2245,,0
12,,,2880 las vegas blvd. s,2110,,,2450 broadway,0
141,fringale,415/543-0573,,335,,,1582 folsom st.,0
239,,,624 s. la brea ave.,1875,lemongrass grill,718-399-7100,,0
184,,,3115 pico blvd.,2099,la folie,415-776-5577,,0
11,los angeles,,,1205,layla,212/431-0700,,0
184,,,3115 pico blvd.,1793,flying biscuit  the,404-687-8888,,0
23,ciboulette,404/874-7600,,1880,,,362 n. camden dr.,0
73,campton place,415/955-5555,,969,nava,404-240-1984,,0
131,,,210 e. 58th st.,1461,,,10668 w. pico blvd.,0
248,,,126 clement st.,652,frico bar,212/564-7272,,0
18,,,8284 melrose ave.,128,,,10428 1/2 national blvd.,0
198,,,3125 piedmont rd.  near peachtree rd.,370,bernard's,213-612-1580,,0
91,georgia grille,404/352-3517,,1974,south of france,404/325-6963,,0
144,,,129 n. la cienega blvd.,2079,,,439 e. 75th st.,0
134,chez michel,415/775-7036,,1305,,,8795 sunset blvd.,0
155,,,201 w. 83rd st.,786,,,555 peachtree st.  at linden ave.,0
67,,,1110 3rd ave. at 65th st.,1017,,,3130 piedmont rd. ne,0
136,,,2355 peachtree rd.  peachtree battle shopping center,809,cafe fes,212/924-7653,,0
284,aquavit,212/307-7311,,648,rainbow restaurant,404-633-3538,,0
234,plumpjack cafe,415/563-4755,,1441,veggieland,404-231-3111,,0
233,,,1972 n. hillhurst ave.,1349,,,200 park ave.  between 45th st. and vanderbilt ave.,0
312,,,648 bush st.,410,,,1322 grant st.,0
2,fenix,213/848-6677,,1673,pacific pan pacific hotel,415/929-2087,,0
57,,,12224 ventura blvd.,1853,,,60 w. 55th st.,0
77,coyote cafe,702/891-7349,,1791,,,4 fish 17300 pacific coast hwy. at sunset blvd.,0
200,hawthorne lane,415/777-9779,,1048,only in las vegas,,,0
143,la caravelle,212/586-4252,,15,,,243 o'farrell st.,0
131,,,210 e. 58th st.,1906,moose's,415/989-7800,,0
40,spago,310/652-4025,,733,eric's chinese restaurant,415-282-0919,,0
155,,,201 w. 83rd st.,500,kuleto's,415/397-7720,,0
267,,,5955 melrose ave.,970,palm  the (los angeles),310-550-8811,,0
219,picholine,212/724-8585,,60,picholine,212-724-8585,,1
112,,,1 margaret mitchell sq.,1477,,,32 spring st.,0
4,,,43 w. 65th st.,1617,,,145 w. 53rd st.,0
75,,,2245 e. flamingo rd.,1905,locanda veneta,310-274-1893,,0
50,,,57 jane st.  off hudson st.,1062,,,325 e. 14th st.  between 1st and 2nd aves.,0
66,,,22 hawthorne st.,374,rose pistola,415-399-0499,,0
212,l'orangerie,310/652-9770,,1076,,,1423 2nd ave.  between 74th and 75th sts.,0
239,,,624 s. la brea ave.,246,monte carlo,702-733-4524,,0
69,river cafe,718/522-5200,,1886,peter luger steak house,718-387-7400,,0
155,,,201 w. 83rd st.,1052,,,19565 parthenia ave.,0
23,ciboulette,404/874-7600,,1438,bistro 45,818-795-2478,,0
10,cafe claude,415/392-3505,,284,french (classic),,,0
169,,,600 stockton st.,1528,mel's drive-in,415-387-2244,,0
305,ritz-carlton restaurant and dining room,415/296-7465,,1365,,,2125 fillmore st.,0
191,,,2316 polk st.,22,,,150 w. 46th st.,0
77,coyote cafe,702/891-7349,,1005,,,483 amsterdam ave.,0
234,plumpjack cafe,415/563-4755,,1049,,,6 w. 24th st.,0
178,brooklyn,,,253,,,133 clement st.,0
252,,,747 9th ave.  between 50th and 51st sts.,1816,caffe vivaldi,212/691-7538,,0
120,,,1114 horn ave.,645,sato sushi and thai,770/449-0033,,0
194,second avenue deli,212/677-0606,,989,,,2011 ocean front walk,0
131,,,210 e. 58th st.,918,water grill,213-891-0900,,0
320,,,3393 peachtree rd.  lenox square mall  near neiman marcus,1831,felix,212/431-0021,,0
50,,,57 jane st.  off hudson st.,2252,french quarter food shop,404/875-2489,,0
220,,,3000 w. paradise rd.,255,pan-asian,,,0
172,beverly hills,,,84,,,3713 w. sahara ave.,0
194,second avenue deli,212/677-0606,,67,ej's luncheonette,212-473-5555,,0
264,,,405 e. 58th st.,1332,,,3555 las vegas blvd. s,0
1,la grotta,404/231-1368,,1209,palio d'asti,415/395-9800,,0
181,,,100 e. 63rd st.,579,,,1495 chattahoochee ave. nw,0
275,le chardonnay,213/655-8880,,524,city grill,404/524-2489,,0
284,aquavit,212/307-7311,,555,the mandarin,310/859-0926,,0
202,,,9001 santa monica blvd.,613,,,2880 las vegas blvd. s.,0
93,,,7 claude la.,469,,,1 water st.,0
265,khan toke thai house,415/668-6654,,1755,,,500 van ness ave.,0
132,cafe des artistes,212/877-3500,,608,rae's,310-828-7937,,0
229,union square cafe,212/243-4020,,1191,,,2298 market st.,0
319,sign of the dove,212/861-8080,,1734,betelnut,415/929-8855,,0
102,bel air,,,610,,,140 w. 57th st.,0
109,masa's,415/989-7154,,1870,,,1655 mclendon ave.,0
174,mifune japan center  kintetsu building,415/922-0337,,1353,,,507 columbus ave.  between 84th and 85th sts.,0
21,,,1397 n. highland ave.,154,,,3 e. 52nd st.,0
39,,,1737 post st.,151,abruzzi,404-261-8186,,0
10,cafe claude,415/392-3505,,569,mi spia dunwoody rd.,770/393-1333,,0
254,seryna,212/980-9393,,142,michael's (los angeles),310-451-0843,,0
85,,,8358 sunset blvd. west,1707,,,176 n. canon dr.,0
326,,,1001 n. alameda st.,716,,,103 waverly pl.  near washington sq.,0
167,alain rondelli,415/387-0408,,65,,,182 w. 58th st.,0
232,gotham bar & grill,212/620-4020,,627,adrienne,212/903-3918,,0
108,,,239 w. broadway  between walker and white sts.,1956,szechuan hunan cottage,212-535-5223,,0
130,san domenico,212/265-5959,,1641,bouterin,212/758-0323,,0
288,,,200 e. fremont st.,2043,,,607 front st.,0
291,virgil's,212/ 921-9494,,1541,second street grill,702-385-6277,,0
144,,,129 n. la cienega blvd.,1595,,,2217 union st.,0
102,bel air,,,1936,pen & pencil,212/682-8660,,0
81,jo jo,212/223-5656,,2128,,,221 w. 57th st.,0
329,tillerman,702/731-4036,,1386,,,3500 peachtree rd.  phipps plaza,0
213,,,1 w. 67th st.,389,cuban,,,0
139,,,249 e. 50th st.,649,,,ghirardelli sq.,0
32,rex il ristorante,213/627-2300,,2023,,,1588 york ave.,0
206,,,255 courtland st.  at harris st.,558,,,2317 chestnut st.,0
232,gotham bar & grill,212/620-4020,,871,,,5111 w. boulder hwy.,0
263,chanterelle,212/966-6960,,509,fraunces tavern,212/269-0144,,0
9,atlanta,,,1183,,,3043 buford hwy.,0
254,seryna,212/980-9393,,1618,san pietro,212/753-9015,,0
178,brooklyn,,,853,bobby & june's kountry kitchen,404-876-3872,,0
303,,,35 w. 64th st.,1722,cucina di pesce,212-260-6800,,0
270,steak house,702/734-0410,,215,indian,,,0
71,cafe lalo,212/496-6031,,883,capsouto freres,212/966-4900,,0
280,citrus,213/857-0034,,270,granita,310-456-0488,,0
217,,,804 northpoint,242,,,617 s. olive st.,0
15,,,160 central park s,2159,indonesian,,,0
334,,,11 e. 53rd st.,1528,mel's drive-in,415-387-2244,,0
34,hotel bel-air,310/472-1211,,75,american,,,0
151,,,23725 w. malibu rd.,1940,nicola,213/485-0927,,0
324,la folie,415/776-5577,,1672,caffe lure,212/473-2642,,0
319,sign of the dove,212/861-8080,,390,bradshaw's restaurant,404-261-7015,,0
24,,,6703 melrose ave.,414,,,4 w. 49th st.,0
320,,,3393 peachtree rd.  lenox square mall  near neiman marcus,1951,,,7371 melrose ave.,0
97,,,3200 las vegas blvd. s,60,picholine,212-724-8585,,0
2,fenix,213/848-6677,,562,ambassador grill,212/702-5014,,0
179,bone's,404/237-2663,,522,,,3109 piedmont rd.  just south of peachtree rd.,0
158,campanile,213/938-1447,,982,gumbo pot  the,213-933-0358,,0
141,fringale,415/543-0573,,2164,,,570 fourth st.,0
176,,,2290 peachtree rd.  peachtree square shopping center,81,paty's,818/761-9126,,0
116,,,701 stone canyon rd.,893,the heights,415/474-8890,,0
281,,,777 sutter st.,416,,,598 fourth st.,0
18,,,8284 melrose ave.,295,delis,,,0
122,the palm,310/550-8811,,1405,,,9 pell st.,0
171,uncle nick's,212/315-1726,,933,,,4500 los feliz blvd.,0
138,le montrachet,702/732-5111,,259,,,181 peachtree st.,0
178,brooklyn,,,1971,macarthur park,415/398-5700,,0
297,postrio,415/776-7825,,814,les halles,212/679-4111,,0
81,jo jo,212/223-5656,,716,,,103 waverly pl.  near washington sq.,0
29,montrachet,212/ 219-2777,,1805,viva mercado's,702/871-8826,,0
307,,,21 w. 52nd st.,58,,,730 n. la cienega blvd.,0
305,ritz-carlton restaurant and dining room,415/296-7465,,917,,,155 w. 58th st.,0
35,,,1 mission st.,1086,sfuzzi,212/873-3700,,0
19,san francisco,,,850,bistango,404/724-0901,,0
161,petrossian,212/245-2214,,761,stage deli,212/245-7850,,0
102,bel air,,,869,,,790 ponce de leon ave.,0
286,boulevard,415/543-6084,,776,boca chica,212/473-0108,,0
209,,,9560 dayton way,860,hsu's gourmet,404/659-2788,,0
302,,,2709 main st.,1240,zen palate,212/614-9291,,0
236,,,490 e. paces ferry rd.,92,tommy tang's,213/937-5733,,0
264,,,405 e. 58th st.,128,,,10428 1/2 national blvd.,0
164,yujean kang's gourmet chinese cuisine,818/585-0855,,496,vegetarian,,,0
107,felidia,212/758-1479,,246,monte carlo,702-733-4524,,0
162,,,545 post st.,88,,,3073 piedmont rd.,0
260,shun lee west,212/371-8844,,1410,,,252 n. beverly dr.,0
301,buckhead diner,404/262-3336,,863,greenwood's,770-992-5383,,0
89,,,34 e. 61st st.,2244,manhattan ocean club,212-371-7777,,0
81,jo jo,212/223-5656,,754,,,28 e. 63rd st.,0
15,,,160 central park s,144,peacock alley,212/872-4895,,0
107,felidia,212/758-1479,,715,bruno,212/688-4190,,0
301,buckhead diner,404/262-3336,,588,indochine,212/505-5111,,0
336,locanda veneta,310/274-1893,,2067,,,310 w. 4th st.  between w. 12th and bank sts.,0
306,mi cocina,212/627-8273,,733,eric's chinese restaurant,415-282-0919,,0
