_id,label,table1.id,table2.id,table1.title,table2.title,table1.manufacturer,table2.manufacturer,table1.price,table2.price
4280,0,1258,1057,punch ! home design architectura series 18,punch software 20100 punch ! home design complete product architectural 1 user complete productcomplete productstandard english pc,punch ! software,,129.99,36.97
4281,0,139,3188,adobe creative suite cs3 design premium upsell [ mac ],adobe creative suite 3 web standard complete package academic cd mac,adobe,,1599.0,369.0
4282,0,1008,1210,norton internet security 2008 10 user,kaspersky ( r ) internet security 6.0,symantec,,199.99,76.99
4283,0,571,1120,microsoft visio standard 2007 version upgrade,microsoft academic microsoft office project 2003 standard,microsoft,,129.95,69.95
4284,0,558,260,instant immersion spanish 2.0,topics entertainment instant immersion german 2.0,topics entertainment,,29.99,17.55
4285,0,584,2853,microsoft windows vista business full version [ dvd ],microsoft windows xp professional edition ( upgrade ),microsoft,,299.95,199.99
4286,0,608,897,adobe creative suite cs3 web premium upgrade [ mac ],adobe contribute cs3 upgrade,adobe,,499.0,82.99
4287,0,1241,3033,quicken legal business pro 2007,quickbooks pro 2007 3 user,nolo press,,79.99,409.52
4288,1,1064,2057,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software 10118 adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,,19.99,17.97
4289,0,218,2959,microsoft upg win small business svr cal t74-01215 ),microsoft windows vista business full version,microsoft corporation,,330.14,249.95
4290,0,566,457,apple garageband jam pack : symphony orchestra,apple garageband jam pack : remix tools,apple,,99.0,95.99
4291,0,609,3033,quicken 2007 for mac,quickbooks pro 2007 3 user,intuit,,69.95,409.52
4292,0,581,2742,hoyle board games,freeverse software 4015 big bang board games,encore,freeverse software,9.99,18.99
4293,0,858,2863,microsoft onenote 2007 upgrade,microsoft money 2007 premium ( pc ),microsoft,,79.95,79.99
4294,0,574,1001,microsoft mappoint 2006 with gps,microsoft ( r ) money 2007 premium,microsoft,,349.0,69.99
4295,0,174,2489,1pk internet sec ste 2007 oem,symantec 10725608 norton internet security 2007 internet security 1 user ( s ) pc,ca oem,,,64.97
4296,0,773,1010,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft ( r ) office standard 2007,microsoft corporation,,,399.99
4297,0,778,1118,hoyle casino 2007,hoyle ( r ) card games 2007,encore,,19.95,19.99
4298,0,258,2654,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft 121-00324 visual studio team suite 2005 with msdn premium subscriptions complete product software development standard 1 user ( s ) complete product english pc - free shipping,microsoft,,5479.0,10015.97
4299,0,866,2620,system care professional,sony vegas 6 video editing software professional editing software,avanquest,sony-pictures-digital-entertainment,49.95,99.0
4300,0,548,3133,quickbooks pro 2007 small business financial software,quickbooks ( r ) credit card processing kit 2007,intuit,,199.95,39.99
4301,0,1127,2130,steinberg sequel ( pc or mac ) music creation & performance software,steinberg wavelab studio 6 audio editing software competitive crossgrade music production software,steinberg,,129.0,199.95
4302,0,572,531,adobe dreamweaver cs3 upgrade,adobe cs3 web premium upgrade,adobe,,199.0,517.99
4303,0,945,3108,classification & ecology ( win/mac ) ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),fogware publishing,,9.99,9.59
4304,1,271,1512,microsoft office small business 2007,microsoft w87-02380 office sbe 2007 win32,microsoft software,,735.33,400.34
4305,0,860,1504,apple ilife '06 family pack ( mac dvd ) [ older version ],ilife '06 mac apple ma166z/a,apple computer,,99.0,47.8
4306,0,505,1534,norton internet security mac 3.0 [ antivirus firewall privacy controls iclean ],norton internet security 2008 10 user,symantec,,99.95,199.99
4307,0,649,1477,mcafee total protection 2007 3 users,mcafee total protection 2007 for small business adv. w/1yr gold maintenance 5 -,mcafee,,99.99,215.5
4308,0,1105,1080,punch ! master landscape & home design,punch software 25100 punch ! master landscape and home design,punch ! software,punch software,59.99,45.99
4309,0,107,3213,photoshop elements 5 and premiere elements 3 bundle win minibox ( 29180248 ),adobe photoshop elements 5.0 plus adobe premiere elements 3.0 â ?? with teacher resource center cd,adobe,,242.62,104.99
4310,0,532,1016,quickbooks pro 2007 for mac ( mac ),quickbooks ( r ) premier : contractor edition 2007,intuit,,199.95,399.99
4311,0,751,1375,project x project management software,nikon pictureproject 1.6 other software,marware,,199.95,44.95
4312,0,685,333,the sims 2 : open for business expansion pack,aspyr sims 2 nightlife expansion pack,aspyr media,,34.99,35.99
4313,0,851,3026,punch ! professional home design platinum v10,punch software 90500 home design studio mac,punch ! software,punch software,99.0,135.99
4314,0,1272,2752,punch ! home design architectural series 18,punch software 35100 punch ! professional home design suite ( small box ),punch ! software,punch software,129.99,62.99
4315,0,607,433,broderbund print shop 21 deluxe,encore inc print shop 22 deluxe,encore software,,49.99,42.69
4316,0,753,924,microsoft office & windows training professional,microsoft windows xp pro oem sp2 no open box returns,topics entertainment,,49.95,149.99
4317,0,561,900,quicken 2007 basic,intuit quicken 2007 macintosh,intuit,,29.95,69.99
4318,0,853,361,onone essentials for adobe photoshop elements,adobe photoshop lightroom,onone software,,59.95,264.99
4319,0,589,2188,quicken 2007 deluxe,intuit quicken mac 2007 software finance software,intuit,,59.95,69.95
4320,0,910,71,adobe creative suite cs3 master collection upgrade [ mac ],29270055 adobe creative suite 3 web standard complete package 1 user cd win uni,adobe,,1399.0,1056.98
4321,0,1101,2156,steinberg cubase studio 4,steinberg cubase 4 software music production software,steinberg,,499.99,799.99
4322,0,1160,2649,apple mac os x tiger 10.4.6 ( mac dvd ),adobe photoshop cs3 ( mac os x v. 10.4.8 ),apple computer,,129.0,649.0
4323,0,610,1093,mavis beacon teaches typing deluxe 16,mavis beacon ( r ) teaches typing v. 17 deluxe,broderbund,,39.99,37.99
4324,0,512,375,microsoft windows xp professional upgrade with sp2,microsoft windows xp home edition sp2 oem,microsoft software,,199.99,95.99
4325,0,350,1612,adobe creative suite cs3 design standard upsell [ mac ],total training for adobe creative suite 3 design premium,adobe,,899.0,279.95
4326,0,1258,2744,punch ! home design architectura series 18,punch software 42100 punch ! home design architectural series 18 ( small box ),punch ! software,punch software,129.99,119.99
4327,1,1316,659,aircraft collector 's second edition,abacus aircraft collectors second edition,abacus,,19.95,17.55
4328,0,731,3022,instant immersion italian platinum,instant immersion 33 languages,topics entertainment,,129.99,47.36
4329,0,991,647,instant immersion spanish audio deluxe,topics entertainment instant immersion hawaiian audio,topics entertainment,,39.95,12.05
4330,0,496,332,microsoft windows vista business 32-bit for system builders,microsoft virtual pc 7.0 windows xp home,microsoft,,179.99,205.99
4331,0,731,832,instant immersion italian platinum,topics entertainment instant immersion spanish audio deluxe,topics entertainment,,129.99,17.55
4332,0,518,2848,microsoft office 2004 standard upgrade ( mac ),microsoft onenote 2007 upgrade ( pc ),microsoft,,239.99,79.95
4333,0,1349,1678,adobe creative suite cs3 web standard upsell [ mac ],adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,adobe,,799.0,1482.0
4334,0,527,2199,adobe premiere elements 3.0,adobe premiere pro 2.0 software professional editing software,adobe,,99.99,848.95
4335,0,985,3108,best of slots 2 ( jewel case ),total 3d home deluxe ( jewel case ) ( jce-th6 ),masque publishing,,9.99,9.59
4336,0,787,1690,hoyle 4-pack 2006,hoyle solitaire,encore software,,19.95,9.99
4337,0,1145,1010,microsoft office 2004 standard ( mac ),microsoft ( r ) office standard 2007,microsoft,,399.99,399.99
4338,0,1093,327,final cut express 2.0 upgrade,apple final cut studio 2 upgrade from final cut pro,apple computer,,99.99,699.99
4339,0,220,1803,mobileinventory additional mobile license,eqzfn07-231 zetafax license 5 additional users win,wasp technologies,,,499.17
4340,0,957,3087,peachtree by sage premium accounting 2007 accountants ' edition,quickbooks ( r ) premier : accountant edition 2007,sage software,,499.99,399.99
4341,0,238,1769,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,bablur1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux (,computer associates,,,632.18
4342,0,1238,2615,sound forge audio studio 9,sony creative software sound forge audio studio v. 8.0 complete product,sony media,,69.59,46.47
4343,0,858,2474,microsoft onenote 2007 upgrade,word mac 2004 upgrade microsoft d48-00488,microsoft,,79.95,97.36
4344,0,496,959,microsoft windows vista business 32-bit for system builders,microsoft windows vista business retail no open box returns,microsoft,,179.99,299.99
4345,0,40,2544,the print shop 22 deluxe,encore software 10741 the print shop 22 deluxe sb cs by the print shop,encore,,49.99,42.97
4346,0,852,2792,cinescore professional soundtrack edition,adobe dv rack 2.0 hd software for windows professional editing software,sony-pictures-digital-entertainment,,249.95,499.0
4347,0,389,1655,instant immersion japanese 2.0,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,topics entertainment,19.99,23.61
4348,0,568,2337,dv rack 2 win retail ue1u,adobe 22011152 audition2 win retail ue 1u,adobe,,908.69,296.2
4349,0,1175,2811,apple mac os x tiger 10.4.6 family pack ( mac ),apple appleworks 6.2.9 ( mac ),apple computer,,199.0,79.99
4350,0,605,273,microsoft word 2004 ( mac ),microsoft windows xp pro sp2 retail,microsoft,,229.99,299.99
4351,0,105,832,instant immersion spanish ( audio book ),topics entertainment instant immersion spanish audio deluxe,topics entertainment,,,17.55
4352,0,608,99,adobe creative suite cs3 web premium upgrade [ mac ],19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra,adobe,,499.0,1687.48
4353,0,853,639,onone essentials for adobe photoshop elements,onone software essentials for adobe photoshop elements version 2 full,onone software,,59.95,59.33
4354,1,56,2099,kids power fun for little ones,kids power fun for little ones,topics entertainment,,19.99,15.9
4355,1,780,2579,hoyle backgammon jc,encore software 10669 hoyle backgammon win 98 me 2000 xp,encore,,7.99,7.69
4356,0,662,1137,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft windows vista business upgrade license 1 pc english,microsoft,,669.0,168.99
4357,0,212,135,diskeeper 2007 pro premier 10-lic pack,121745 diskeeper 2007 pro premier edition complete package 10 workstations dvd -,diskeeper corporation,,1372.21,787.56
4358,0,866,2453,system care professional,individual software prm-r12 resumemaker professional 12.0,avanquest,individual software,49.95,29.99
4359,0,113,1768,microsoft licenses win svr 2003 ext conn lic ( r3900292 ),microsoft 394-00416 opens exch svr exconn l/sa qual,microsoft licenses,,3371.85,22575.14
4360,1,609,2188,quicken 2007 for mac,intuit quicken mac 2007 software finance software,intuit,,69.95,69.95
4361,0,1028,982,makemusic finale 2007 win/mac,makemusic finale educator solutions bundle finale 2007 smartmusic 9.0,emedia,,600.0,299.0
4362,0,734,2119,middle school success essentials,middle school math & science,topics entertainment,global-software-publishing,29.99,12.9
4363,0,711,3139,family tree maker 2008 platinum,family tree maker deluxe 11.2,encore,,99.95,69.97
4364,0,674,542,school zone flash action addition/subtraction ( windows/macintosh ),school zone interactive flash action phonics made easy,school zone,,12.99,8.8
4365,0,516,99,adobe creative suite cs3 design premium upgrade [ mac ],19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra,adobe,,599.0,1687.48
4366,0,897,216,adobe creative suite cs3 production premium upsell,adobe premiere pro cs3 academic,adobe,,1199.0,339.99
4367,0,803,1678,adobe creative suite cs3 master collection [ mac ],adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,adobe,,2499.0,1482.0
4368,0,139,946,adobe creative suite cs3 design premium upsell [ mac ],adobe cs3 design standard upgrade,adobe,,1599.0,413.99
4369,0,391,3110,ultimate pinball ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),valusoft,m-and-r-technologies,9.99,9.59
4370,0,547,3027,microsoft outlook 2007,microsoft office visio standard 2007 upgrade ( pc ),microsoft,,109.95,129.95
4371,0,754,913,internet cleanup 3.0,allume internet cleanup 4.0,aladdin systems,smith-micro-software,29.99,29.99
4372,0,1301,1978,bitdefender antivirus 10.0 [ 2 year subscription for 2 pcs ],01-ssc-6997 sonicwall client/server anti-virus suite subscription license 3 years 10,global-marketing-partners,,39.95,64740.21
4373,0,1349,3188,adobe creative suite cs3 web standard upsell [ mac ],adobe creative suite 3 web standard complete package academic cd mac,adobe,,799.0,369.0
4374,0,1055,759,high school advantage 2007,encore software 12380 high school advantage 2008 win 2000 xp vista,encore software,,29.95,34.97
4375,0,527,2391,adobe premiere elements 3.0,adobe premiere elements 3.0,adobe,,99.99,89.99
4376,0,1174,151,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe indesign cs3 for mac upgrade,adobe,,199.0,205.99
4377,0,593,531,adobe indesign cs3 upgrade [ mac ],adobe cs3 web premium upgrade,adobe,,199.0,517.99
4378,0,614,1105,microsoft works suite 2006,microsoft visual basic . net standard 2003,microsoft,,99.0,108.95
4379,0,554,2851,instant immersion german deluxe 2.0,instant immersion spanish 2.0 topics,topics entertainment,,39.99,19.99
4380,0,638,294,apple final cut studio 2 upgrade from final cut pro ( mac ),apple final cut studio 2 upgrade from final cut studio,apple,,699.0,499.99
4381,0,115,359,encyclopedia britannica deluxe 2008 win/mac,avanquest encyclopedia britannica 2006,avanquest,,29.95,29.0
4382,0,562,1017,adobe dreamweaver cs3 upgrade [ mac ],adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,adobe,,199.0,799.0
4383,0,605,3194,microsoft word 2004 ( mac ),microsoft ( r ) project standard 2007,microsoft,,229.99,349.95
4384,0,67,347,netgear vpn01l vpn client software,marware project x project management software,netgear,,89.99,179.99
4385,0,90,582,emc retrospect 7.5 professional for windows upgrade,emc insignia retrospect server 6.0 for mac upgrade,dantz,,,285.99
4386,0,594,891,corel wordperfect office x3 professional edition,microspot macdraft professional edition,corel,,399.99,249.99
4387,1,1042,2352,genuine fractals print pro 4.1 sharpener pro 2.0,onone software inc. gfn-42001 genuine fractals print pro v. 4.1 with nik sharpener pro 2.0 license standard license pc mac,onone software,,,320.97
4388,0,428,2523,zonealarm anti-spyware,anti-spyware 3.0 win normal 1u new,zone labs,,29.99,24.99
4389,0,522,1652,microsoft visio standard 2007,microsoft 392-02322 ae frontpage 2003,microsoft,,259.95,87.99
4390,0,654,2853,acrobat professional 8 ( windows ),microsoft windows xp professional edition ( upgrade ),adobe,,273.0,199.99
4391,0,514,286,microsoft windows vista ultimate upgrade [ dvd ],microsoft windows xp home edition sp2 retail box,microsoft,,259.95,199.99
4392,0,1114,2263,webroot spy sweeper antispyware 5.x,webroot software inc 50210 spy sweeper w/antivirus family edition ( mass merchant ) win 2000 xp,webroot software,,29.95,41.97
4393,0,1186,1146,adobe creative suite cs3 web standard [ mac ],adobe creative suite 3 design standard complete package 1 user academic windows,adobe,,999.0,369.0
4394,0,15,891,omnioutliner professional 3.0,microspot macdraft professional edition,csdc,,69.95,249.99
4395,0,1342,3086,power translator 11 premium,mylabels premium,language-engineering-co-llc,,79.99,29.99
4396,0,1038,2139,printmaster 17 gold by encore software,marine aquarium & goldfish screen saver by encore software,encore software,,30.66,19.99
4397,0,543,955,adobe photoshop cs3 upgrade [ mac ],adobe pagemaker 7.0 for mac version upgrade,adobe,,199.0,79.99
4398,0,516,257,adobe creative suite cs3 design premium upgrade [ mac ],adobe cs3 after effects upgrade,adobe,,599.0,306.99
4399,0,512,2518,microsoft windows xp professional upgrade with sp2,microsoft powerpoint mac 2004 version upgrade,microsoft software,,199.99,89.99
4400,0,536,2807,adobe photoshop elements 4.0 ( mac ),adobe premiere elements 3 ( pc ),adobe,,89.99,99.99
4401,0,588,984,adobe creative suite cs3 design standard [ mac ],adobe indesign cs3 for mac academic,adobe,,1199.0,192.99
4402,0,1313,3058,brain builder,living trust builder,core learning,,19.95,8.95
4403,0,150,347,suretrak project manager 3.0,marware project x project management software,primavera systems,,499.0,179.99
4404,0,1284,783,punch ! master landscape & home design,punch software 20100 punch ! 5 in 1 home design,punch ! software,punch software,99.99,35.99
4405,0,604,1007,microsoft office small business 2007 full version,microsoft academic microsoft office project 2003 professional,microsoft,,449.95,176.99
4406,0,1264,2936,punch ! professional home design suite,punch software 17100 punch ! super home suite,punch ! software,punch software,69.99,45.99
4407,0,1176,2792,valuesoft tune transfer for ipod software for windows xp,adobe dv rack 2.0 hd software for windows professional editing software,valuesoft,,29.95,499.0
4408,0,608,923,adobe creative suite cs3 web premium upgrade [ mac ],adobe indesign cs3 for mac upgrade from pagemaker,adobe,,499.0,205.99
4409,1,513,2055,mavis beacon typing 17 ( win/mac ),encore software 10076 mavis beacon typing 17 standardby broderbund,encore software,,19.99,17.97
4410,0,543,1564,adobe photoshop cs3 upgrade [ mac ],adobe dreamweaver cs3 upgrade windows,adobe,,199.0,236.74
4411,0,518,2137,microsoft office 2004 standard upgrade ( mac ),microsoft microsoft office 2004 software suite mac education apple & mac software,microsoft,,239.99,148.95
4412,0,1005,312,sibelius 4 educational edition,sibelius sibelius photoscore professional 4,sibelius-software-ltd .,,329.0,145.7
4413,0,1115,1052,punch ! master landscape professional & home design v 10.0,punch software 25100 punch ! master landscape & home design architectural 1 user ( s ) pc,punch ! software,,69.95,45.97
4414,1,126,1820,oxford spanish dictionary,pop up oxford spanish / english dict,oxford-university-press,oxford-university-press,19.95,13.95
4415,0,269,3225,microsoft publisher with digital imaging 2003 [ old version ],microsoft ( r ) picture it ! digital image pro 9.0,microsoft,,209.99,99.87
4416,0,1185,2402,3d home architect landscape design deluxe version 9,punch software 41100 punch ! home design architectural series 18,encore,punch software,29.99,118.99
4417,0,819,989,mavis beacon 17 standard,broderbund mavis beacon teaches typing standard17,encore software,,19.95,22.99
4418,0,1258,1062,punch ! home design architectura series 18,punch software 25100 punch ! master landscape and home design,punch ! software,punch software,129.99,45.99
4419,0,1264,2008,punch ! professional home design suite,instant home design 3.0,punch ! software,,69.99,15.9
4420,0,1227,2772,sony super duper music looper,sony acid music studio ( pc ),sony-media-software,,19.99,69.99
4421,0,858,2600,microsoft onenote 2007 upgrade,microsoft word 2004 upgrade for mac os x apple & mac software,microsoft,,79.95,108.95
4422,0,452,190,adobe after effects cs3,adobe premiere pro cs3,adobe,,999.0,825.99
4423,0,394,2159,jumpstart advanced 2nd grade v2 .0,jumpstart 1st grade ( jc ),knowledge adventure,,19.99,9.9
4424,0,1176,396,valuesoft tune transfer for ipod software for windows xp,me too software i transfer dvds 2 ipod,valuesoft,me-too-software,29.95,29.99
4425,0,1170,2370,steinberg cubase 4 digital audio software,steinberg cubase 4 software competitive crossgrade music production software,steinberg,,999.99,399.99
4426,0,971,2062,instant immersion ingles audio deluxe,instant immersion language lab deluxe edition,topics entertainment,,,14.9
4427,0,502,1551,symc backup exec sbs prm 11d win small business server,symantec backup exec system recovery server edition business pack v. 7.0 complete package + 1 year basic maintenance 1 user cd win multi,symantec,,885.83,548.77
4428,0,544,808,microsoft windows xp home edition full version with sp2,microsoft digital image suite plus full version of photo editing software for windows .,microsoft,,199.0,89.95
4429,1,441,2163,sony acid music studio,acid music studio 6,sony-pictures-digital-entertainment,sony-pictures-digital-entertainment,69.99,59.95
4430,0,250,448,adobe after effects professional 7.0,adobe cs3 flash professional academic,adobe,,999.0,239.99
4431,0,349,2060,middle school success deluxe 2008,elementary school success deluxe 2006,topics entertainment,,49.99,15.9
4432,1,780,1502,hoyle backgammon jc,encore inc 10669 hoyle backgammon,encore,,7.99,7.17
4433,0,93,1132,microsoft office frontpage 2003 academic version windows ),microsoft ( r ) windows ( r ) xp home edition with sp2,microsoft,,159.98,199.99
4434,0,823,1163,microsoft word 2004 upgrade ( mac ),microsoft ( r ) office 2004 for mac student and teacher edition,microsoft,,109.99,146.95
4435,1,479,2452,sound studio 3 : record edit add effects to audio ( mac ),sound studio 3 for mac,freeverse software,,79.99,79.99
4436,0,1093,944,final cut express 2.0 upgrade,apple final cut express hd 3.5,apple computer,,99.99,299.99
4437,0,606,904,microsoft office 2004 professional ( mac ),microsoft office 2004 standard,microsoft,,499.99,369.99
4438,0,943,1618,rome total war gold edition,ghost recon gold edition ( dvd-rom ),sega-of-america-inc .,,19.99,20.95
4439,0,944,175,registry mechanic by encore software,encore inc registry mechanic,encore software,,46.52,25.49
4440,0,578,2137,microsoft office excel 2007,microsoft microsoft office 2004 software suite mac education apple & mac software,microsoft,,229.95,148.95
4441,0,586,1701,quickbooks premier professional services edition 2007,37510 novabackup professional edition v. 7.5 upgrade license 1 user win,intuit,,399.95,25.06
4442,0,288,555,tonka search & rescue 2,abacus civil air patrol search & rescue,infogrames,,,26.14
4443,0,105,3023,instant immersion spanish ( audio book ),instant immers japanese dlx 2 .,topics entertainment,,,36.11
4444,0,1036,768,brain food games : cranium collection 2006,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp,encore,,19.95,18.97
4445,0,557,2308,adobe creative suite cs3 production premium,adobe premiere pro cs3 video editing software for mac av production software,adobe,,1699.0,798.95
4446,0,27,3003,i copy dvds 2 professional edition,adobe acrobat professional 7,me-too-software,,69.99,350.0
4447,0,412,3188,adobe creative suite cs3 web premium upsell [ mac ],adobe creative suite 3 web standard complete package academic cd mac,adobe,,1399.0,369.0
4448,0,606,1970,microsoft office 2004 professional ( mac ),omnioutliner professional 3.0 for mac,microsoft,,499.99,69.99
4449,0,256,1586,hallmark card studio 2005 deluxe,hallmark card studio 2006,sierra home,,49.99,29.36
4450,0,1114,2935,webroot spy sweeper antispyware 5.x,webroot software 54210 desktop firewall,webroot software,webroot software,29.95,26.99
4451,0,541,3199,microsoft onenote 2007,microsoft ( r ) office ultimate 2007,microsoft,,99.95,539.95
4452,0,616,2959,microsoft windows vista home basic upgrade [ dvd ],microsoft windows vista business full version,microsoft,,99.95,249.95
4453,0,368,3221,jumpstart advanced 3rd grade v2 .0,jumpstart ( r ) advanced 1st grade,knowledge adventure,,19.99,19.99
4454,0,1269,3056,punch 5 in 1 home design,punch software 90500 home design studio mac,punch ! software,punch software,39.99,135.99
4455,0,1264,2435,punch ! professional home design suite,punch software 17100 punch ! super home suite,punch ! software,punch software,69.99,45.99
4456,0,618,1129,pop-up stopper professional,microsoft academic microsoft visio 2003 professional,panicware,,29.99,159.0
4457,0,722,2156,steinberg nuendo 3 digital audio software,steinberg cubase 4 software music production software,steinberg,,2499.0,799.99
4458,0,521,1159,microsoft sql server developer edition 2005 cd/dvd,microsoft ( r ) office 2004 for mac standard edition upgrade version,microsoft software,,49.95,234.95
4459,0,517,216,adobe photoshop cs3 [ mac ],adobe premiere pro cs3 academic,adobe,,649.0,339.99
4460,0,1322,1763,adobe creative suite cs3 design premium upsell,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,adobe,,1599.0,1687.48
4461,0,662,1011,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft windows server 2003 terminal server cals 20-pack ( per device ),microsoft,,669.0,2429.99
4462,0,892,3032,adobe premiere pro cs3,premiere pro cs3 mac upgrade,adobe,,799.0,320.25
4463,0,844,2762,now up-to-date & contact v5 .0 ( mac ),now software nuw45e1k now up-to-date & contact for windows,now software,now software,,114.99
4464,0,574,2877,microsoft mappoint 2006 with gps,microsoft office outlook 2007,microsoft,,349.0,109.95
4465,0,557,1017,adobe creative suite cs3 production premium,adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,adobe,,1699.0,799.0
4466,0,30,986,adobe fireworks cs3 [ mac ],adobe photoshop cs3 for mac,adobe,,299.0,609.99
4467,0,556,845,instant immersion italian deluxe 2.0,topics entertainment instant immersion italian 2.0,topics entertainment,,49.99,17.55
4468,0,1216,3181,macbackup,macbackup,macware,,29.99,29.99
4469,0,594,1779,corel wordperfect office x3 professional edition,pd8w10p perfectdisk professional v. 8.0 license 10 workstations win,corel,,399.99,274.72
4470,0,543,151,adobe photoshop cs3 upgrade [ mac ],adobe indesign cs3 for mac upgrade,adobe,,199.0,205.99
4471,0,607,385,broderbund print shop 21 deluxe,cosmi print perfect clip art deluxe,encore software,,49.99,6.99
4472,0,592,354,adobe after effects cs3 upgrade,adobe cs3 master collection upsell from cs2,adobe,,299.0,1437.99
4473,0,572,426,adobe dreamweaver cs3 upgrade,adobe cs3 production premium upgrade,adobe,,199.0,822.99
4474,0,484,145,adobe premiere elements 3.0,adobe photoshop elements 4.0 mac,adobe,,161.73,79.99
4475,0,93,2853,microsoft office frontpage 2003 academic version windows ),microsoft windows xp professional edition ( upgrade ),microsoft,,159.98,199.99
4476,0,875,2614,century software tinyterm plus v. 4.0 complete product,sony creative software sound forge audio studio v. 8.0 complete product,century software,,,55.29
4477,0,883,338,adobe creative suite cs3 production premium,adobe cs3 master collection academic,adobe,,1699.0,939.99
4478,0,1331,3154,funny faces deluxe,photoshow deluxe,fogware publishing,,19.99,39.92
4479,0,654,2616,acrobat professional 8 ( windows ),avid xpress pro video editing software for mac and windows professional editing software,adobe,,273.0,1449.0
4480,0,274,621,instant immersion italian 2.0,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),topics entertainment,,29.99,31.06
4481,0,968,2656,intervideo windvd 8 gold,intervideo windvd 8 platinum ( pc ),intervideo,,49.99,59.99
4482,0,389,2313,instant immersion japanese 2.0,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),topics entertainment,,19.99,129.99
4483,1,495,2246,serious magic ultra2 master sets library 2 windows ),serious magic ultra master sets library 1 effects software,serious magic,,276.5,339.95
4484,0,432,2414,cell phone software solution,freeverse software 005 solace,susteen,freeverse software,113.1,18.99
4485,0,632,1132,microsoft windows xp professional full version with sp2,microsoft ( r ) windows ( r ) xp home edition with sp2,microsoft,,299.99,199.99
4486,0,35,1437,the print shop pro publisher 22 deluxe [ dvd ],printshop 20 pro publisher,encore,,99.99,34.9
4487,0,662,1961,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft windows services for netware v. 5.0 complete package,microsoft,,669.0,138.17
4488,0,204,1744,cisco ios enterprise services complete package cd28-esk9 = ),cd26xm-ch = cisco ios ip/fw/ids complete package cd,cisco systems enterprise,,,360.82
4489,1,383,3099,merriam-webster 's dictionary ( win/mac ) ( jewel case ),merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),fogware publishing,,9.99,9.59
4490,0,1311,2145,zonealarm pro firewall,zone alarm pro 5,zone labs,,39.99,12.9
4491,0,364,508,adobe premiere elements 3.0 [ lb ],adobe photoshop elements 4.0 mac academic,adobe,adobe-education-box,99.99,69.99
4492,0,371,904,microsoft powerpoint 2004 upgrade ( mac ),microsoft office 2004 standard,microsoft,,109.99,369.99
4493,0,873,3092,quickbooks point-of-sale pro with hardware bundle 6.0,quickbooks ( r ) pro 2007,intuit,,1749.95,179.99
4494,0,1190,3003,punch ! professional home design,adobe acrobat professional 7,punch ! software,,89.99,350.0
4495,0,490,998,microsoft visual studio professional 2005 upgrade,microsoft word 2004,microsoft software,,549.0,209.99
4496,0,523,808,microsoft windows vista ultimate full version [ dvd ],microsoft digital image suite plus full version of photo editing software for windows .,microsoft,,399.95,89.95
4497,0,934,2801,panda antivirus 2007,ca anti-spyware 2007,panda software,,29.95,24.99
4498,0,1264,2468,punch ! professional home design suite,punch software 14100 punch ! professional home design suite for windows,punch ! software,punch software,69.99,62.99
4499,1,1361,605,mediarecover,allume systems inc mediarecover,aladdin systems,,29.99,26.14
4500,0,844,2476,now up-to-date & contact v5 .0 ( mac ),now software nuw45e1k now up-to-date & contact complete product content management 1 user ( s ) complete product standard pc,now software,,,107.97
4501,0,729,2852,doom 3 ( dvd ) ( mac ),. mac ( mac ) apple,aspyr media,,39.99,99.99
4502,0,346,1210,mcafee internet security suite 2007 3 users,kaspersky ( r ) internet security 6.0,mcafee,,89.99,76.99
4503,0,1021,448,resumemaker professional 12.0,adobe cs3 flash professional academic,individual software,,29.99,239.99
4504,0,570,2751,professor teaches windows xp,individual software jce-wn5 professor teaches windows j/c,individual software,individual software,19.99,9.99
4505,0,371,2474,microsoft powerpoint 2004 upgrade ( mac ),word mac 2004 upgrade microsoft d48-00488,microsoft,,109.99,97.36
4506,0,1074,1127,family tree maker version 16 collectors edition sb cs,family tree maker premium 11.2,encore software,,99.99,99.97
