tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
1854,Dynamic Maintenance of Wavelet-Based Histograms,"Yossi Matias, Jeffrey Scott Vitter, Min Wang",VLDB,2000,9184,Reconfiguring the Leadership Envelope: Teaching and Administration.,JF Donaldson,"New Directions for Adult and Continuing Education,",1992.0,0
110,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,"Christos Faloutsos, Alberto Belussi",VLDB,1995,42962,Contingent Faculty and Student Learning: Welcome to the Strativersity,K Thompson,"NEW DIRECTIONS FOR HIGHER EDUCATION,",2003.0,0
1499,Understanding the semantics of sensor data,Murali Mani,SIGMOD Record,2003,16508,On the equilibrium of liquid conducting masses charged with electricity,L Rayleigh,"Phil. Mag,",,0
2442,Data Model for Extensible Support of Explicit Relationships in Design Databases,"Joan Peckham, Bonnie MacKellar, Michael Doherty",VLDB J.,1995,12620,Data model for extensible support of explicit relationships in design databases,"J Peckham, B MacKellar, M Doherty","The VLDB Journal The International Journal on Very Large  &hellip;,",1995.0,1
1810,The Middleware Muddle,David Ritter,SIGMOD Record,1998,47739,Hypervalent Iodine in Organic Synthesis Academic Press,A Varvoglis,"San Diego,",,0
2322,A Database Approach to Quality of Service Specification in Video Databases,"Mohand-Said Hacid, Elisa Bertino, Ahmed K. Elmagarmid",SIGMOD Record,2003,32359,Plasma Phase Transition in Fluid Hydrogen-Helium Mixtures,"M Schlanges, M Bonitz, A Tschttschjan","CONTRIBUTIONS TO PLASMA PHYSICS,",1995.0,0
95,Path sharing and predicate evaluation for high-performance XML filtering,"Yanlei Diao, Hao Zhang, Peter M. Fischer, Michael J. Franklin, Mehmet Altinel",ACM Trans. Database Syst.,2003,7207,"Determination of As, Cd, and Pb in foodstuff by GFAAS","ME SOARES, ML BASTOS, F CARVALHO, M FERREIRA","At. Spectrosc,",,0
647,Component-based E-Commerce: Assesment of Current Practices and Future Directions,"Martin Bichler, Arie Segev, J. Leon Zhao",SIGMOD Record,1998,8509,"0. E., 1965",AOE Animalu,"Phil. Mag,",,0
1014,Querying XML Views of Relational Data,"Jerry Kiernan, Jayavel Shanmugasundaram, Catalina Fan, Eugene J. Shekita, John Funderburk",VLDB,2001,42866,Simple and reusable fiber-to-chip interconnect with adjustable coupling efficiency,"RG Heideman, PV Lambeck","Proc. SPIE,",1997.0,0
1000,Trade Press News,Rafael Alonso,SIGMOD Record,1995,19979,An empirical study of epidemic algorithms in large scale multihop wireless networks,"D Ganesan, B Krishnamachari, A Woo, D Culler, D",,,0
1900,Manipulating Interpolated Data is Easier than You Thought,"St?phane Grumbach, Philippe Rigaux, Luc Segoufin",VLDB,2000,5376,Towards a neural model of timing,G Bugmann,,,0
2499,An Open Storage System for Abstract Objects,"Lukas Relly, Stephen Blott, Hans-J?rg Schek",SIGMOD Conference,1996,5794,An Open Storage System fr Abstract Objects,"S Blott, L Relly, HJ Schek","Proc. ACM SIGMOD Conf,",,1
1943,Applying Formal Methods to Semantic-Based Decomposition of Transactions,"Paul Ammann, Indrakshi Ray, Sushil Jajodia",ACM Trans. Database Syst.,1997,7625,Comparing OPEN and UML: the two third-generation OO development approaches,"B Henderson-Sellers, D Firesmith","Information &amp; Software Technology,",1999.0,0
1481,An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences,Costas Vassilakis,SIGMOD Record,2000,4702,Affective Learning???A Manifesto,"RW Picard, S Papert, W Bender, B Blumberg, C","BT Technology Journal,",2004.0,0
696,Microsoft English Query 7.5: Automatic Extraction of Semantics from Relational Databases and OLAP Cubes,Adam Blum,VLDB,1999,29821,Information Transparency in Electronic Marketplaces: Why Data Transparency May Hinder the Adoption,K ZHU,"Electronic Markets,",2002.0,0
723,Checking the Temporal Integrity of Interactive Multimedia Documents,"S. Tserkezoglou, Timos K. Sellis, Barbara Pernici, Michalis Vazirgiannis, Isabelle Mirbel",VLDB J.,2000,16637,AN EXAMINATION OF UNIVERSITY OF WISCONSIN-STOUT STUDENTS???PERCEPTIONS OF THEIR SECONDARY CAREER,LY Reich,2002,,0
2239,An Alternative Storage Organization for ROLAP Aggregate Views Based on Cubetrees,"Yannis Kotidis, Nick Roussopoulos",SIGMOD Conference,1998,21497,Reasoning in Metaphor Understanding: The ATT-Meta Approach and System,"J Barnden, S Glasbey, M Lee, A Wallington, JA",,,0
1090,PicoDBMS: Validation and Experience,"Philippe Pucheral, Christophe Bobineau, Luc Bouganim, Patrick Valduriez, Nicolas Anciaux",VLDB,2001,45582,Design and implementation of a federated database prototype,"D Clements, M Ganesh, SY Hwang, K Mediratta, EP",ACM SIGMOD International Conference on Management of,,0
286,Spatio-Temporal Retrieval with RasDaMan,"Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado, Andreas Dehmel",VLDB,1999,27715,Spatio-Temporal Retrieval with RasDaMan,"P Baumann, A Dehmel, P Furtado, R Ritsch, N","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1999.0,1
1767,Automation in Information Extraction and Data Integration,Sunita Sarawagi,VLDB,2002,17838,Automation in Information Extraction and Data Integration,S Sarawagi,"VLDB,",,1
2384,Extracting Large-Scale Knowledge Bases from the Web,"Andrew Tomkins, Prabhakar Raghavan, Ravi Kumar, Sridhar Rajagopalan",VLDB,1999,5125,Q. Jl geol. Min. metall. Soc. India 4 (4)(1932),N Raj,"Proc. 29th India Sci. Congr,",,0
812,Skew handling techniques in sort-merge join,"Richard T. Snodgrass, Wei Li, Dengfeng Gao",SIGMOD Conference,2002,52951,Industrial painting inspection using specular sharpness,"JG Garcia-Bermejo, JD Urrechu, FJD Pernas, JL","3-D Digital Imaging and Modeling, 1997. Proceedings.,  &hellip;,",1997.0,0
1329,Introduction to Constraint Databases - Book Review,Bart Kuijpers,SIGMOD Record,2002,21990,Compressed Histograms with Arbitrary Bucket Layouts for Selectivity Estimation,"D Fuchs, Z He, BS Lee",,,0
1216,Efficient Search of Multi-Dimensional B-Trees,"Dave Birdsall, Hedieh Yaghmai, Harry Leslie, Rohit Jain",VLDB,1995,60763,Efficient Search of Multi-Dimensional B-Trees,"H Leslie, R Jain, D Birdsall, H Yaghmai","VLDB,",1995.0,1
1191,The XML Typechecking Problem,Dan Suciu,SIGMOD Record,2002,1363,"Propositional attitudes, commonsense reasoning, and metaphor",JA Barnden,"Procs. 10th Annual Conference of the Cognitive Science  &hellip;,",,0
112,Performance Evaluation of a New Distributed Deadlock Detection Algorithm,"Chim-fu Yeung, Kam-yiu Lam, Sheung-lun Hung",SIGMOD Record,1994,5800,Internet Research: Comments on Formulating the Problem,S Floyd??¦,"http:??¥ www. icir. org/fioyd/papers. html,",1998.0,0
50,Materialization: A Powerful and Ubiquitous Abstraction Pattern,"Alain Pirotte, Esteban Zim?nyi, Tatiana Yakusheva, David Massart",VLDB,1994,56856,"Outcomes, the size of the impacts, and program evaluation",S Ball,"New Directions for Program Evaluation,",1981.0,0
719,The Grid: An Application of the Semantic Web,"Carole A. Goble, David De Roure",SIGMOD Record,2002,47327,Semantic Grid: An Application of the Semantic Web,"CA Goble, D De Roure","ACM SIGMOD Record,",,1
2172,Databases and Workflow Management: What is it All About? (Panel),"Jim Gray, Betty Salzberg, Stefano Ceri, Andreas Reuter, Gerhard Weikum",VLDB,1995,1802,"Effects of the Eastern Marmara Earthquake on the Marine Structures and Coastal Areas, Report 3","Y Yuksel, Z Alkis, E Cevik, AC Yalciner ALCINER, B",2001,,0
101,Multiway spatial joins,"Dimitris Papadias, Nikos Mamoulis",ACM Trans. Database Syst.,2001,4334,"A model of conglomeratic beaches in tectonically active areas (Late Pleistocene-actual, Almeria,","CJ Dabrio, JL Goy, C Zazo","Proceedings 6th IAS European Congress. Inst. d???Estudis  &hellip;,",,0
201,Dimensionality Reduction for Similarity Searching in Dynamic Databases,"Ambuj K. Singh, Kothuri Venkata Ravi Kanth, Divyakant Agrawal",SIGMOD Conference,1998,54002,D kellem. How to personalize the Web,"R Barrett, P Maglio",Proc. ACM,,0
1074,Using Semantic Values to Falilitate Interoperability Among Heterogeneous Information Systems,"Edward Sciore, Michael Siegel, Arnon Rosenthal",ACM Trans. Database Syst.,1994,10387,"M., Rosenthal, A.(1991) Using Semantic Values to Facilitate Interoperability Among Heterogeneous",ES Sciore,ACM Transactions on Database,,1
1475,Optimizing the Secure Evaluation of Twig Queries,"Sihem Amer-Yahia, Divesh Srivastava, SungRan Cho, Laks V. S. Lakshmanan",VLDB,2002,58736,Auditory Temporal Coding in Dyslexia,"KI Mcanally, JF Stein","Proceedings: Biological Sciences,",1996.0,0
119,Loading the Data Warehouse Across Various Parallel Architectures,Vijay V. Raghavan,VLDB,1996,48428,Student ratings of instruction: issues for improving practice,"J Franklin, M Theall","New Directions for Teaching and Learning,",,0
1151,A performance study of four index structures for set-valued attributes of low cardinality,"Guido Moerkotte, Sven Helmer",VLDB J.,2003,115,Code compression,"J Ernst, W Evans, CW Fraser, TA Proebsting, S","Proceedings of the ACM SIGPLAN 1997 conference on  &hellip;,",1997.0,0
847,Is GUI Programming a Database Research Problem?,"Ravi Krishnamurthy, Charles Hoch, Nita Goyal, Michael Suckow, Brian Meckler",SIGMOD Conference,1996,59882,Is GUI Programming a Database Research Problem?,N Goyal,,,1
906,A Taxonomy of Correctness Criteria in Database Applications,"Krithi Ramamritham, Panos K. Chrysanthis",VLDB J.,1996,32809,A Taxonomy of Correctness Criteria in Database App: Iications,"RK Ramamritham, P Chrysanthis",VLDB,,1
877,Synthesis of Extended Transaction Models Using ACTA,"Panos K. Chrysanthis, Krithi Ramamritham",ACM Trans. Database Syst.,1994,60722,Spectral Line Broadening by Plasmas,HR Griem,,,0
233,Evaluation of Remote Backup Algorithms for Transaction-Processing Systems,"Christos A. Polyzois, Hector Garcia-Molina",ACM Trans. Database Syst.,1994,14884,A note on associative processors for data management,GG Langdon,"ACM Transactions on Database Systems,",1978.0,0
1224,Hippocratic Databases,"Yirong Xu, Jerry Kiernan, Rakesh Agrawal, Ramakrishnan Srikant",VLDB,2002,3277,"Overview of Neural-Type Electronics,&quot;","N El-Leithy, FW Newcomb","Proc. of the 28th Midwest Symposium on Circuits and Systems, &hellip;,",,0
2170,STHoles: A Multidimensional Workload-Aware Histogram,"Luis Gravano, Nicolas Bruno, Surajit Chaudhuri",SIGMOD Conference,2001,49559,A new approach to neurocontrol based on Fourier analysis and nonuniform multi-dimensional sampling,"A Dzielinski, R Zbikowski","APPLIED MATHEMATICS AND COMPUTER SCIENCE,",1996.0,0
2488,Lachesis: Robust Database Storage Management Based on Device-specific Performance Characteristics,"Anastassia Ailamaki, Jiri Schindler, Gregory R. Ganger",VLDB,2003,51859,Mining Association Rules in Hypertext Databases,"J Borges, M Levene","RN,",1999.0,0
1137,Mapping Extended Entity Relationship Model to Object Modeling Technique,Joseph Fong,SIGMOD Record,1995,54130,Microsoft ADO. NET step by step,R Riordan,,,0
762,Distributed Processing over Stand-alone Systems and Applications,"Claus Hagen, Hans-J?rg Schek, Gustavo Alonso, Markus Tresch",VLDB,1997,11793,Concluding remarks on learning in isolated neuronal structures,"EN Sokolov, AOD Willows","Brain and Behav, Proc. 28th Intern. Congr, Physiol. Sci.,  &hellip;,",,0
511,BIRN-M: A Semantic Mediator for Solving Real-World Neuroscience Problems,"Bertram Lud?scher, Maryann E. Martone, Amarnath Gupta",SIGMOD Conference,2003,14738,A ten-year study of test scores for college-bound students in the State of Washington,RJ Noeth,1979,,0
1169,XML-enabled workflow management for e-services across heterogeneous platforms,"Michael Gillmann, German Shegalov, Gerhard Weikum",VLDB J.,2001,18984,XML-enabled workflow management for e-services across heterogeneous platforms,"G Shegalov, M Gillmann, G Weikum","The VLDB Journal The International Journal on Very Large  &hellip;,",2001.0,1
2370,MIL Primitives for Querying a Fragmented World,"Martin L. Kersten, Peter A. Boncz",VLDB J.,1999,48479,Enhanced Hypertext Categorization Using Hyperlinks,"S Chakrabarti, B Dom","SIGMOD Conference,",1998.0,0
615,Moving up the food chain: Supporting E-Commerce Applications on Databases,Anant Jhingran,SIGMOD Record,2000,5464,Integration of geographic information systems and simulation model for watershed management,C He,"Environmental Modelling &amp; Software,",2003.0,0
1069,Adaptive algorithms for set containment joins,"Hector Garcia-Molina, Sergey Melnik",ACM Trans. Database Syst.,2003,15495,Toward Autonomic Computing with DB2 Universal Database,"S Lightstone, G Lohman, D Zilio","SIGMOD Record,",2002.0,0
236,"TPC-DS, taking decision support benchmarking to the next level","Bryan Smith, Meikel P?ss, Lubor Koll?r, Per-?ke Larson",SIGMOD Conference,2002,29091,"TPC-DS, taking decision support benchmarking to the next level","M Poess, B Smith, L Kollar, P Larson","SIGMOD Conference,",2002.0,1
1740,Multi-Table Joins Through Bitmapped Join Indices,"Goetz Graefe, Patrick E. O'Neil",SIGMOD Record,1995,6802,Multi-table joins through bitmapped join indices,"ON O'NGG95 Patrick, G Graefe","ACM SIGMOD Record,",,1
1499,Understanding the semantics of sensor data,Murali Mani,SIGMOD Record,2003,49055,Let-floating: moving bindings to give faster programs,"SP Jones, W Partain, A Santos","Proceedings of the first ACM SIGPLAN international  &hellip;,",1996.0,0
1701,Metadata for Integrating Speech Documents in a Text Retrieval System,"Martin Wechsler, Ulrike Glavitsch, Peter Sch?uble",SIGMOD Record,1994,26165,Popular Medicine in Hios,S Haviara-Karahalios,1993,,0
539,The Complexity of Transformation-Based Join Enumeration,"C?sar A. Galindo-Legaria, Martin L. Kersten, Arjan Pellenkoft",VLDB,1997,50447,Under Pressure and on Time,E Sullivan,2001,,0
401,Beyond Market Baskets: Generalizing Association Rules to Correlations,"Rajeev Motwani, Sergey Brin, Craig Silverstein",SIGMOD Conference,1997,48389,and Riley DP 1956,"BF Figgins, GO Jones","Phil. Mag,",,0
2081,Efficient Structural Joins on Indexed XML Documents,"Zografoula Vagena, Shu-Yao Chien, Vassilis J. Tsotras, Carlo Zaniolo, Donghui Zhang",VLDB,2002,8292,Efficient Structural Joins on Indexed XML Documents,"SY Chien, Z Vagena, D Zhang, VJ Tsotras, C Zaniolo","VLDB,",2002.0,1
1460,Archiving scientific data,"Sanjeev Khanna, Peter Buneman, Wang Chiew Tan, Keishi Tajima",SIGMOD Conference,2002,37376,Archiving Scientific Data,"P Buneman, S Khanna, K Tajima, WC Tan","ACM Transactions on Database Systems,",2004.0,1
1396,Constraints for Semi-structured Data and XML,"Wenfei Fan, Peter Buneman, Scott Weinstein, J?r?me Sim?on",SIGMOD Record,2001,43417,Creating Social Presence in Online Environments,SR Aragon,"New Directions for Adult and Continuing Education,",2003.0,0
627,"Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002",Alexander A. Anisimov,SIGMOD Record,2003,26200,Interpretation of macro-and micro-mixing measured by dualwavelength photometric tomography???,"M Rahimi, M Buchmann, R Mann, D Mewes","Proceedings,",,0
1858,Merging Ranks from Heterogeneous Internet Sources,"Hector Garcia-Molina, Luis Gravano",VLDB,1997,31714,"BMaintenance of spatial semijoin queries on moving points,^ in Proc","GS Iwerks, H Samet, K Smith","Intl. Conf. on Very Large Data Bases (VLDB), 828Y839,",,0
1071,Semantics for Update Rule Programs and Implementations in a Relational Database Management System,"Louiqa Raschid, Jorge Lobo",ACM Trans. Database Syst.,1996,21828,Global wires harmful,R Otten,"Proc. Int. Symp. Physical Design,",1998.0,0
1242,"Review of Spatial databases with application to GIS by Philippe Rigaux, Michel Scholl, and Agnes Voisard. Morgan Kaufmann 2002",Nancy Wiegand,SIGMOD Record,2003,42754,Peer Groups and Academic Achievement: Panel Evidence from Administrative Data,"JR Betts, A Zau","Unpublished manuscript,",2002.0,0
1775,On the Academic Interview Circuit: An End-to-End Discussion,Ugur ?etintemel,SIGMOD Record,2001,30972,&quot; Fracture Mirror in Alumina Ceramics,"HP KIRCHNER, RM GRUVER","Phil. Mag,",,0
1896,Multi-Dimensional Database Allocation for Parallel Data Warehouses,"Holger M?rtens, Erhard Rahm, Thomas St?hr",VLDB,2000,35212,On the Power of Viaglc,"C Beerl, R Ramakrlshnan","Proc of 0th ACM SIGMOD-SIG kCT symposmm on Prmclples of  &hellip;,",,0
1089,Locating Data Sources in Large Distributed Systems,"David J. DeWitt, Leonidas Galanis, Shawn R. Jeffery, Yuan Wang",VLDB,2003,57867,"Springer-Verlag, Berlin-New York, 1980. ix+ 142 pp",JPT Serre,,,0
2491,Making B+-Trees Cache Conscious in Main Memory,"Kenneth A. Ross, Jun Rao",SIGMOD Conference,2000,35732,Type-safe relaxing of schema consistency rules for flexible modelling in OODBMS,"E Amiel, MJ Bellosta, E Dujardin, E Simon","The VLDB Journal The International Journal on Very Large  &hellip;,",1996.0,0
2134,"Announcements from NSF, NASA, and Elsewhere",Xiaolei Qian,SIGMOD Record,1994,58263,An Exact Algorithm to Minimize Mixed-Radix Exclusive Sums of Products for Incompletely Specified,ieeexplore.ieee.org,,,0
1929,Context-Based Prefetch for Implementing Objects on Relations,"Philip A. Bernstein, David Shutt, Shankar Pal",VLDB,1999,47927,Logarithmic approximation of minimum weight k trees,"S Rajagopalan, V Vazirani","Unpublished manuscript,",,0
2512,A simple algorithm for finding frequent elements in streams and bags,"Scott Shenker, Christos H. Papadimitriou, Richard M. Karp",ACM Trans. Database Syst.,2003,56932,Mining association rules between sets of items in large datasets,"R Agrawal, T Imilienski, A Swami",Proc. ACM,,0
490,Using Probabilistic Information in Data Integration,"Alon Y. Levy, Daniela Florescu, Daphne Koller",VLDB,1997,53071,Online humanoid locomotion control by using 3d vision information,"K Nishiwaki, S Kagami, JJ Kuffner, K Okada, Y",,,0
1648,DataBlitz Storage Manager: Main Memory Database Performance for Critical Applications,"P. P. S. Narayan, S. Sudarshan, S. Gogate, J. Miller, Abraham Silberschatz, C. Gupta, Jerry Baulier, M. Wilder, Henry F. Korth, Peter McIlroy, S. Haldar, S. Seshadri, Philip Bohannon, C. Wei, A. Khivesera, S. Joshi, Rajeev Rastogi, M. Nemeth",SIGMOD Conference,1999,8822,Schnurri interacts with Mad in a Dpp-dependent manner,"Y Udagawa, J Hanai, K Tada, NC Grieder, M Momoeda,","Genes to Cells,",2000.0,0
1240,Maintaining Data Privacy in Association Rule Mining,"Shariq Rizvi, Jayant R. Haritsa",VLDB,2002,32858,Mass Spectrometry For Biotechnology.(1996),G Siuzdak,San,,0
289,Computing Iceberg Queries Efficiently,"Hector Garcia-Molina, Narayanan Shivakumar, Jeffrey D. Ullman, Rajeev Motwani, Min Fang",VLDB,1998,37978,Milk protein trial: informative dropout versus random drop-in,"D Curran, F Pignatti, G Molenberghs","Submitted for publication,",,0
2089,An Annotated Bibliography on Active Databases,"Johann Christoph Freytag, Ulrike Jaeger",SIGMOD Record,1995,44342,Physical therapies for reducing and controlling lymphoedema of the limbs.,"C Badger, N Preston, K Seers, P Mortimer","Cochrane Database Syst Rev,",2004.0,0
151,An ebXML infrastructure implementation through UDDI registries and RosettaNet PIPs,"Yildiray Kabak, Gokce Laleci, Sait Pektas, Serkan Toprak, Yusuf Tambag, Gokhan Kurt, Asuman Dogac, Pinar Pembecioglu",SIGMOD Conference,2002,50124,An analysis of BGP convergent properties,"T Griffin, G Wilfong","Proc. of ACM SIGCOMM???99,",,0
388,Effective Memory Use in a Media Server,"Edward Y. Chang, Hector Garcia-Molina",VLDB,1997,638,Effective memory use in a media server (extended version). Stan-ford Technical Report SIDL-IVP-,"E Chang, H Garcia-Molina",1996,,1
1026,Closing the key loophole in MLS databases,"Nenad Jukic, Svetlozar Nestorov, Susan V. Vrbsky",SIGMOD Record,2003,19576,Theorizing Change: The Role of Professional Associations in the Transformation of Institutionalized,"R Greenwood, R Suddaby, CR Hinings","ACADEMY OF MANAGEMENT JOURNAL,",2002.0,0
75,Explaining Differences in Multidimensional Aggregates,Sunita Sarawagi,VLDB,1999,27517,Explaining differences in multidimensional aggregates - group of 11 &raquo;,S Sarawagi,"Geography,",,1
2077,QUIET: Continuous Query-driven Index Tuning,"Eike Schallehn, Ingolf Geist, Kai-Uwe Sattler",VLDB,2003,31829,An Introduction to Fibonacci: a Programming Language for Object Databases,"A Albano, G Ghelli, R Orsini",,,0
2411,Parallel Mining Algorithms for Generalized Association Rules with Classification Hierarchy,"Masaru Kitsuregawa, Takahiko Shintani",SIGMOD Conference,1998,29916,Fitting Statistical Distributions: The Generalized Lambda Distribution and Generalized Bootstrap,"ZA Karian, EJ Dudewicz",2000,,0
355,Practical Predicate Placement,Joseph M. Hellerstein,SIGMOD Conference,1994,4752,Good Teaching: One Size Fits All?,DD Pratt,"New Directions for Adult and Continuing Education,",2002.0,0
2156,Managing uncertainty in sensor database,"Sunil Prabhakar, Reynold Cheng",SIGMOD Record,2003,49356,Color gamut mapping techniques for color hard copy images,"T Hoshino, RS Berns","Proc. SPIE,",1993.0,0
1548,Efficient Processing of Expressive Node-Selecting Queries on XML Data in Secondary Storage: A Tree Automata-based Approach,Christoph Koch,VLDB,2003,29020,Taking the Distance out of Education,MM Watts,"NEW DIRECTIONS FOR TEACHING AND LEARNING,",2003.0,0
2456,A Product Specification Database for Visual Prototyping,"Kouichi Yasutake, Kazutoshi Sumiya, Yoshihiko Imai, Hirohiko Tanaka, Norio Sanada",VLDB,1995,45479,Universal synchronization scheme for distributed audio-video capture on heterogeneous computing,"R Lienhart, I Kozintsev, S Wehr","Proceedings of the eleventh ACM international conference on  &hellip;,",2003.0,0
435,Index Concurrency Control in Firm Real-Time Database Systems,"Brajesh Goyal, S. Seshadri, V. Srinivasan, Jayant R. Haritsa",VLDB,1995,14354,An Industrial Application of a Reuse Technique to a Web Portal Product Line,"U Pettersson, S Jarzabek",submitted for,,0
1629,An Access Control Model Supporting Periodicity Constraints and Temporal Reasoning,"Elena Ferrari, Pierangela Samarati, Claudio Bettini, Elisa Bertino",ACM Trans. Database Syst.,1998,19835,Efficient Transient Simulation ofLossyInterconnect,"JS Roychowdhury, DO Pederson","Proc. 28th ACMIEEE Design Automation Conf., June,",,0
988,About Quark Digital Media System,Kamar Aulakh,SIGMOD Conference,1998,50878,Using bottom-up design techniques in the synthesis of digital hardware from abstract behavioral,MC McFarland,"Proceedings of the 23rd ACM/IEEE conference on Design  &hellip;,",1986.0,0
1637,Fast Algorithms for Projected Clustering,"Joel L. Wolf, Cecilia Magdalena Procopiuc, Jong Soo Park, Charu C. Aggarwal, Philip S. Yu",SIGMOD Conference,1999,24631,Next generation database systems won???t work without semantics! Panel session,J Myopoulos,"SIGMOD Record,",,0
2181,An environmental sensor network to determine drinking water quality and security,"Jeanne VanBriesen, Paul S. Fischbeck, Christos Faloutsos, Anastassia Ailamaki, Mitchell J. Small",SIGMOD Record,2003,2812,Bionomics of the diamondback moth in the northwestern Himalaya,"OP Bhalla, JK Dubey","See. Ref,",,0
991,Building Hierarchical Classifiers Using Class Proximity,"Shiang Chen Liew, Senqiang Zhou, Ke Wang",VLDB,1999,52424,Leveraging E-commerce in purchasing transactions,M Schultz,Electronic,,0
1098,Proximity Search in Databases,"Narayanan Shivakumar, Hector Garcia-Molina, Roy Goldman, Suresh Venkatasubramanian",VLDB,1998,9882,Analysis of Nonlinear Resonance in Rotated Y-cut Quartz Thickness-Shear Resonators,HF Tiersten,"Proc. 29th Annual Freg. Control Symposium,",,0
1769,Oracle RAC: Architecture and Performance,Angelo Pruscino,SIGMOD Conference,2003,34649,Properties and volumetric determination of aluminum ion,H Kubota,1956,,0
1817,A Quantitative Analysis and Performance Study for Similarity-Search Methods in High-Dimensional Spaces,"Stephen Blott, Roger Weber, Hans-J?rg Schek",VLDB,1998,59824,Knowledge Sharing Agents Over the World Wide Web,"NJ Davies, RS Stewart, R Weeks","BT Technology Journal,",1998.0,0
1078,Efficient User-Adaptable Similarity Search in Large Multimedia Databases,"Thomas Seidl, Hans-Peter Kriegel",VLDB,1997,53704,Magnetic polaritons and impurity effects in uniaxial antiferromagnets,RW Sanders,"Ph. D. Thesis California Univ., Santa Barbara.,",1978.0,0
1125,"Shutdown, Budget, and Funding",Xiaolei Qian,SIGMOD Record,1996,25284,. NET vs. J2EE,G Miller,"COMMUNICATIONS-ACM,",2003.0,0
175,VideoAnywhere: A System for Searching and Managing Distributed Video Assets,"Amit P. Sheth, Kshitij Shah, Clemens Bertram",SIGMOD Record,1999,12230,The cohesive force between solid surfaces and the surface energy of solids,RS Bradley,"Phil. Mag,",,0
1315,NoDoSE - A Tool for Semi-Automatically Extracting Semi-Structured Data from Text Documents,Brad Adelberg,SIGMOD Conference,1998,17369,NoDoSE: A Tool for Semi-Automatically Extracting Structured and Semi-Structured Data from Text,B Adelberg,"SIGMOD RECORD,",1998.0,1
2344,Estimating Page Fetches for Index Scans with Finite LRU Buffers,"K. Bernhard Schiefer, Arun N. Swami",VLDB J.,1995,38610,Estimating page fetches for index scans with finite LRU buffers,"A Swami, KB Schiefer","The VLDB Journal The International Journal on Very Large  &hellip;,",1995.0,1
1431,Editor's Notes,Arie Segev,SIGMOD Record,1994,10619,A Randomized Controlled Trial of Buffered Lidocaine for Local Anesthetic Infiltration in Children,"DM Fatovich, IG Jacobs","JOURNAL OF EMERGENCY MEDICINE,",1999.0,0
1716,Materialized View Maintenance and Integrity Constraint Checking: Trading Space for Time,"Divesh Srivastava, S. Sudarshan, Kenneth A. Ross",SIGMOD Conference,1996,57022,Materialized View Maintenance and Integrity Constraint Checking: Trading Space for Time,KA Ross,"SIGMOD Conference,",1996.0,1
1889,Publish/Subscribe on the Web at Extreme Speed,"Dennis Shasha, Radu Preotiuc-Pietro, Jo?o Pereira, Kenneth A. Ross, Fran?ois Llirbat, Fran?oise Fabret",VLDB,2000,52417,Monitoring patients who receive conscious sedation in the emergency department,JA Snyder,"JOURNAL OF EMERGENCY NURSING,",1993.0,0
847,Is GUI Programming a Database Research Problem?,"Ravi Krishnamurthy, Charles Hoch, Nita Goyal, Michael Suckow, Brian Meckler",SIGMOD Conference,1996,49880,"Deconstructing a Disease: RAR   , Its Fusion Partners, and Their Roles in the Pathogenesis of Acute","A Melnick, JD Licht","BLOOD-NEW YORK-,",1999.0,0
2250,Streaming Queries over Streaming Data,"Michael J. Franklin, Sirish Chandrasekaran",VLDB,2002,46502,Substring selectivity estimation,"HV Jagadish, D Srivastava","PROC ACM SIGACT SIGMOD SIGART SYMP PRINC DATABASE SYST,",1999.0,0
2497,A Foundation for Multi-dimensional Databases,"Laks V. S. Lakshmanan, Marc Gyssens",VLDB,1997,12898,A fondationfor multidimensional databases,"M Gyssens, L Lakshmanan",Proceedings of the 23rd VLDB,,1
1326,The COntext INterchange Mediator Prototype,"Kofi Fynn, Henry B. Kon, Cheng Hian Goh, Thomas Lee, St?phane Bressan, Stuart E. Madnick, Michael Siegel, Annie W. Shum, Marta Jessica Jakobisiak, Tito Pena, Jessica Qu, Karim Hussein",SIGMOD Conference,1997,38359,Aggressive Squamous Cell Carcinomas in Organ Transplant Recipients,"S Euvrard, J Kanitakis, C Pouteil-Noble, F Disant","TRANSPLANTATION PROCEEDINGS,",1995.0,0
1255,POESIA: An ontological workflow approach for composing Web services in agriculture,"Ling Liu, Eduardo Delgado Assad, Calton Pu, Renato Fileto, Claudia Bauzer Medeiros",VLDB J.,2003,488,POESIA: An ontological workflow approach for composing Web services in agriculture,"R Fileto, L Liu, C Pu, ED Assad, CB Medeiros","The VLDB Journal The International Journal on Very Large  &hellip;,",2003.0,1
