tableA_id,tableA_https://www.scads.de/movieBenchmark/ontology/title,tableA_https://www.scads.de/movieBenchmark/ontology/name,tableA_http://dbpedia.org/ontology/episodeNumber,tableA_http://dbpedia.org/ontology/seasonNumber,tableA_http://dbpedia.org/ontology/deathYear,tableA_http://dbpedia.org/ontology/birthYear,tableA_https://www.scads.de/movieBenchmark/ontology/endYear,tableA_https://www.scads.de/movieBenchmark/ontology/startYear,tableA_https://www.scads.de/movieBenchmark/ontology/genre_list,tableA_https://www.scads.de/movieBenchmark/ontology/primaryProfessions,tableA_https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,tableB_id,tableB_https://www.scads.de/movieBenchmark/ontology/title,tableB_https://www.scads.de/movieBenchmark/ontology/name,tableB_http://dbpedia.org/ontology/abstract,tableB_http://dbpedia.org/ontology/episodeNumber,tableB_http://dbpedia.org/ontology/seasonNumber,tableB_http://dbpedia.org/ontology/numberOfSeasons,tableB_http://dbpedia.org/ontology/numberOfEpisodes,tableB_http://dbpedia.org/ontology/birthDate,tableB_http://dbpedia.org/ontology/releaseDate,tableB_https://www.scads.de/movieBenchmark/ontology/last_air_date,tableB_https://www.scads.de/movieBenchmark/ontology/release_year,tableB_http://dbpedia.org/ontology/runtime,tableB_https://www.scads.de/movieBenchmark/ontology/genre_list,tableB_https://www.scads.de/movieBenchmark/ontology/origin_country,label
2033,,Beverly Lunsford,,,2019-01-01,1945-01-01,,,,actress,,1490,,Amanda Knight,,,,,,,,,,,,,0
4175,,Lemora Mattingly Weber,,,,,,,,writer,,2342,,Heinz Petters,,,,,,,,,,,,,0
1117,,Kevin Zegers,,,,1984-01-01,,,,"actor,soundtrack,producer",,4842,A Pattern of Deceit,,,14.0,3.0,,,,1955-12-04,,1955-01-01,,,,0
3345,Never Wait for Seconds!,,8.0,9.0,,,,2017-01-01,Comedy,,35.0,5591,Never Wait for Seconds!,,"Bridget asks Larry for a favor on behalf of her son. Larry earns unexpected gratitude in a buffet line, and realizes that tips are better than favors.",8.0,9.0,,,,2017-11-19,,2017-01-01,,,,1
1070,,Paul Playdon,,,,1943-01-01,,,,"writer,producer,miscellaneous",,3531,E-I-- EIGHTEEN,,J.J. struggles with not being treated like an adult on his 18th birthday; he learns a valuable lesson from Kenneth; an exchange student moves in with Taylor; Dylan is recruited to be on the school's wrestling team.,14.0,2.0,,,,2018-02-28,,2018-01-01,,,,0
1364,,Charles R. Rondeau,,,1996-01-01,1917-01-01,,,,"director,producer",,3107,,Mitsuo Degawa,,,,,,,,,,,,,0
3507,,Roy Damron,,,2020-01-01,1921-01-01,,,,actor,,125,,Larry Williams,,,,,,,,,,,,,0
4250,,Alec Berg,,,,,,,,"producer,writer,miscellaneous",,1079,Chapter 14,,The Underwoods tackle two threats that could bring their plans to ruin. Francis grooms his replacement as Whip. Claire goes on the offensive.,1.0,2.0,,,,2014-02-14,,2014-01-01,,,,0
1863,,Geoffrey Toone,,,2005-01-01,1910-01-01,,,,actor,,4127,,Stephen Dorff,,,,,,,,,,,,,0
574,The Enchanted Schoolteacher,,31.0,1.0,,,,1954-01-01,Drama,,30.0,1592,The Enchanted Schoolteacher,,,31.0,1.0,,,,1954-04-25,,1954-01-01,,,,1
4101,,William A. Graham,,,2013-01-01,1926-01-01,,,,"director,producer,writer",,1117,The Night Caller: Eric Edgar Cooke,,In 1959 the carefree culture of Perth changed forever when a plague of crime hit the city. By early 1963 the crime wave had escalated to serial murder. A couple were shot at as they sat in their car. In separate incidents two men were shot and killed at point blank range as they slept. Another was shot between the eyes as he opened his front door. A young woman was strangled to death and raped. An 18-year-old babysitter was executed as she studied and listened to music in front of the fire. All this was the work of one man: Eric Edgar Cooke.,3.0,2.0,,,,2008-04-27,,2008-01-01,,,,0
3052,,Pat Coleman,,,1982-01-01,1926-01-01,,,,actor,,2633,,Anita Koh,,,,,,,,,,,,,0
1168,,Meyer Dolinsky,,,1984-01-01,1923-01-01,,,,writer,,4850,,Tsukasa Sakurai,,,,,,,,,,,,,0
2999,,Roger Miller,,,1992-01-01,1936-01-01,,,,"soundtrack,actor,music_department",,5287,,Megumi Hayashibara,,,,,,,,,,,,,0
1544,The New York Story,,23.0,1.0,,,,1954-01-01,Drama,,30.0,641,Episode 5,,"When Rachel bumps into an ex-juror, she is shocked to discover that the woman had an affair with Nick in the middle of a trial - and a desperately worried Nick does everything in his power to persuade Rachel to keep the knowledge to herself. After a current investigation throws up similarities to Veronica's murder, Janet tells Geoff Hastings that they could be one step closer to bringing his sister's killer to justice. But when Rachel stumbles across some new facts in the case, she realises that Janet is in terrible danger. Can she get the information to Janet in time?",5.0,1.0,,,,2011-06-26,,2011-01-01,,,,0
2786,,Diane Keaton,,,,1946-01-01,,,,"actress,producer,soundtrack",,4810,,Jean Midre,,,,,,,,,,,,,0
2951,Cvrcek a slepice,,4.0,1.0,,,,1978-01-01,"Animation,Family",,5.0,5082,,Nicholas van Hoogstraten,,,,,,,,,,,,,0
3648,Incident in Suva,,12.0,2.0,,,,1960-01-01,Adventure,,48.0,2157,,Lee Ha-na,,,,,,,,,,,,,0
4111,,Keeley Hawes,,,,1976-01-01,,,,"actress,soundtrack,producer",,471,,Keeley Hawes,,,,,,,,,,,,,1
894,,Takhir Sabirov,,,2002-01-01,1929-01-01,,,,"actor,director,writer",,3151,,Ken Curtis,,,,,,,,,,,,,0
1640,The Forbidden Sea,,25.0,1.0,,,,1960-01-01,Adventure,,60.0,5502,,Robert Blythe,,,,,,,,,,,,,0
1733,,Don Cicoletti,,,,,,,,,,2763,,Thomas Whit Thorne,,,,,,,,,,,,,0
3562,,Joe Berlinger,,,,1961-01-01,,,,"producer,director,camera_department",,2127,,Joe Berlinger,,,,,,,,,,,,,1
2831,,Elizabeth Marvel,,,,1969-01-01,,,,"actress,director,writer",,4499,Episode 2,,,2.0,1.0,,,,2018-02-26,,2018-01-01,,,,0
696,,Marie Philips,,,,,,,,actress,,4955,,Martin Campbell,,,,,,,,,,,,,0
2071,,Lucien N. Andriot,,,1979-01-01,1892-01-01,,,,"cinematographer,camera_department",,2436,The Challenge,,,20.0,3.0,,,,1956-01-15,,1956-01-01,,,,0
4309,,Andr? S. Labarthe,,,2018-01-01,1931-01-01,,,,"director,writer,producer",,5951,Et fuuuucked up sketchshow,,,1.0,1.0,,,,2014-12-24,,2014-01-01,,,,0
2284,,Taylor Kitsch,,,,1981-01-01,,,,"actor,director,writer",,4483,,Taylor Kitsch,,,,,,,,,,,,,1
1565,,Bruce Pittman,,,,1950-01-01,,,,"director,producer,writer",,331,The Lamp,,,4.0,2.0,,,,1954-09-19,,1954-01-01,,,,0
631,Scene of the Crime,,18.0,4.0,,,,1996-01-01,"Crime,Drama,Mystery",,,5125,,Jeffrey A. Cunningham,,,,,,,,,,,,,0
4968,Captain Huckabee's Beard,,7.0,1.0,,,,1962-01-01,Adventure,,,3461,,Thiago Fragoso,,,,,,,,,,,,,0
4407,,Joseph Hardy,,,,1929-01-01,,,,"producer,director,writer",,3710,,Anne Shirley,,,,,,,,,,,,,0
859,The Ida Funkhouser Roadside Memorial,,3.0,6.0,,,,2007-01-01,Comedy,,30.0,4116,The Ida Funkhouser Roadside Memorial,,'Marty Funkhouser is outraged when flowers from his mother's memorial are stolen; Larry complains about ''sample abusers'' in stores; Jeff and Susie find knowing Larry to be a liability when trying to get Sammy into an exclusive private school.,3.0,6.0,,,,2007-09-23,,2007-01-01,,,,1
3649,Wu's on First?,,15.0,5.0,,,,1997-01-01,"Crime,Drama,Mystery",,,4814,,Yoshie Minami,,,,,,,,,,,,,0
1325,,Astrid Frank,,,,1944-01-01,,,,"actress,director,writer",,1425,How to Kidnap Someone Who Knows He'll Be Kidnapped!,,"Director Na Young Seok and the whole staff plan to kidnap WINNER despite the group already knowing the program. Step by step the staffs ask help from managers and even try some tricks, but the members are way too cautious of every detail. Later creating a fake commercial shooting set staffs hope WINNER will fall for this one, this time.",1.0,5.0,,,,2017-11-07,,2017-01-01,,,,0
2957,,Roger Dunn,,,,,,,,actor,,5497,,Rick Gilbert,,,,,,,,,,,,,0
3904,The Closing Circle,,5.0,3.0,,,,1961-01-01,Adventure,,60.0,316,The Closing Circle,,"Vincent Michelet finds that his mother, who he believed dead, is alive in a Swiss Hospital. And his mother tells him that another member of the family is also still alive, his Aunt Vivian, who has a price on her head for collaborating with the Nazis.",5.0,3.0,,,,1961-10-29,,1961-01-01,,,,1
3100,,Nelson Leigh,,,1985-01-01,1905-01-01,,,,actor,,2419,,Todor Stoyanov,,,,,,,,,,,,,0
4713,,Sara von Schwarze,,,,1968-01-01,,,,actress,,4228,,Michael J. Leone,,,,,,,,,,,,,0
1763,,J?lio Ara?jo,,,,,,,,actor,,820,,Roger Wright,,,,,,,,,,,,,0
4186,Thanks to You,,24.0,5.0,,,,1958-01-01,Drama,,30.0,1194,,Antonio Hortelano ,,,,,,,,,,,,,0
3912,,Clare Holman,,,,1964-01-01,,,,"actress,director,writer",,4676,Letter to Loretta: Turn of the Card,,,5.0,1.0,,,,1953-10-18,,1953-01-01,,,,0
3257,,Jeff Richards,,,1989-01-01,1924-01-01,,,,"actor,soundtrack",,1216,Beautiful People,,"'Beautiful People is a British comedy drama television series based on the memoirs of Barneys creative director Simon Doonan. The series takes place in Reading, Berkshire, in 1997, where thirteen-year-old Simon Doonan and his best friend Kylie dream of escaping their dreary suburban surroundings and moving to cosmopolitan London ''to live amongst the beautiful people.'' The first episode aired on BBC Two on 2 October 2008 and recorded overnight ratings of 1.5 million viewers and positive critical reaction. Episodes are self-contained, but do follow a loose story arc throughout the course of each series. The second and final series finished airing on 18 December 2009.",,,2.0,12.0,,2008-10-02,2009-12-18,2008-01-01,30, Comedy,GB,0
5074,,Francisco Guglielmino,,,,,,,,"production_designer,set_decorator,art_department",,968,,Francisco Guglielmino,,,,,,,,,,,,,1
4549,The Test,,19.0,2.0,,,,1962-01-01,"Adventure,Drama,Family",,30.0,2926,The Same Coin,,"'Gharty has a Vietnam flashback. Sheppard is placed back into rotation. Lewis asks Falsone to switch cases, as Lewis is still unsure about Sheppard's ability to be back on the street in the part of town where their call lies. Munch and MGee work a case where the victim was hit and run. One of the victim's possessions is a knife that has some meaning for Gharty, who later is able to recognize the tattoo found on the victim. Sheppard confronts Lewis about the case switch. She and Stivers talk more... after Stivers, working with Falsone, sees him ''''go off'''' on a potential witness... Munch and MGee find their hit and run vehicle, a rental SUV, whose renter claims to know nothing of the incident and says he had filed a stolen-vehicle report. Munch pulls the victim's DOD file and---for good measure---Gharty's! Munch, begins to spread doubts with the other detectives about Gharty's Vietnam experience, because the file tells him that Gharty had a less than honorable discharge. A kid, who had stol",12.0,7.0,,,,1999-01-29,,1999-01-01,,,,0
3650,,Raymond Greenleaf,,,1963-01-01,1892-01-01,,,,actor,,4417,,URA,,,,,,,,,,,,,0
773,Black and Blue,,3.0,2.0,,,,1994-01-01,"Crime,Drama,Mystery",,,5775,Black and Blue,,"Things begin to heat up between Pembleton and Gee over the alleged police brutality case and one of the suspects is an ex-lover of Kay's. Bolander meets a waitress who encourages him to resume his cello playing. Munch's girlfriend is less than enthusiastic when he surprises her with a new fish for her tank. Frank, in the box, gets the confession that Gee is looking for. Unfortunately, the suspect is anything but guilty of that crime.",3.0,2.0,,,,1994-01-20,,1994-01-01,,,,1
2452,,Afshin Azizi,,,,,,,,"composer,music_department",,593,,Afshin Azizi,,,,,,,,,,,,,1
4268,Sludge Cleaner,,6.0,1.0,,,,2005-01-01,Reality-TV,,43.0,5571,Sludge Cleaner,,Mike Rowe gets dirty as he works with surfboard shaper Matt Barker. Mike masters the art of shaping a surfboard from Styrofoam. And Mike goes underground into a greasy pit of sludge as he joins an environmental company that recycles the gunky grime.,6.0,1.0,,,,2005-08-30,,2005-01-01,,,,1
1216,Stakeout,,15.0,4.0,,,,1996-01-01,"Crime,Drama,Mystery",,,1686,,Shiro Sagisu,,,,,,,,,,,,,0
1302,,Stephen Bekassy,,,1995-01-01,1907-01-01,,,,actor,,2672,Episode 30,,,30.0,1.0,,,,2003-02-26,,2003-01-01,,,,0
4443,,Gary Nelson,,,,1934-01-01,,,,"director,assistant_director,producer",,5093,,Gary Nelson,,,,,,,,,,,,,1
2032,,Linda Lawson,,,,1936-01-01,,,,"actress,soundtrack",,718,,Na Young-seok,,,,,,,,,,,,,0
1847,Penguin Keeper,,24.0,2.0,,,,2006-01-01,Reality-TV,,44.0,4906,,Valentina Ananina,,,,,,,,,,,,,0
3825,,Edward Asner,,,,1929-01-01,,,,"actor,soundtrack,producer",,2812,Suruga Monkey (1),,"On his way to Hitagi's house, Koyomi bumps in to Suruga Kanbaru, the school's basketball star and an old friend of Hitagi, of whom he can't get rid of. Later that day, Koyomi is attacked by a mysterious being.",6.0,1.0,,,,2009-08-09,,2009-01-01,,,,0
2484,,Gary Fleder,,,,1965-01-01,,,,"producer,director,miscellaneous",,678,O-S-- OSCAR P-A-- PARTY,,"When the Dimeos throw their annual Oscar party with other special-needs families, Maya feels threatened by new mom Becca, who seems a little too perfect. Meanwhile, Jimmy encourages the fathers at the party to let loose while Ray tries to impress a girl by pretending to be someone he is not.",16.0,1.0,,,,2017-02-22,,2017-01-01,,,,0
1629,,Albena Katerinska,,,,,,,,"editor,editorial_department,sound_department",,3207,,Jean-Fran?ois Poron,,,,,,,,,,,,,0
4568,,Chung Chow,,,,1932-01-01,,,,"actor,miscellaneous,production_manager",,4994,,Paul Pavel,,,,,,,,,,,,,0
723,,Ray Chaaya,,,,1982-01-01,,,,actor,,3985,,Hasan Mammadov,,,,,,,,,,,,,0
1568,,Robert Espinosa,,,,,,,,,,1666,,Dante Di Pinto,,,,,,,,,,,,,0
3232,,Scott Kawczynski,,,,,,,,"art_department,visual_effects,production_designer",,5234,Sneaky Tiki Taboo,,,9.0,1.0,,,,,,,,,,0
3962,,Vicki Lee,,,,,,,,actress,,1716,,Carlos Machado Filho,,,,,,,,,,,,,0
1066,,Jack Hedley,,,,1930-01-01,,,,actor,,2717,The Chase,,"Ace and Cosmo are on their way back from a show in Lazaro City when the Magic Express crashes in the desert. Cosmo leaves Ace a note about the crash being his fault and goes for help. He finds another person in the desert followed by a pack of wild hyenas which end up attacking Cosmo. Ace and Zina save when they meet a hunter named Count Hebon. He invites everyone to his place for a cold drink. But the whole place is a trap for Ace and his friends. Hebon wants revenge for losing a person who apparently escaped from him and that person is found by the police and taken to the police headquarters where Vega is about to receive his long-overdue promotion. When he learns about the train crash, he realizes his friends may be in serious danger so he takes off to find them to the displeasure of Friedrichs who won't let anyone leave until Vega returns. At Hebon's estate, Ace and Cosmo fight for their lives through the deadly traps but then they reunite and agreed they'll get out of there alive",19.0,1.0,,,,1999-06-26,,1999-01-01,,,,0
1809,,Suzanne Pleshette,,,2008-01-01,1937-01-01,,,,"actress,soundtrack",,619,,Pravasandhra Chitra,,,,,,,,,,,,,0
1677,,Cyril Hume,,,1966-01-01,1900-01-01,,,,"writer,miscellaneous",,1045,,Lucinda Syson,,,,,,,,,,,,,0
1821,,Julian Glover,,,,1935-01-01,,,,actor,,4285,Queen of DeNile,,"When the washed up Disco Diva Champagne Du Jour gets played up to be the decendant of Cleopatra, the agents get called in to bust the scheme wide open. With the help of a mysterious character, but no sexy women, the Agents manage to save the day with some true Disco style (and without thinking).",4.0,1.0,,,,2000-07-20,,2000-01-01,,,,0
2363,,Ray Ferrell,,,2006-01-01,1949-01-01,,,,actor,,4502,,George Lane Cooper,,,,,,,,,,,,,0
1086,Blizzard,,6.0,5.0,,,,1957-01-01,Drama,,30.0,1328,,Joe Hobbs,,,,,,,,,,,,,0
3703,,John Thomas,,,,,,,,"writer,producer,miscellaneous",,3131,,BS SKY PerfecTV!,,,,,,,,,,,,JP,0
4078,,Louis Ferreira,,,,1966-01-01,,,,"actor,producer,miscellaneous",,4731,Al Pitcher g?star,,,5.0,2.0,,,,2018-04-06,,2018-01-01,,,,0
1817,,Lindsey Hermer-Bell,,,,,,,,"production_designer,art_department,art_director",,907,Wu Xin: The Monster Killer,,"Wu Xin is an immortal who doesn't know where he was from, how long he lived, or what he is. He wanders the earth with no purpose in life and no money. During one of his destitute spells, he meets Yue Ya who gives him her last morsel of food. To repay her kindness and get more food in their stomach, he decides to capitalize his only skill set: Killing monsters. They begin a wondrous and often dangerous adventure of fighting supernatural evil, one paying customer at a time.",,,2.0,47.0,,2015-07-06,2017-08-14,2015-01-01,45,Mystery,CN,0
602,Chapter 70,,5.0,6.0,,,,2018-01-01,Drama,,59.0,3494,Chapter 70,,Claire allows her enemies to think she's incapacitated as they plot to remove her from office. Doug's investigation leads him to uncover a secret.,5.0,6.0,,,,2018-11-02,,2018-01-01,,,,1
3225,,Kathleen Lloyd,,,,1948-01-01,,,,actress,,1858,,David Perry,,,,,,,,,,,,,0
3535,,Jessie Royce Landis,,,1972-01-01,1896-01-01,,,,actress,,5312,,Tony Morphett,,,,,,,,,,,,,0
4467,,Josef Fr?hlich,,,,1933-01-01,,,,actor,,2445,,Susan Murdoch,,,,,,,,,,,,,0
2406,,Larry Weber,,,2003-01-01,1918-01-01,,,,actor,,5519,Sacrifice,,Richard and Kahlan rescue pregnant Dennee (Kahlan's sister) from the D'Haran prison,10.0,1.0,,,,2009-01-24,,2009-01-01,,,,0
4634,,Marlene Marcos,,,,,,,,actress,,4410,Chapter 21,,The war with Tusk intensifies. Claire influences Tricia Walker politically and domestically. Francis has a show-down with Linda Vasquez.,8.0,2.0,,,,2014-02-14,,2014-01-01,,,,0
3841,Die f?nfte Kolonne,,,,,,1968-01-01,1963-01-01,Drama,,60.0,5594,,Rudyard Kipling,,,,,,,,,,,,,0
2725,,Bas?lio,,,,,,,,,,3625,Eternity,,"Richard and Kahlan discover that the Stone of Tears is hidden in an enchanted land they are unable to leave. Meanwhile, a surprise reunion turns into a deadly confrontation for Cara and Zed.",20.0,2.0,,,,2010-05-08,,2010-01-01,,,,0
413,,Eugene Iglesias,,,,1926-01-01,,,,"actor,soundtrack",,2414,Strangers in Town,,,23.0,1.0,,,,1958-05-04,,1958-01-01,,,,0
1188,,Milla Jovovich,,,,1975-01-01,,,,"actress,soundtrack,producer",,1436,,Syndication,,,,,,,,,,,,,0
102,,Cloris Leachman,,,2021-01-01,1926-01-01,,,,"actress,soundtrack",,4702,At the Edge of the Desert,,,2.0,8.0,,,,1960-09-25,,1960-01-01,,,,0
3572,,Yevgeniya Abdirkina,,,,,,,,"editor,assistant_director",,3475,,Yevgeniya Abdirkina,,,,,,,,,,,,,1
1526,,Kurt Vanzo,,,,,,,,"sound_department,composer,producer",,2563,,Kazuyoshi Okuyama,,,,,,,,,,,,,0
2276,,Vera Barbosa,,,,,,,,"actress,assistant_director",,745,Episode 6,,,6.0,1.0,,,,2019-05-11,,2019-01-01,,,,0
1875,,Robin Kingsland,,,,,,,,"writer,script_department,miscellaneous",,2760,,Richard Ashton,,,,,,,,,,,,,0
30,Point of Entry,,21.0,1.0,,,,1963-01-01,"Drama,Sport,Western",,60.0,5152,,DeLee Lively,,,,,,,,,,,,,0
2574,Tightwad Millionaire,,24.0,3.0,,,,1956-01-01,Drama,,30.0,821,Piggy Dreamer,,"When Jimmy Jones falls asleep doing some cloud-gazing, Monty wonders what animals dream about.",29.0,1.0,,,,2016-09-15,,2016-01-01,,,,0
387,,Molly Parker,,,,1972-01-01,,,,"actress,soundtrack,producer",,470,,George Bloomfield,,,,,,,,,,,,,0
4317,,Harper Barnes,,,,,,,,"actor,writer",,1460,,Kristen Fick,,,,,,,,,,,,,0
35,,Abdulkhair Kasymov,,,2001-01-01,1907-01-01,,,,actor,,5426,Chapter 40,,Claire's absence causes problems for Frank on the campaign trail amid rumors of a marital rift. Claire tries to strike out on her own.,1.0,4.0,,,,2016-03-04,,2016-01-01,,,,0
1421,,Jussara Barros,,,,,,,,,,1975,Nelson Algren Live,,"A performance of some of Nelson Algren's greatest and least known works, performed live at the Steppenwolf theatre in Algren's hometown, Chicago.",,,,,,2016-06-04,,2016-01-01,77,Drama,,0
448,,Andrew Brooke,,,,,,,,"actor,producer,writer",,1454,,Tom Gries,,,,,,,,,,,,,0
4064,,Henry Bromell,,,2013-01-01,1947-01-01,,,,"producer,writer,miscellaneous",,3108,The Fall,,,4.0,2.0,,,,1961-10-09,,1961-01-01,,,,0
2787,Isabelita,,,,,,,1940-01-01,Comedy,,79.0,5334,Isabelita,,"In order to seduce a humble man, a rich girl pretends to be a maid.",,,,,,1940-07-31,,1940-01-01,79,Comedy,,1
4820,,James B. Douglas,,,2009-01-01,1929-01-01,,,,actor,,2885,,Abdulhair Kasymov,,,,,,,,,,,,,0
4124,A Model Citizen,,4.0,3.0,,,,1994-01-01,"Crime,Drama,Mystery",,,5774,,Joachim von Ribbentrop,,,,,,,,,,,,,0
384,,Angel Chiang,,,,1989-01-01,,,,actress,,4035,"Series 3, Episode 3",,,3.0,3.0,,,,1992-03-05,,1992-01-01,,,,0
2392,,Katherine Theodore,,,1980-01-01,1922-01-01,,,,actress,,4092,,Travis Estes,,,,,,,,,,,,,0
199,,Jay Simms,,,,,,,,writer,,4983,,Gerard Logan,,,,,,,,,,,,,0
3269,Gone Fishin'/A Little Body of Work,,4.0,1.0,,,,1993-01-01,"Animation,Comedy,Fantasy",,21.0,231,Gone Fishin'/A Little Body of Work,,"'In ''Gone Fishin','' Randy seems to find his uncle's fishing hobby distasteful, but Uncle Ned claims that ''if you take the bait, you pay the price'' -- a lesson that Ned's soon to learn from the fish.In ''A Little Body of Work,'' Eddie and Herman challenge Kevin to a race in the Mustang he's rebuilding.  The hoodlums go to great lengths to win the race, only to have their devious plan revealed by Kevin's Mustang.",4.0,1.0,,,,1993-10-09,,1993-01-01,,,,1
4200,,Bert Fortell,,,1996-01-01,1924-01-01,,,,actor,,3564,Interior Decorator,,Larry has some medical problems involving a certain bracelet. No biggy. Then larger problems arise when Larry finds out he shares the same interior decorator as Diane Keaton.,5.0,1.0,,,,2000-11-12,,2000-01-01,,,,0
3797,Toma,,,,,,1974-01-01,1973-01-01,"Crime,Drama",,60.0,2585,,Hasanagha Salayev,,,,,,,,,,,,,0
3845,,Gina Gillespie,,,,1951-01-01,,,,actress,,2406,,Motoki Matsumoto,,,,,,,,,,,,,0
1317,Nature,,2.0,1.0,,,,1993-01-01,"Animation,Comedy,Fantasy",,21.0,1567,H-A-L– HALLOWEEN,,"Jimmy is upset the kids no longer want to participate in the family tradition of dressing up for Halloween. Maya tries to cheer up Jimmy by allowing him to do things he loves by taking things off the family “Dead to Me” list. Meanwhile, Ray recruits Dylan to help work the school’s haunted mansion while Kenneth is scared of losing his job when JJ gets drunk at a party. Even though Maya is furious, she is thrilled to see JJ having a “normal” life.",5.0,1.0,,,,2016-10-26,,2016-01-01,,,,0
61,,Jan Merlin,,,2019-01-01,1925-01-01,,,,"actor,writer,miscellaneous",,2993,Errand of Mercy,,,32.0,2.0,,,,1961-05-29,,1961-01-01,,,,0
2064,,Cyril Cusack,,,1993-01-01,1910-01-01,,,,actor,,654,,Milla Jovovich,,,,,,,,,,,,,0
3520,,Marion Parsonnet,,,1960-01-01,1905-01-01,,,,"writer,producer,director",,4598,,Harry Anichkin,,,,,,,,,,,,,0
955,Imaginary Friend,,2.0,3.0,,,,1999-01-01,"Animation,Comedy,Fantasy",,21.0,4174,Imaginary Friend,,"'To relieve boredom while awaiting the grande opening of Laserland, teens Leo and Jamie decide to play ''''welcome wagon'''' by taunting the new neighbor, 9-year-old Mary Anne.  But Mary Anne's new, ghostly ''''imaginary friend'''' turns the table on the bullies, escalating when Leo snatches the girl's beloved kitten, Boo.",2.0,3.0,,,,1999-09-16,,1999-01-01,,,,1
589,,Barbara Stuart,,,2011-01-01,1930-01-01,,,,actress,,2302,,Shoko Ikezu,,,,,,,,,,,,,0
703,,George N. Neise,,,1996-01-01,1917-01-01,,,,actor,,421,,Ana Bel?n,,,,,,,,,,,,,0
1040,,Frank Zweers,,,,,,,,director,,2463,,Jeff Garlin,,,,,,,,,,,,,0
4275,,Florian Ferrier,,,,,,,,"writer,art_department,animation_department",,5282,,Florian Ferrier,,,,,,,,,,,,,1
2577,,Jean-Michel Martial,,,2019-01-01,1952-01-01,,,,"actor,director,writer",,4488,Crew Unemployment,,,31.0,5.0,,,,2010-02-23,,2010-01-01,,,,0
4810,,Conrad Janis,,,,1928-01-01,,,,"actor,director,producer",,4793,The Bellicose Proxy,,The Monarch and 21 play a deadly game of tutoring an inexperienced villain; a hot plate of danger is served up with a side of hilarity.,6.0,7.0,,,,2018-09-09,,2018-01-01,,,,0
2472,,Neill Fearnley,,,,,,,,"director,producer,actor",,3461,,Thiago Fragoso,,,,,,,,,,,,,0
3598,,James Tolkan,,,,1931-01-01,,,,"actor,director",,1073,,Jane Smiley,,,,,,,,,,,,,0
1336,,Sean Foster,,,,,,,,,,1174,,'TO ''Ekran'',,,,,,,,,,,,SU,0
1736,,Zdenek Miler,,,2011-01-01,1921-01-01,,,,"director,writer,art_director",,2457,,Scott Nicholas Amendolare,,,,,,,,,,,,,0
589,,Barbara Stuart,,,2011-01-01,1930-01-01,,,,actress,,5783,,Marco Faria,,,,,,,,,,,,,0
3695,,Olaf Bison,,,,1937-01-01,,,,actor,,5165,,Olaf Bison,,,,,,,,,,,,,1
4993,,Gloryette Clark,,,2014-01-01,1934-01-01,,,,"editor,writer,director",,1334,,Didier Lozahic,,,,,,,,,,,,,0
2451,Something Always Happens,,35.0,1.0,,,,1954-01-01,Drama,,30.0,2762,,Z? Carlos Machado,,,,,,,,,,,,,0
3714,,Harry Meyen,,,1979-01-01,1924-01-01,,,,"actor,director,writer",,1014,Champagne for One (2),,,4.0,1.0,,,,2001-05-06,,2001-01-01,,,,0
1308,,Izumi Kasagi,,,,1976-01-01,,,,actress,,2281,Speechless,,"Maya DiMeo is a mom on a mission who will do anything for her husband, Jimmy, and kids Ray, Dylan, and JJ, her eldest son with special needs. As Maya fights injustices both real and imagined, the family works to make a new home for themselves and searches for just the right person to give JJ his “voice.”",,,3.0,63.0,,2016-09-21,2019-04-12,2016-01-01,21,Comedy,US,0
2429,,Alois Svehl?k,,,,1939-01-01,,,,actor,,3435,,Alois ?vehl?k,,,,,,,,,,,,,1
3204,,Allen Breneman,,,,,,,,actor,,3535,Episode 18,,,18.0,1.0,,,,2016-12-22,,2016-01-01,,,,0
622,,Steve Jones,,,,1955-01-01,,,,"soundtrack,actor,composer",,5323,,Rob Kellum,,,,,,,,,,,,,0
1742,,Buck Taylor,,,,1938-01-01,,,,"actor,soundtrack,miscellaneous",,1486,,Ned Beatty,,,,,,,,,,,,,0
4527,,Wayne Yarusi,,,,,,,,,,1216,Beautiful People,,"'Beautiful People is a British comedy drama television series based on the memoirs of Barneys creative director Simon Doonan. The series takes place in Reading, Berkshire, in 1997, where thirteen-year-old Simon Doonan and his best friend Kylie dream of escaping their dreary suburban surroundings and moving to cosmopolitan London ''to live amongst the beautiful people.'' The first episode aired on BBC Two on 2 October 2008 and recorded overnight ratings of 1.5 million viewers and positive critical reaction. Episodes are self-contained, but do follow a loose story arc throughout the course of each series. The second and final series finished airing on 18 December 2009.",,,2.0,12.0,,2008-10-02,2009-12-18,2008-01-01,30, Comedy,GB,0
4889,,Michel Legrand,,,2019-01-01,1932-01-01,,,,"composer,soundtrack,music_department",,2097,,Jaroslav Ha?ek,,,,,,,,,,,,,0
532,A Girl Named Amy,,29.0,1.0,,,,1963-01-01,"Drama,Sport,Western",,,776,The Forbidden Sea,,"After rescuing a man and being led astray, Troy soon learns that the man has conned him into bringing his passengers to a military test site, to use their presence -- and their deaths, if necessary -- as a protest to halt nuclear bomb tests.",25.0,1.0,,,,1960-04-04,,1960-01-01,,,,0
84,,Ruth Brady,,,1997-01-01,1920-01-01,,,,actress,,2406,,Motoki Matsumoto,,,,,,,,,,,,,0
