tableA_id,tableA_Song_Name,tableA_Artist_Name,tableA_Album_Name,tableA_Genre,tableA_Price,tableA_CopyRight,tableA_Time,tableA_Released,tableB_id,tableB_Song_Name,tableB_Artist_Name,tableB_Album_Name,tableB_Genre,tableB_Price,tableB_CopyRight,tableB_Time,tableB_Released,label
3905,Dumb,Jason Derulo,Future History,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance",$ 1.29,2011 Warner Bros. . Records Inc.,3:50,19-Sep-11,36601,Girls,Miranda Lambert,Platinum,Country,$ 1.29,"2012 Zirkulo In Association With Shamrock Solutions Ltd , under exclusive license to Atlantic Recording Corporation for the United States and Canada .",3:35,"June 2 , 2014",0
6581,The Last Time ( feat . Gary Lightbody ) [ Instrumental With Background Vocals ],Taylor Swift,Taylor Swift Karaoke : Red,"Country , Music , Honky Tonk , Pop , Teen Pop , Contemporary Country , Rock",$ 1.29,"‰ ãÑ 2013 Big Machine Records , LLC .",5:01,5-Feb-13,11997,Snoop World [ Explicit ],Snoop Dogg,"Da Game Is To Be Sold , Not To Be Told [ Explicit ]","Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,"( C ) 1998 Priority Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Priority Records , LLC ,",5:19,"August 4 , 1998",0
5733,Bumpin ' the Night,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:42,14-Oct-14,27558,The Christmas Song,Alan Jackson,Let It Be Christmas,"Holiday , Christmas , Miscellaneous",$ 1.29,"( C ) 2014 ACR Records , LLC",3:53,"October 27 , 2014",0
6642,Speak Now ( Instrumental With Background Vocals ),Taylor Swift,Taylor Swift Karaoke : Speak Now,"Country , Music , Rock , Contemporary Country , Honky Tonk",$ 1.29,"‰ ãÑ 2013 Big Machine Records , LLC .",4:04,5-Feb-13,14557,Dynamo ( Original Mix ),Hardwell,Dynamo,Dance & Electronic,$ 1.29,2012 Brilliant Classics,4:39,"June 7 , 2013",0
4702,Lights,Ellie Goulding,Spring Breakers ( Music From the Motion Picture ),"Soundtrack , Music , Soundtrack , Pop",Album Only,"2013 Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",3:29,12-Mar-13,23443,Stupid Girls [ Explicit ],P!nk,I 'm Not Dead [ Explicit ],"Dance & Electronic , Pop , R&B",$ 1.29,"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",3:16,"April 4 , 2006",0
2940,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",Mark Ronson,Uptown Special,"Pop , Music , R&B / Soul , Soul , Funk , Electronic",$ 1.29,"Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",2:16,12-Jan-15,31759,Open Wide [ Explicit ],Calvin Harris,Motion [ Explicit ],Dance & Electronic,$ 1.29,"( C ) 2005 Hollywood Records , Inc.",3:07,"October 31 , 2014",0
256,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,33202,Am I Wrong,Black Submarine,New to Prime : Pop,"Alternative Rock , Rock",$ 1.29,2013 Black Submarine,4:07,,0
2090,Let Go,Ryan Adams,Ryan Adams,"Rock , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative , Country , Alternative Country , Americana",$ 1.29,2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records .,3:43,9-Sep-14,55488,A Brother Was Dead,"Balthrop , Alabama",Your Big Plans & Our Little Town,"Folk Rock , Folk , Rock",$ 0.99,( C ) 2007 End Up Records,3:03,"June 26 , 2007",0
473,Goodbye to You ( feat . Dot Rotten ),Ed Sheeran,5,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,2014 Warner Music UK LImited,5:30,23-Jun-14,1476,Yeah !,deadmau5,50 Great Party Songs [ Explicit ],Dance & Electronic,$ 1.29,( C ) 2015 Chrome Dreams,4:10,,0
6630,All You Had To Do Was Stay,Taylor Swift,1989,"Pop , Music , Rock",$ 1.29,"‰ ãÑ 2014 Big Machine Records , LLC .",3:13,27-Oct-14,51632,Tug Of War ( Remixed 2015 ),Paul McCartney,Tug Of War ( Deluxe Edition ),Rock,$ 1.29,"( C ) 2015 Copyright owned byåÊMPL CommunicationsåÊInc / LtdåÊunder exclusive license to Concord Music Group , Inc.",4:23,"October 2 , 2015",0
286,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,18823,We Make the Temperature Rise [ Explicit ],No Problem,Funk 4 Yo Trunk [ Explicit ],"Dance & Electronic , Rap & Hip-Hop",$ 0.99,2012 No Problem,4:20,"December 21 , 2012",0
3805,Livin ' Part of Life,Eric Church,Sinners Like Me,"Country , Music , Contemporary Country",$ 1.29,"2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",4:29,18-Jul-06,53083,Loveless,X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,3:19,"June 30 , 2015",0
2311,Ai n't Back Yet,Kenny Chesney,Greatest Hits II,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2010 Sony Music Entertainment,3:59,1-Mar-10,18654,Just the End,Crookers,From Then Until Now,Dance & Electronic,$ 1.29,Southern Fried Records,2:51,"October 29 , 2012",0
3815,Livin ' Part of Life,Eric Church,Chief / Caught In the Act / Carolina / Sinners Like Me,"Country , Music , Rock , Southern Rock , Contemporary Country",$ 1.29,2013 Capitol Nashville,4:29,17-Dec-13,45986,O Come All Ye Faithful / O Holy Night ( Instrumental ),Trans-Siberian Orchestra,The Christmas Trilogy,"Holiday , Christmas , Miscellaneous",$ 1.29,1998 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,4:19,"November 2 , 2004",0
5981,Somewhere With You,Kenny Chesney,Hemingway 's Whiskey,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,‰ ãÑ 2010 Sony Music Entertainment,4:03,28-Sep-10,46497,Family Bible,George Jones,The Definitive Collection ( 1955-1962 ),"Country , Traditional Country,Honky-Tonk",$ 1.29,"( C ) 2004 Mercury Records , a Division of UMG Recordings , Inc.",3:03,"June 22 , 2004",0
1355,Stars Come Out ( Tim Mason Remix ),Zedd,Stars Come Out ( Remixes ) - EP,"Dance , Music , Electronic , House",$ 1.29,2012 Dim Mak Inc.,5:49,20-May-14,16147,Cocaine,Eric Clapton,Eric Clapton 's Top Songs,Rock,$ 1.29,2014 EPC Enterprises LLP,3:33,,0
1697,Happy Hour ( Worktape ),Chase Rice,Dirt Road Communion,"Country , Music",$ 0.99,2012 Dack Janiels Music,7:43,20-Mar-12,51806,Tuxedos,Cold War Kids,Tuxedos EP,Alternative Rock,$ 1.29,2014 Secretly Canadian,4:09,"September 17 , 2013",0
1130,Truce,twenty one pilots,Vessel,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,4-Jan-13,28082,Little Bird ( Radio Edit ),Kim Sozzi,Little Bird ( Remixes ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:32,"July 23 , 2013",0
3760,Brave Honest Beautiful ( feat . Meghan Trainor ),Fifth Harmony,Reflection ( Deluxe ),"Pop , Music , R&B / Soul , Dance , Teen Pop , Rock",$ 1.29,"2014 , 2015 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",3:28,30-Jan-15,33450,1994,Jason Aldean,Night Train,Country,$ 1.29,2014 ( C ) 2014 Rottun Recordings,4:02,"October 16 , 2012",0
2960,Summer ( Twoloud Remix ),Calvin Harris,Summer ( Remixes ) - EP,"Dance , Music",$ 1.29,2014 Sony Music Entertainment UK Limited,5:22,20-Jun-14,21176,Beach Baby,Goldfrapp,Heading to the Lake,Dance & Electronic,$ 1.29,2012 ( C ) 2012 Rottun Recordings,3:11,,0
2250,Who 's Gon na Take Me Home,Chris Young,Chris Young,"Country , Music , Rock , Southern Rock , Honky Tonk , Urban Cowboy , Contemporary Country",$ 0.99,2006 Sony Music Entertainment,3:02,26-Sep-06,26649,Angelito ( Album Version ),Don Omar,King Of Kings,"International , Latin Music , Latin Hip-Hop",$ 1.29,( C ) 2006 Machete Music / VI Music,4:44,"May 23 , 2006",0
5609,Nobody Puts Baby In the Corner,Fall Out Boy,From Under the Cork Tree,"Alternative , Music , Punk",$ 1.29,‰ ãÑ 2005 The Island Def Jam Music Group,3:20,3-May-05,5444,Out Of Hand,Rhonda Vincent,Back Home Again,"Country , Bluegrass",$ 0.99,( C ) 2000 Rounder Records Manufactured and distributed by Concord Music Group,3:02,"July 13 , 2010",0
4718,Take '`` There ( feat . Kiesza ) [ Tchami Remix ],Skrillex & Diplo,Take '`` There ( feat . Kiesza ) [ Remixes ],"Dance , Music",$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International for the world outside the United States . A Warner Music Group Company,4:33,23-Dec-14,8686,Lonely One In This Town,Buddy Miller & Jim Lauderdale,Buddy and Jim,Country,$ 1.29,"2012 New West Records , LLC",2:44,"December 10 , 2012",0
2952,Pull the Trigger ( Gladiator ) [ feat . Elleah ],Sandro Silva & Oliver Twizt,Ultra 2013,"Dance , Music , Electronic",$ 1.29,"2012 Ultra Records , Inc.",4:31,18-Dec-12,52608,Alberta,Eric Clapton,Unplugged ( Deluxe ),Rock,$ 1.29,Ministry of Sound Recordings Limited,3:38,"October 11 , 2013",0
4123,Till Dawn ( Here Comes the Sun ),The Weeknd,Echoes of Silence,"R&B / Soul , Music , Contemporary R&B , Rock",$ 1.29,"2015 The Weeknd XO , Inc.",5:19,24-Feb-15,40028,Combat,Deftones,Saturday Night Wrist [ Explicit ],"Alternative Rock , Alternative Metal , Hard Rock & Metal , Pop , Rock",$ 1.29,"2010 High Fashion Music , The Netherlands",4:46,"October 31 , 2006",0
1769,Close Your Eyes,Dan + Shay,Where It All Began,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:56,1-Apr-14,25313,Jai Ho ! ( You Are My Destiny ) [ feat . Nicole Scherzinger ],A.R. Rahman and Nicole Scherzinger and The Pussycat Dolls,Jai Ho ! ( You Are My Destiny ),Pop,$ 1.29,"( C ) 2009 Pussycat Dolls , LLC/Celador Films Ltd.",3:42,"February 23 , 2009",0
1485,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],Shinedown,The Sound of Madness ( Deluxe Edition ),"Rock , Music , Alternative , Grunge , Metal , Hard Rock",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:47,24-Jun-08,44928,Every Kiss You Gave,Ed Sheeran,The After Party : Late Night Beats,Pop,$ 0.89,Sam Hunt & David Kilgour / Bandit King Records,6:16,,0
1000,( Kissed You ) Good Night,Gloriana,NOW That 's What I Call Country Ballads 2,"Country , Music",Album Only,"2014 UMG Recordings , Inc. and Sony Music Entertainment",3:53,21-Jan-14,52189,I Was Made For Loving You [ feat . Ed Sheeran ],Tori Kelly,Unbreakable Smile,Pop,$ 1.29,"( C ) 2015 Capitol Records , LLC & Silent Records , LLC",3:08,"June 23 , 2015",0
1926,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06,46368,Lonely Girl,Tony Bennett,The Complete Tony Bennett/Bill Evans Recordings,"Opera & Vocal , Classical",$ 0.99,"( C ) 2009 Concord Music Group , Inc.",2:49,"April 14 , 2009",0
6643,Dear John ( Instrumental With Background Vocals ),Taylor Swift,Taylor Swift Karaoke : Speak Now,"Country , Music , Rock , Contemporary Country , Honky Tonk",$ 1.29,"‰ ãÑ 2013 Big Machine Records , LLC .",6:47,5-Feb-13,24458,One You,Kaskade,In The Moment,"Electronica , Dance & Electronic , House",$ 0.99,( C ) 2014 Capitol Records Ltd.,3:35,"April 4 , 2004",0
474,Give Me Love,Ed Sheeran,+,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2011 Warner Music UK Limited,8:46,9-Sep-11,53103,El Desmadre,Dueto Voces Del Malverde,Va Para Ti Malverde Con Respeto,"International , Latin Music , Miscellaneous",$ 0.99,2000 Dueto Voces Del Malverde,3:11,"January 1 , 2000",0
1642,Some Day,Shinedown,Us and Them,"Rock , Music , Metal , Alternative , Hard Rock",$ 1.29,2005 Atlantic Recording Corp. . For the United States and WEA International Inc. for the world outside of the United States .,3:14,4-Oct-05,8330,"Britten : Gloriana , Op. 53 / Act 1 Scene 2 - 16 . The First Duet for the Queen & Essex",Alan Opie and Chorus of the Welsh National Opera and Della Jones and Jonathan Summers and Josephine Barstow and Orchestra of the Welsh National Opera and Philip Langridge and Sir Charles Mackerras and,Britten : Gloriana,Classical,$ 0.99,( C ) 2013 Decca Music Group Limited,4:12,"March 18 , 2013",0
2137,Suburbia,Ryan Adams,Vampires ( Paxam Singles Series Volume 3 ) - EP,"Rock , Music , Adult Alternative",$ 1.29,2014 PaxAmericana Recording Company,2:23,27-Oct-14,8657,Introduction,Nick Drake,Bryter Layter,"Alternative Rock , Indie & Lo-Fi , Pop",$ 1.29,"( C ) 1970 Island Records , a division of Universal Music Operations Limited",1:31,"June 19 , 2000",0
664,Thriller ( Live From Hammersmith Palais ),Fall Out Boy,Infinity On High ( Deluxe Edition ),"Alternative , Music , Rock , Adult Alternative , Punk",$ 0.99,2007 The Island Def Jam Music Group,3:32,20-Nov-07,5803,Apple Pie Moonshine,Jake Owen,Barefoot Blue Jean Night,Country,$ 1.29,Elektroshok Records,3:17,"August 26 , 2011",0
4670,Where Are '`` Now ( with Justin Bieber ) [ Ember Island Remix ],Skrillex & Diplo,Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP,"Dance , Music",$ 1.29,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2:31,16-Jun-15,2185,Les NoÌÇl ÌÊ la pelle,Fidelplasma,9.99,Pop,$ 0.99,( p ) Tashiro,3:05,,0
5355,A Spell of Concealment ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,3:22,10-Dec-13,55338,You Can Look ( But You Ca n't Touch ) ( The Bella Twins ),WWE & Kim Sozzi,You Can Look ( But You Ca n't Touch ) ( The Bella Twins ),"Soundtracks , Rock",$ 0.99,"2015 WWE , Inc.",3:47,"May 19 , 2011",0
5759,Stay ( Behind The Scenes ),Florida Georgia Line,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",Album Only,"‰ ãÑ 2013 Big Machine Label Group , LLC",4:23,25-Nov-13,26848,What Happened To You ?,Deftones,Koi No Yokan [ Explicit ],Rock,$ 1.29,2013 Host Creative,3:53,"November 9 , 2012",0
3651,Little Me ( Unplugged ),Little Mix,Salute ( Deluxe Edition ),"Pop , Music",$ 1.29,2013 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,3:56,4-Feb-14,21772,Two Days in February,The Goo Goo Dolls,Hold Me Up,"Thrash & Speed Metal , Hard Rock & Metal , Rock",$ 0.99,"( c ) 1990 Metal Blade Records , Inc.",3:11,"July 22 , 2008",0
6250,I Do n't Want This Night to End,Luke Bryan,Tailgates & Tanlines,"Country , Music , Contemporary Country",$ 1.29,"‰ ãÑ 2011 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",3:39,5-Aug-11,14893,Cayucos,Kim Sozzi,Earbud Vacation : West Coast Beaches,Dance & Electronic,$ 0.99,2008 Mad Decent,3:47,,0
135,Safe and Sound ( NOW What 's Next Bonus Track ),Capital Cities,Now 45,"Pop , Music",Album Only,"Compilation 2013 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",3:12,5-Feb-13,11780,Do n't Let Go,Elle & Him,Cups and Kings,"Electronica , Dance & Electronic",$ 0.89,( C ) 1999 Elle & Him,3:26,,0
1981,I Wo n't Give Up,Jana Kramer,Jana Kramer,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2012 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:18,1-Jun-12,52192,Funny ( Live ),Tori Kelly,Unbreakable Smile,Pop,$ 1.29,"( C ) 2015 Capitol Records , LLC & Silent Records , LLC",4:17,"June 23 , 2015",0
5143,Over My Dead Body,Drake,Take Care ( Deluxe Version ),"Hip-Hop/Rap , Music",$ 1.29,‰ ãÑ 2011 Cash Money Records Inc.,4:32,15-Nov-11,13023,Pretty Little Indian,The Osborne Brothers,Detroit To Wheeling,Country,$ 0.99,2012 Pinecastle Records,2:05,"May 27 , 2003",0
3762,Brave Honest Beautiful ( feat . Meghan Trainor ),Fifth Harmony,Reflection ( Deluxe ),"Pop , Music , R&B / Soul , Dance , Teen Pop , Rock",$ 1.29,"2014 , 2015 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",3:28,30-Jan-15,38431,Brave Honest Beautiful,Fifth Harmony,Reflection ( Deluxe ),Pop,$ 1.29,"( C ) 2012 Big Machine Records , LLC .",3:28,"January 30 , 2015",1
5382,Pyramids,Frank Ocean,2013 GRAMMY Nominees,"Pop , Music",Album Only,"‰ ãÑ 2013 The Recording Academy . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",3:59,18-Jan-13,14362,The Very Thought of You,Tony Bennett,Duets An American Classic,Jazz,$ 0.99,& copy ; 2014 Glory Days Music under license from V&H Holdings Pty Ltd,4:01,"August 19 , 2013",0
1693,Happy Hour ( Worktape ),Chase Rice,Dirt Road Communion,"Country , Music",$ 0.99,2012 Dack Janiels Music,7:43,20-Mar-12,18853,Poetic Justice,Kool Moe Dee,"Funke , Funke Wisdom",Pop,$ 0.69,2007 Man Recordings,3:50,"October 14 , 2008",0
6439,Feel This Moment ( feat . Christina Aguilera ),Pitbull,"Now That 's What I Call Music , Vol . 46","Pop , Music",Album Only,"‰ ãÑ 2013 UMG Recordings , Inc. and Sony Music Entertainment",3:46,7-May-13,43672,Buried Alive Interlude [ feat . Kendrick Lamar ] [ Explicit ],Drake,Take Care ( Deluxe Edition ) [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2012 Cash Money Records Inc.,2:30,"March 20 , 2012",0
6501,Leave Me Alone ( I 'm Lonely ) [ Live ],P!NK,Funhouse Tour - Live In Australia,"Pop , Music , Dance , R&B / Soul , Pop/Rock",$ 1.99,"‰ ãÑ 2009 RCA/JIVE Label Group , a unit of Sony Music Entertainment",3:07,26-Oct-09,2352,London Beckoned Songs About Money Written By Machines,Panic ! At The Disco,A Fever You Ca n't Sweat Out,Rock,$ 1.29,( C ) 2005 Rebel Records Llc,3:23,"September 27 , 2005",0
3652,Little Me ( Unplugged ),Little Mix,Salute ( Deluxe Edition ),"Pop , Music",$ 1.29,2013 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,3:56,4-Feb-14,28393,My Wrecking Ball ( Live At Carnegie Hall / 11/17/2014 ),Ryan Adams,Live At Carnegie Hall [ Explicit ],Rock,$ 1.29,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,5:22,"April 21 , 2015",0
2953,Thinking About You ( feat . Ayah Marar ) [ Michael Brun Remix ],Calvin Harris,Thinking About You ( feat . Ayah Marar ) [ Remixes ],"Dance , Music",$ 1.29,2013 Sony Music Entertainment UK Limited,5:42,2-Aug-13,11819,Stan ( Album Version ( Explicit ) ) [ feat . Dido ] [ Explicit ],Eminem,Curtain Call ( Explicit Version ),"Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,( C ) 2005 Aftermath Entertainment/Interscope Records,6:44,"November 21 , 2005",0
4119,Valerie,The Weeknd,Thursday,"R&B / Soul , Music , Contemporary R&B , Rock",$ 1.29,"2015 The Weeknd XO , Inc.",4:46,17-Feb-15,32965,Overunder,Brian Tyler,Need For Speed : The Run,Soundtracks,$ 0.99,2011 Sub Soldiers,3:03,"December 13 , 2011",0
1648,Save Me ( Pull Mix ),Shinedown,Shinedown - EP,"Rock , Music",$ 1.29,2006 Atlanic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States .,4:19,20-Jun-06,35752,I 'm In Miami Bitch ( Album Version ( Explicit ) ) [ Explicit ],Lmfao,Party Rock ( Explicit Version ) [ Explicit ],Pop,$ 1.29,"( C ) 2009 Foo & Blu , LLC under exclusive License to Interscope Records",3:48,"July 7 , 2009",0
5516,How ` Bout You ( Live ),Eric Church,Caught In the Act ( Live ),"Country , Music , Contemporary Country , Urban Cowboy",$ 1.29,"‰ ãÑ 2013 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 401 Commerce Street , Suite 1100 , Nashville , TN 37219",4:22,5-Apr-13,50966,Transilvania,Crookers,Tons of Friends,Dance & Electronic,$ 1.29,2010 - Southern Fried Records,4:03,"March 8 , 2010",0
6812,I Lived,OneRepublic,The Giver : Music Collection,"Soundtrack , Music",Album Only,‰ ãÑ 2014 School Boy/Interscope Records,3:55,5-Aug-14,34828,My Heroes Have Always Been Cowboys,Willie Nelson,One Hell Of A Ride,Country,$ 0.99,2015 Real Sounds,3:03,"April 1 , 2008",0
5493,Please Call Home,Sam Moore,All My Friends : Celebrating the Songs & Voice of Gregg Allman,"Rock , Music",$ 1.29,"‰ ãÑ 2014 Blackbird Production Partners , LLC . Under Exclusive License Rounder Records . Manufactured and Distributed by Concord Music Group , Inc.",5:00,6-May-14,26072,You 've Got A Soft Place To Fall ( Album Version ),Kathy Mattea,Kathy Mattea,Country,$ 0.99,"( C ) 1985 Mercury Records , a Division of UMG Recordings , Inc.",3:02,"March 16 , 1990",0
2080,"Goodnight , Hollywood Blvd. .",Ryan Adams,Gold,"Rock , Music",$ 1.29,"2014 UMG Recordings , Inc.",3:24,30-Sep-14,22442,Hell Of A Night [ Explicit ],Remix Radio DJ,House Party Hip-Hop [ Explicit ],Country,$ 1.29,2015 Real Sounds,4:32,,0
3059,You Used to Hold Me,Calvin Harris,You Used to Hold Me - EP,"Dance , Music , Electronic , Rock",$ 0.99,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.",3:51,9-Feb-10,29346,Irish Soldiers,The Icicle Works,"Lost Icicles , Volume 1","Pop , Rock",$ 0.99,2009 Fairfield Records,4:05,"May 4 , 2009",0
4503,TBC Video 2,One Direction,Made In the A.M. ( Deluxe Edition ),"Pop , Music",Pre-Order Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,,29332,Pop On Acid ( Original Mix ),Afrojack,Lost & Found 2,"Electronica , Dance & Electronic , House",$ 0.99,( c ) 2011 Wall Recordings / SpinninRecords.nl,5:24,,0
2953,Thinking About You ( feat . Ayah Marar ) [ Michael Brun Remix ],Calvin Harris,Thinking About You ( feat . Ayah Marar ) [ Remixes ],"Dance , Music",$ 1.29,2013 Sony Music Entertainment UK Limited,5:42,2-Aug-13,41323,Journey To Fenland,James Newton Howard,Snow White & The Huntsman,Soundtracks,$ 1.29,"( C ) 2012 Universal Republic Records , a division of UMG Recordings , Inc.",3:38,"May 29 , 2012",0
4155,I 'm That ... ( Remix ) [ feat . Beenie Man & Azealia Banks ],R. City,I 'm That ... ( Remix ) [ feat . Beenie Man & Azealia Banks ] - Single,"Hip-Hop/Rap , Music",$ 1.29,2015 Kemosabe Records,3:30,23-Mar-15,37413,Pulse,Toni Braxton,Pulse ( Deluxe ) [ + Video ] [ + Digital Booklet ],R&B,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:47,"May 3 , 2010",0
1256,The Alphabeat,David Guetta,Nothing But the Beat 2.0,"Dance , Music , Electronic , Rock , House",$ 0.99,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",4:29,26-Aug-11,16092,Antlers,Danny Elfman,Epic ( Original Motion Picture Soundtrack ),Classical,$ 1.29,( c ) 2010,2:10,"June 5 , 2013",0
4933,Change,Carrie Underwood,Play On,"Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock",$ 1.29,"‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville",3:13,3-Nov-09,45195,How Do I Fall Back In Love ?,Aaron Zigman,The Best Of Me ( Original Motion Picture Score ) [ + digital booklet ],Soundtracks,$ 1.29,( C ) 2014 Relativity Media,0:54,"October 14 , 2014",0
4700,Out the Water,Fabio Lendrum,Big Beat Yearbook : 2012,"Dance , Music",$ 1.29,2012 Big Beat Records Inc. for the United States and WEA International for the Americas outside the United States . A Warner Music Group Company,5:26,18-Dec-12,17592,Night Time Ride,Aaron Zigman,Flicka ( Original Motion Picture Score ),Soundtracks,$ 1.29,( C ) 2006 Twentieth Century Fox Film Corporation,2:32,"November 22 , 2013",0
5715,I Made It ( Cash Money Heroes ),"Kevin Rudolf , Birdman , Jay Sean & Lil Wayne",To the Sky,"Pop,Music,Hip-Hop / Rap , Rap , R&B / Soul , Rock , Hard Rock",$ 1.29,‰ ãÑ 2010 Cash Money Records Inc.,4:09,15-Jun-10,11146,Red Alert,Quiet Riot,Condition Critical,Rock,$ 0.99,( C ) 2015 Polydor Ltd. ( UK ),4:26,"November 16 , 1984",0
5810,Thought of You,Justin Bieber,Believe,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29,‰ ãÑ 2012 The Island Def Jam Music Group,3:50,19-Jun-12,20777,The Other Side of Me,Hannah Montana,Hannah Montana,"Children 's Music , Soundtracks , Pop",$ 1.29,( C ) 2006 Walt Disney Records,3:05,"October 24 , 2006",0
995,White Christmas,Taylor Swift,The Taylor Swift Holiday Collection - EP,"Holiday , Music , Country , Honky Tonk , Christmas",$ 1.29,"2008 Big Machine Records , LLC",2:34,14-Oct-07,9820,Know Yer Crazy,Catfish Submarine,Catfish Submarine,"Alternative Rock,Singer-Songwriters , Rock",$ 0.99,2013 Catfish Submarine,2:13,"March 4 , 2013",0
3463,We Dem Boyz,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,19-Aug-14,54876,The Long And Winding Road ( Remastered ),Paul McCartney And Wings,Wings Over America ( Remastered ),Pop,$ 1.29,"( C ) 2013 MPL Communications Inc under exclusive license to StarCon , LLC d/b/a Hear Music",4:28,"May 28 , 2013",0
