tableA_id,tableA_title,tableA_name,tableA_episodeNumber,tableA_seasonNumber,tableA_deathYear,tableA_birthYear,tableA_endYear,tableA_startYear,tableA_genre_list,tableA_primaryProfessions,tableA_runtimeMinutes,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
412,,Dan Eggiman,,,,,,,,"camera_department,miscellaneous,producer",,6018,,Simon Oakland,,,,,guestStars,0
4396,The Raft,,8.0,1.0,,,,1959-01-01,Adventure,,49.0,4482,,Clarke Peters,,,,,guestStars,0
2912,,Gillian Corderoy,,,,,,,,writer,,139,,Jonathan Orcutt,,,,,guestStars,0
4690,,Marsha Moreau,,,,1977-01-01,,,,"actress,soundtrack",,5741,,Charles Hass,,,,,directors,0
198,,Alan Dexter,,,1983-01-01,1918-01-01,,,,"actor,soundtrack",,6033,,Park Bo-gum,,,,,actor,0
785,,Kami Cabana,,,,,,,,,,6848,,Johnny Alonso,,,,,guestStars,0
1555,,Brad Abrell,,,,1965-01-01,,,,"actor,miscellaneous",,2510,,Alvin Ganzer,,,,,director,0
3244,,Matt Motschenbacher,,,,,,,,"writer,producer",,1266,,Paul Walker,,,,,directors,0
2202,,Laura Hunter,,,,,,,,writer,,189,,Marty Moreau,,,,,guestStars,0
781,,Vaughn Taylor,,,1983-01-01,1911-01-01,,,,actor,,4603,,Maria Matray,,,,,writers,0
3824,,Jim Boucher,,,,,,,,,,2987,,Rene Mousseux,,,,,guestStars,0
17,Motherhunt: Part 2,,7.0,2.0,,,,2002-01-01,"Action,Drama,Mystery",,,1904,,Jeremy Kramer,,,,,guestStars,0
4750,,James Dobson,,,1987-01-01,1920-01-01,,,,"actor,miscellaneous,writer",,6446,,Bob Ross,,,,,writers,0
1095,,Gale Garnett,,,,1942-01-01,,,,"actress,soundtrack",,446,,Yukito Kizawa,,,,,writers,0
2739,,William Boyett,,,2004-01-01,1927-01-01,,,,"actor,miscellaneous",,5228,150th Dirty Job Extravaganza,,2 hour special episode celebrating Mike's working 150 dirty jobs.  The episode also brings back some of your favorite people from Mike's former jobs.,13.0,0.0,2007-10-23,,0
3994,,Dick Rich,,,1967-01-01,1909-01-01,,,,actor,,6986,The Doctor is Sin,,Dr. Venture learns that a life without an arch enemy is not fulfilling.,2.0,3.0,2008-06-08,,0
3935,,William Dieterle,,,1972-01-01,1893-01-01,,,,"director,actor,writer",,5089,,Susan M. Lynskey,,,,,guestStars,0
2171,A Touch of Genius,,25.0,2.0,,,,1961-01-01,Adventure,,49.0,1618,,Amos Crawley,,,,,guestStars,0
3522,Stone Into Steel,,,,,,,1960-01-01,"Documentary,Short",,,989,,Rino Romano,,,,,guestStars,0
4259,Now a Brief Word,,6.0,4.0,,,,1956-01-01,Drama,,30.0,2593,Arrears in Science,,"The Morphic Trilogy reaches its conclusion in a decades-spanning tale of friendship, betrayal and mass murder that overwrites Venture history.",3.0,7.0,2018-08-20,,0
518,,Dawei Zhang,,,,,,,,"director,writer,miscellaneous",,2169,,Marc Freeman Hamm,,,,,guestStars,0
3855,,Franz K?chel,,,,,,,,actor,,2289,Death in a Heartbeat - The Body in the Bag,,'CI examines the Dr Victor Chang extortion murder as well as the horrific Jane Doe Case where a girl is found lying on the side of the road of an inner Sydney suburb wrapped in two plastic garbage bags.,3.0,1.0,2005-08-01,,0
4545,The cricket,,,,,,1979-01-01,1978-01-01,"Animation,Family",,5.0,1036,The Cricket and the Puppy,,,,,,,1
4334,,Julian Francis Adderley,,,,1975-01-01,,,,"editor,actor,editorial_department",,4999,Snowtown: Bodies in the Barrels,,"'In 1999, eight bodies are found in six barrels filled with acid in a former bank vault in rural Snowtown, 50 kilometres north of Adelaide. Their investigation was to lead police to discover another four victims, in and around Adelaide. Four men were charged with murder and other offences. Eventually it was proven that 11 were murdered and another woman severely dismembered. The horrific murders that occurred over a 7-year period involve torture, dismemberment, even cannibalism.",9.0,1.0,2005-08-01,,0
27,A Shot in the Dark,,4.0,1.0,,,,1993-01-01,"Crime,Drama,Mystery",,,2808,A Shot in the Dark,,"Bolander and Munch tackle a case, but Stan keeps throwing his old partner's name at John. Evidently the date with Carol didn't go that well, he doesn't want to talk to her or about her. Pembleton (with Felton) and Bayliss follow different hunches in the Watson case. Chris' recovery is amazing, but it will take a lot of therapy and his getting used to being blind. The suspect in Chris' shooting gives himself up, to prevent being the victim of police justice. Lewis isn't as sure as Crosetti that their suspect is the one. Barnfather lets out a key piece of evidence to the media, taking the wind out of Tim's line of questioning for his suspect. Tim lets him know how he feels, and even though he is right, he must apologize. Pembleton and Felton discuss various racial issues while following up their lead. Carol finally catches up with Stan. Munch wants nothing to do with Karaoke at the bar, but finally gives in and enjoys himself. Frank gets hold of evidence that will allow them to follow up",4.0,1.0,1993-02-24,,1
2481,My Uncle O'Moore,,4.0,3.0,,,,1955-01-01,Drama,,30.0,467,,Stephen Angus,,,,,guestStars,0
1659,Competitive Spirit,,5.0,3.0,,,,1999-01-01,"Animation,Comedy,Fantasy",,21.0,6734,Competitive Spirit,,"Vincent tells Tom a ghost story about a Mountain Spirit In order to spook out his main competitor before the big ski race, but the spirit really exists and comes to torment Vincent for his deceptive ways.",5.0,3.0,1999-10-07,,1
2865,Suruga monki sono ni,,7.0,1.0,,,,2009-01-01,"Action,Animation,Comedy",,24.0,5493,,John Simm,,,,,actor,0
672,Pit Bull Sessions,,15.0,6.0,,,,1998-01-01,"Crime,Drama,Mystery",,,956,Pit Bull Sessions,,"Pembleton and Falsone look into the death of an elderly man who might have been killed by the pit bulls owned by his grandson. The other detectives hang out at the Waterfront and tell stories about stupid criminals they have met. The judge in the wrongful death suit of Luther Mahoney decides there is enough evidence to turn the suit into a jury trial. Kellerman suspects there might be something up, so he tries to go and see the judge.",15.0,6.0,1998-03-13,,1
3560,Fare Tonight,,9.0,1.0,,,,1993-01-01,"Animation,Comedy,Fantasy",,21.0,607,Fare Tonight,,Two paranormal enthusiasts create a homemade vampire detector and use it to hunt for bloodsuckers only to learn that one of them is right under their nose.,10.0,1.0,1993-11-13,,1
4401,,Nancy Millard,,,,1929-01-01,,,,actress,,581,Special Guest: Mikko Salasuo,,,9.0,0.0,2013-09-11,,0
2290,,Wade Hemsworth,,,2002-01-01,1916-01-01,,,,"soundtrack,actor,composer",,5041,,,,3.0,4.0,1965-08-03,,0
1146,,Sandra Khoo Shi Kim,,,,,,,,"director,art_director",,3006,,Andy Bichlbaum,,,,,director,0
3340,,Heinrich Schweiger,,,2009-01-01,1931-01-01,,,,actor,,7757,,Lou George,,,,,guestStars,0
1594,,Marc Sheffler,,,,,,,,"writer,miscellaneous,actor",,2138,Queen of Versailles,,,28.0,0.0,2013-10-23,,0
4003,,Elena Petrova,,,2000-01-01,1908-01-01,,,,"cinematographer,camera_department,special_effects",,3134,The Grandfather Clock,,,16.0,1.0,1955-01-17,,0
1772,SG,,,,,,2002-01-01,2000-01-01,"Action,Animation,Comedy",,,190,,Theodor Gr?dler,,,,,directors,0
397,,Ben Johnson,,,1996-01-01,1918-01-01,,,,"actor,stunts,miscellaneous",,4817,,Investigation Discovery,,,,,,0
4729,Thor,,2.0,2.0,,,,2001-01-01,Comedy,,28.0,7525,,Doc Hammer,,,,,directors,0
4239,,Kim So-eun,,,,1989-01-01,,,,actress,,5918,Fortunata y Jacinta,,"'This film is an adaptation of the well-known novel of Benito Perez Galdos. The action takes place between the years 1865 and 1876.The movie tells of a detailed manner among other things, a lover trio during a long period of time. On the one hand, we have to marriage Santa Cruz formed by the sweet and sympathetic Jacinta and the capricious and liar of ''Juanito'' Santa Cruz, belonging both to the rich and upper middle class of Madrid. The third member of this trio is the lover of ''Juanito'' Santa Cruz, ''Fortunata'', belonging to the lower and labor class, who lived in the suburbs.What makes Benito Perez Galdos in this novel is an overwhelming criticism of the society of the moment, of their customs, of his blindness in religion, the great separation between social classes and between men and women. Along the novel are emerging numerous characters, all very different from each other, with personalities very marked. ",,,1980-05-07,,0
4517,,Joan Banks,,,1998-01-01,1918-01-01,,,,actress,,7304,Sodachi Riddle - Part 2,,"Having rediscovered the room on the second floor of the ruined house, Koyomi tells Ougi of the events that happened there five years earlier.",3.0,4.0,2015-10-18,,0
2225,,Ian Richardson,,,2007-01-01,1934-01-01,,,,"actor,soundtrack",,2210,,Christoph Waltz,,,,,guestStars,0
4750,,James Dobson,,,1987-01-01,1920-01-01,,,,"actor,miscellaneous,writer",,38,Shinobu Mail - Part 1,,"Koyomi Araragi waits in the ruins of the cram school to ask Suruga Kanbaru for help, a request he hopes she will refuse.",7.0,4.0,2015-11-15,,0
2537,Legacy,,29.0,4.0,,,,1957-01-01,Drama,,30.0,1243,,Josef Leytes,,,,,director,0
2952,The Seder,,7.0,5.0,,,,2005-01-01,Comedy,,30.0,7193,Bamboo Derby III ~ Sponge Bridge II,,,46.0,1.0,2008-02-03,,0
4106,,Douglass Dumbrille,,,1974-01-01,1889-01-01,,,,actor,,4804,Episode 4,,,4.0,1.0,2015-07-14,,0
489,Pathala Bhairavi,,,,,,,1951-01-01,"Action,Adventure,Family",,192.0,3796,,,,1.0,6.0,1968-05-19,,0
4582,,Eva Voskov?,,,,1950-01-01,,,,actress,,5868,Topsy Turvy Time,,"Monty is in a topsy-turvy mood and doing things a little bit differently, leaving him questioning why things always have to be same.",22.0,1.0,2016-09-06,,0
2386,,Libbie Block,,,1972-01-01,1910-01-01,,,,writer,,7661,,Mary Jefferson,,,,,guestStars,0
1635,,Maryann Towne,,,,,,,,"actress,miscellaneous",,1743,,Garrett Kruithof,,,,,guestStars,0
5095,"Mary, Joseph and Larry",,9.0,3.0,,,,2002-01-01,Comedy,,31.0,1390,"Mary, Joseph and Larry",,"Larry proves himself an unskilled Christmas tipper, while both Larry and Jeff prove incompetent at creating believable alibis for the messes they get in. After offending his housekeeper, Larry makes amends with her at the expense of his wife. Later, Larry attempts to reconcile with Cheryl's family after ruining their nativity scene.",9.0,3.0,2002-11-10,,1
1701,Thrill of the Kill,,4.0,4.0,,,,1995-01-01,"Crime,Drama,Mystery",,,6148,Chapter 24,,A Special Prosecutor interrogates Francis. Remy Danton tries to keep his options open. Stamper wrestles with his demons.,11.0,2.0,2014-02-14,,0
2794,I've Got a Secret,,11.0,4.0,,,,1996-01-01,"Crime,Drama,Mystery",,,308,Nothing Personal,,Crosetti's caseload is distributed among the detectives and Howard's 100% clearance rate may be in jeopardy when she gets his most difficult unsolved case; this is further complicated when Beau misplaces some new evidence. Gee meets one of Megan's friends at lunch and is convinced she isn't interested in him because he is too black. The guys close on the bar but wind up penniless when they must pay extra fees that they weren't aware of. Beau looks to Megan for comfort when he can't recover the evidence and it looks as though Beth and kids are never coming back.,18.0,3.0,1995-04-21,,0
4176,,Paul Verhoeven,,,1975-01-01,1901-01-01,,,,"actor,director,writer",,1999,,Stephen Francis Quinn,,,,,guestStars,0
2602,Cave Man,,7.0,1.0,,,,1993-01-01,"Animation,Comedy,Fantasy",,21.0,4013,Cave Man,,"The son of a scientist befriends a Neanderthal that has been encased in ice for millions of years, but the friendship turns sour when the caveman can't adapt to the modern world.",8.0,1.0,1993-10-30,,1
4776,Chapter 67,,2.0,6.0,,,,2018-01-01,Drama,,53.0,4699,Chapter 27,,"A rocky start for the Underwood Presidency. Frank wants to introduce an ambitious jobs program, while Claire sets her sights on the United Nations.",1.0,3.0,2015-02-27,,0
2681,,Louis Vittes,,,1969-01-01,1911-01-01,,,,writer,,1637,Texas,,"n Texas, Baz encourages Nancy to drive a monster truck and swing through the air on a 183ft-high sky-coaster. They end their trip on a working cattle ranch but not before each discovers how much the other has to hide during a lie-detector test.",5.0,2.0,2015-09-29,,0
2561,Robin Hood,,,,,,,1973-01-01,"Adventure,Animation,Comedy",,83.0,748,,Hunter,,,,,guestStars,0
2482,Macross Zero,,,,,,,2002-01-01,"Action,Animation,Drama",,150.0,1486,Harem on the Beach,,Isabella Rossellini finds that size does matter in the heirarchy of elephant seals.,4.0,3.0,2009-09-14,,0
3402,,John Crawford,,,2010-01-01,1920-01-01,,,,"actor,writer,director",,4237,Signing Off,,"'In the Season 2 finale, Mary Jane moves into a primetime position at SNC; and, just as she settles into a relationship with Sheldon, receives mind-blowing news about David. In other events, the Patterson family gathers to celebrate Paul Jr.'s graduation from architecture school.",12.0,2.0,2015-04-14,,0
1627,,Steven Keats,,,1994-01-01,1945-01-01,,,,actor,,2321,,Jessie Royce Landis,,,,,guestStars,0
4451,Song of Rome,,21.0,3.0,,,,1956-01-01,Drama,,30.0,6276,,YLE,,,,,,0
1556,,Erika Peters,,,,1935-01-01,,,,actress,,3255,,Louis B. Murray,,,,,guestStars,0
412,,Dan Eggiman,,,,,,,,"camera_department,miscellaneous,producer",,4462,,Mario Van Peebles,,,,,directors,0
484,Child of Luxury,,3.0,1.0,,,,1962-01-01,"Drama,Sport,Western",,,5853,Hand Walk III ~ Super Helico,,,29.0,1.0,2008-02-03,,0
4469,Sharon Sharalike,,1.0,3.0,,,,1999-01-01,"Animation,Comedy,Fantasy",,21.0,7081,Sharon Sharalike,,"Selfish Shauna, unwlling to share even her most neglected toys with he younger sister Katie, spitefully hides Sharon Sharalike, the new doll that they've just recieved.  But Shauna learns a lesson when she hears Sharon crying in the dead of night and comes to disover that the doll has mysteriously come to life.",1.0,3.0,1999-09-09,,1
2547,,Michael Donovan,,,,1953-01-01,,,,"actor,miscellaneous,casting_director",,5231,Bologna Maker,,Mike heads to Pennsylvania and tries his hand at making bologna and then goes to Alaska to repair a very special toilet.,1.0,5.0,2009-01-06,,0
4905,,Edward Dmytryk,,,1999-01-01,1908-01-01,,,,"director,editor,editorial_department",,6936,,Benjamin Patterson,,,,,guestStars,0
1432,,Hiroshi Kamiya,,,,1975-01-01,,,,"actor,soundtrack",,294,"Fujiko Mine's Lie, Part 2",,"Fujiko befriends a young boy whose late father hid away a treasure, but a killer is on the boy's trail.",6.0,0.0,2019-05-31,,0
4665,The Long Night,,1.0,8.0,,,,1960-01-01,Drama,,30.0,4445,,Allan Arbus,,,,,guestStars,0
1376,,Ted D. McCord,,,1976-01-01,1900-01-01,,,,"cinematographer,camera_department,miscellaneous",,1476,The Norfolk Island Murder,,"'Hosted by Steve Liebmann, this episode of Crime Investigation Australia features detailed re-enactments and interviews with key figures, including the head of the police investigation, local Norfolk Island residents as well as intimate interviews with Janelle Patton’s mother and father. 29-year-old Patton had been stabbed to death in a frenzied attack that had left more than 60 wounds from her head to her feet. She had multiple bruises and broken bones and it was clear she had bravely fought back against a sustained attack. What followed were years of difficult investigations plagued by numerous false leads based mainly on gossip and innuendo.By the time the coroner’s inquiry opened two years later no less than 16 persons of interest had been investigated by the man in charge of the case, Detective Sergeant Bob Peters. The naming of the 16 caused a furore of resentment and distress among the islanders. Eventually a 28-year-old chef named Glenn McNeill who had left the island a few months after the murder to return to his native New Zealand was arrested. But forensic investigators said Janelle’s injuries did not match McNeill’s story. He was later convicted and sentenced to 24 years in prison. The crime was also touted as the subject of a potential telemovie.",3.0,3.0,2009-04-30,,0
919,Prisoner at One O'Clock,,3.0,1.0,,,,1953-01-01,Drama,,30.0,4910,,Larry Pennell,,,,,guestStars,0
3702,,Kim Kuhteubl,,,,,,,,"actress,producer,writer",,1267,,Kate Kiley,,,,,guestStars,0
4615,The Misfit,,30.0,7.0,,,,1960-01-01,Drama,,30.0,1589,,Jean de Segonzac,,,,,directors,0
2307,,Elinor Donahue,,,,1937-01-01,,,,"actress,soundtrack",,6717,,Ray Felton,,,,,guestStars,0
2774,,Stuart Stone,,,,1980-01-01,,,,"actor,writer,producer",,4383,,Julie Lauren,,,,,guestStars,0
3985,,John Kneubuhl,,,1992-01-01,1920-01-01,,,,"writer,producer",,2678,,Scott Bryce,,,,,guestStars,0
1668,,Sh?suke Tanihara,,,,1972-01-01,,,,actor,,385,,Ron Lagomarsino,,,,,directors,0
3856,,Jack Behr,,,,,,,,"actor,writer,producer",,7791,,June Diane Raphael,,,,,guestStars,0
776,,Lawrence Fletcher,,,1970-01-01,1902-01-01,,,,actor,,2185,,Taylor Young,,,,,guestStars,0
1772,SG,,,,,,2002-01-01,2000-01-01,"Action,Animation,Comedy",,,2009,Walk Through the Night,,"Adam stops at Jacob's trading post in New Guinea to pick up some crew members. A girl named Angel begs Troy to help save her fiance, who is trapped somewhere in the jungle.",16.0,1.0,1960-01-25,,0
4848,,Bryan Kregg,,,,,,,,"editor,miscellaneous,production_manager",,2989,,Gwendolyn Briley-Strand,,,,,guestStars,0
219,,Spela Rozin,,,,1943-01-01,,,,actress,,5257,Svatba,,"V?ichni spole?n? pozoruj? pr?vod, pot? jdou do vlasteneck?ho divadla U Hybern?. U p??le?itosti korunovace se kon? freib?l, na kter? jde i Franti?ek s M?rinkou. Jsou tu i Paula a Betty, kter? se M?rince posm?v?. V?k ji usad? a M?rince ?ekne, ?e douf?, ?e se stane jeho nev?stou. Po n?vratu dom? jim po?ehn? ?alman a v kostele se kon? svatba.",12.0,1.0,,,0
1634,Happy Ordinary Day,,19.0,1.0,,,,2016-01-01,"Animation,Comedy,Family",,,5408,,Mary Harron,,,,,directors,0
5106,The Unicorn in Captivity,,7.0,7.0,,,,2018-01-01,"Action,Adventure,Animation",,22.0,5723,The Unicorn in Captivity,,Dr. Venture's latest invention is a real game-changer. And the new game is deadly!,7.0,7.0,2018-09-17,,1
497,,Mark Steel,,,,1960-01-01,,,,"writer,actor",,6992,,David Orrick McDearmon,,,,,directors,0
3555,Mord auf Befehl,,1.0,4.0,,,,1966-01-01,Drama,,74.0,6789,The Gonzales Family Murders,,"On July 10 2001 Sef Gonzales murdered his sister Clodine 18; mother Mary Loiva Josephine 43, and his father Teddy 46, in their North Ryde home. He claimed that he had discovered the bodies when he arrived home, and that racist graffiti was sprayed on the wall. However as more evidence was unearthed, police started to see Sef as a very likely suspect. It was revealed that Sef attempted to cover up his academic failure by falsifying results, and when his parents found out they threatened to withdraw certain privileges such as the use of his car. At the same time, he had argued with his mother over a girlfriend she had disapproved of. These along with the desire to inherit the family's fortune were established as strong motives for Gonzales killing his parents and sister.",5.0,2.0,2008-06-26,,0
5066,,Clarence Hennecke,,,1969-01-01,1894-01-01,,,,"writer,actor,assistant_director",,5158,,Charles C. Stevenson Jr.,,,,,guestStars,0
3785,,John Ericson,,,2020-01-01,1926-01-01,,,,actor,,6879,,Burton Katz,,,,,guestStars,0
622,,Steve Jones,,,,1955-01-01,,,,"soundtrack,actor,composer",,810,LIVE on the Road '99,,,2.0,0.0,1999-07-24,,0
1274,,Joy Kecken,,,,,,,,"miscellaneous,writer,producer",,1421,Murder In-Law,,"A case in which a star attorney daughter transformed her Connecticut relatives' custody battle into a rollercoaster ride of sex, lies and ultimately annihilation",3.0,2.0,2014-12-20,,0
2595,,Joseph Farnham,,,1931-01-01,1884-01-01,,,,"writer,editor,actor",,6265,,Kyle Secor,,,,,actor,0
306,A Ticket for May,,18.0,3.0,,,,1956-01-01,Drama,,30.0,2860,The Silent Partners,,"Conjectural Technologies' newfound success hits a snag when Billy is kidnapped by the same mysterious benefactors who invested in their company, and SPHINX launches an investigation aimed at determining who is behind these dubious financiers. ",15.0,4.0,2010-10-24,,0
2692,The Weatherman,,4.0,4.0,,,,2004-01-01,Comedy,,30.0,4385,The Honor of Cochise,,"The Cartwrights and a bigoted army captain are pinned down by Cochise and his braves, who claim the officer poisoned 30 of their people. ",3.0,3.0,1961-10-08,,0
1222,,Masa,,,,,,,,,,1978,,Doreen Lang,,,,,guestStars,0
1253,Sewer Inspector,,2.0,1.0,,,,2005-01-01,Reality-TV,,44.0,3383,,Cherie Nolan,,,,,directors,0
3962,,Vicki Lee,,,,,,,,actress,,4940,,James Thornton,,,,,actor,0
4384,Showdown at Cremation Creek: Part 1,,12.0,2.0,,,,2006-01-01,"Action,Adventure,Animation",,22.0,3177,,Joseph Durika,,,,,guestStars,0
234,,Helen Van Tuyl,,,1964-01-01,1892-01-01,,,,actress,,4797,"Restoration & Augustan, 1660-1745",,"Political, social, and literary satire from John Wilmot, Earl of Rochester; John Dryden; Jonathan Swift; and Alexander Pope. Featured performers: Nicholas Gecks, Julian Glover, and Ian Richardson.",8.0,1.0,1984-06-20,,0
3789,,Douglas Kennedy,,,1973-01-01,1915-01-01,,,,actor,,7680,Episode 5,,"'Junpyo believes in Jandi’s innocence and treats her wounds. This moves Jandi’s heart, and Junpyo finally announces that Jandi is his girlfriend. At that moment, Jihoo, came back from Paris, appears in front of them.During the weekend, Junpyo and the F4 take Jandi and her friend Ga-eul to New Caledonia. In there, Junpyo takes Jandi to breathtaking sceneries, but Jandi’s mind is still on Jihoo.",5.0,1.0,2009-01-19,,0
4197,,Sheldon Allman,,,2002-01-01,1924-01-01,,,,"actor,music_department,soundtrack",,7169,Words of Truth: A Conversation with Terry Goodkind,,,3.0,0.0,2009-10-13,,0
2215,,Fred Beir,,,1980-01-01,1927-01-01,,,,actor,,2794,Avian Vomitologist,,"Mike first travels to Colorado to help out at a marble quarry. He then goes to California to collect owl vomit which is sold to school children for research projects. Finally, Mike travels to Texas to palpate cows, a process used to figure out if a cow is pregnant. He also gets a little too familiar with a bull.",1.0,2.0,2006-01-10,,0
4024,,Harry Keller,,,1987-01-01,1913-01-01,,,,"director,editor,producer",,6726,,Zane Lamprey,,,,,actor,0
4734,Gekashitsu,,,,,,,1992-01-01,,,50.0,3482,,Frank Overton,,,,,guestStars,0
2245,,Ina Balin,,,1990-01-01,1937-01-01,,,,"actress,writer,producer",,6424,,Sasha Wexler,,,,,guestStars,0
399,,Arthur Storch,,,2013-01-01,1925-01-01,,,,"actor,director",,1671,,Diane Alan Craig,,,,,guestStars,0
3780,,Zekial Marko,,,2008-01-01,1933-01-01,,,,"writer,actor",,1605,The Society Party,,"The Kingfish and Andy try to get their ladies to wear the same fur coat at the same time, to the same party.",37.0,1.0,,,0
4728,,Sam Forman,,,,,,,,"producer,writer,miscellaneous",,5413,Hand Walk III ~ Seesaw 60,,,24.0,1.0,2008-02-03,,0
1406,,Gerhard Just,,,1977-01-01,1904-01-01,,,,actor,,3431,,Dori Legg,,,,,guestStars,0
167,,Ray Loring,,,2008-01-01,1943-01-01,,,,"music_department,composer,producer",,979,The Color of Comics,,"The rise and fall of Milestone Comics, an African-American-owned comic book imprint which came to life in early 1990s New York.",5.0,1.0,2017-12-04,,0
792,Das gelbe Paket,,2.0,1.0,,,,1963-01-01,Drama,,,1302,,Noreen Kershaw,,,,,directors,0
4826,Grounds for Horror,,12.0,1.0,,,,1993-01-01,"Animation,Comedy,Fantasy",,30.0,2830,Blindsided ,,"'A picture stirs up drama between Mary Jane and Andre. Meanwhile, Patrick breaks news that he's moving out; a drug run turns violent; Niecy announces a plan following her delivery; Kara mulls over a custody issue involving her sons.",7.0,1.0,2014-02-25,,0
1923,,Barbara Ruick,,,1974-01-01,1930-01-01,,,,"actress,soundtrack",,2686,,Robin Wright,,,,,actor,0
1059,,Gary Player,,,,1935-01-01,,,,"actor,soundtrack",,4409,,Oliver Muth,,,,,actor,0
4076,,Cal Bolder,,,2005-01-01,1931-01-01,,,,actor,,1237,What Were You Doing In Electro City When The Lights Went Off?,,"'Professor Jonathon Surge was visiting his lab when he suddenly disappears. No one knows where went. Meanwhile, Ace has a new trick he performing for the first time in the Ring Theater. It consists of himself getting pulled towards a gigantic magnet, which he then takes out and depletes all of its energy, using himself as a catalyst. While he disables the magnet with electricity, the whole system shorts out, taking all of Electro City's power with it. Nothing works anymore. The Surge batteries, a kind of battery that runs eternally, are all dead. Ace investigates while more batteries fail until the whole city is without power. Friedrich is trapped in an elevator, the Croesus Palace is unable to run its games and Sunny Boy, who first gloats that everything is going according to plan, finds that the Surge Industries is dropping. While searching for Prof. Surge, Ace and Cosmo are confronted by Sonny Boy, who tells them that his father has ''''retired''''. He never liked his father, because his d",6.0,2.0,,,0
2373,,Don Brewer,,,,,,,,,,2114,,Michael K. Sheeter,,,,,writers,0
3631,,Wayne Robson,,,2011-01-01,1946-01-01,,,,"actor,soundtrack",,4864,,Simon Schwarz,,,,,actor,0
1930,,Russell Johnson,,,2014-01-01,1924-01-01,,,,"actor,miscellaneous",,3789,,Kathy Griffin,,,,,guestStars,0
1735,The Smoking Jacket,,6.0,5.0,,,,2005-01-01,Comedy,,30.0,5766,,Mike Bonanno,,,,,writers,0
1542,,Janice L. Platt,,,,,,,,"producer,director,writer",,1862,,Masasa,,,,,guestStars,0
5025,,Frank Wilcox,,,1974-01-01,1907-01-01,,,,"actor,soundtrack",,7418,,Stephanie Escajeda,,,,,guestStars,0
3002,,Dean Parisot,,,,,,,,"director,producer,writer",,1215,Der Kaiser von Schexing,,,,,2008-02-08,,0
1714,,Edward Tang,,,,1946-01-01,,,,"writer,producer,miscellaneous",,6378,,Dick York,,,,,guestStars,0
544,,Beverly Washburn,,,,1943-01-01,,,,actress,,6360,Club Soda and Salt,,"'Dismayed in part over the peanut incident, Randy quits his job at the restaurant, and Larry, Jeff and Ted must search for a new chef. Ted suggests they audition his personal chef, but at dinner Larry feels the food ''just wasn't that good'' and rejects the candidate. Meanwhile, Larry accuses his wife Cheryl of having a crush on a tennis-playing cast member of ''Tony n' Tina's Wedding''; a couple refuse Larry's wedding gift because it's more than a year late; and a saleswoman becomes convinced that Larry is stalking her as revenge for her being too aggressive.",3.0,3.0,2002-09-29,,0
1520,,Friedrich Meyer,,,1993-01-01,1915-01-01,,,,"composer,soundtrack,music_department",,7376,,Marilyn Child,,,,,guestStars,0
174,,Matthew Rapf,,,1991-01-01,1920-01-01,,,,"producer,writer",,5854,Getting Served,,Mary Jane and PJ feel homesick while Niecy's rash decision has some dire consequences.,5.0,4.0,2017-02-14,,0
185,,Billy Bretherton,,,,,,,,,,3688,,John Glover,,,,,guestStars,0
430,,Raoul Coutard,,,2016-01-01,1924-01-01,,,,"cinematographer,director,actor",,6687,,Jeffry Perry Czerbinski,,,,,guestStars,0
3640,,Edgar Buchanan,,,1979-01-01,1903-01-01,,,,"actor,soundtrack",,5727,,Cheri Oteri,,,,,guestStars,0
55,,Grit Boettcher,,,,1938-01-01,,,,"actress,soundtrack",,5773,Misty Road,,,14.0,1.0,2016-10-04,,0
337,,Steve Radenbaugh,,,,,,,,"actor,transportation_department",,5206,Pinstripes & Poltergeists,,"While the Monarch schemes to dispose of Dr. Venture once and for all, Henchman 21 seeks revenge on Brock for the death of 24.",8.0,4.0,2009-12-13,,0
3099,,Joanna Vischer,,,,,,,,actress,,614,,Roy Delruth,,,,,director,0
4838,,Marlene Willis,,,1982-01-01,1942-01-01,,,,"actress,soundtrack",,3043,Greek Freaks,,"Xippo and Xappo Xerxes take over a vacation cruise ship to use the vacationers as labor workers to make their sneakers. The Agents, with the help of a sexy Traci Momandpopadopolis, must rescue the cruisers and stop the Pegasus Games, which are being held at the same time on the fake island Phreakonos, from going awry.",5.0,1.0,,,0
2277,,Elkhan Aliyev,,,,,,,,cinematographer,,2885,,David A. Goodman,,,,,writers,0
4613,,John Mankiewicz,,,,1954-01-01,,,,"producer,writer,actor",,7239,,Ainslie Pryor,,,,,guestStars,0
4117,Christmas Stopover,,17.0,3.0,,,,1955-01-01,Drama,,30.0,6819,,Paul Lieber,,,,,guestStars,0
1924,,Frank Christi,,,1982-01-01,1929-01-01,,,,actor,,7804,,Kenneth Schmidt,,,,,guestStars,0
