tableA_id,tableA_title,tableA_name,tableA_abstract,tableA_episodeNumber,tableA_seasonNumber,tableA_numberOfSeasons,tableA_numberOfEpisodes,tableA_birthDate,tableA_releaseDate,tableA_last_air_date,tableA_release_year,tableA_runtime,tableA_genre_list,tableA_origin_country,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
5628,,Douglas L. Stratton,,,,,,,,,,,,,6373,Koyomi Water,,,24.0,0.0,2016-01-30,,0
4758,,Taneli M?kel?,,,,,,,,,,,,,5270,,Kate Walsh,,,,,guestStars,0
5625,Crew Unemployment,,"'With a hiatus looming, Mike tries to secure employment for the ''Dirty Jobs'' crew and reflects on their contributions.",8.0,6.0,,,,2010-02-23,,2010-01-01,,,,3652,,Jill Ritchie,,,,,guestStars,0
753,,Iwan Rheon,"'Iwan Rheon is a Welsh actor, singer and musician. His first professional role, at the age of 17, was in the Welsh language television soap ''Pobol Y Cwm''.  In 2013, Rheon was cast as the villainous psychopath Ramsay Bolton in the HBO series ''Game of Thrones''.",,,,,1985-05-13,,,,,,,3140,,Iwan Rheon,,,,,actor,1
1765,,Layton Williams,,,,,,,,,,,,,5395,,David Kency,,,,,guestStars,0
2063,How Green Was My Valley,,"Life is harsh but uncomplicated and happy for the Morgan family in their coal mining village in the Rhondda Valleys. But as the 20th century approaches, the younger generation is restless.",,,1.0,6.0,,1975-12-29,1976-02-02,1975-01-01,50,Drama,GB,3624,,Noah Urrea,,,,,guestStars,0
1647,The Hot Towel,,"Larry makes an enemy of Christian Slater at Ted and Mary's anniversary party, but gets his payback while at a restaurant with an old flame. Meanwhile, Larry's doctor gives him his personal number and soon regrets it.",4.0,7.0,,,,2009-10-11,,2009-01-01,,,,3403,,Andy Samberg,,,,,guestStars,0
5771,,Sean Buckley,,,,,,,,,,,,,3385,G-A-- GAME N-I-- NIGHT,," When Maya insists that it’s time to meet Izzy, a reluctant JJ arranges a game night for his family and new girlfriend. Ray tries to help on the big night, but his attention to detail puts a major crimp in JJ’s evening. Meanwhile, Dylan and Kenneth let their appetites get the better of them.",15.0,3.0,2019-02-22,,0
413,,Tracy Droz Tragos,,,,,,,,,,,,,2485,,Ricardo Montalban,,,,,guestStars,0
4162,,Janet Tebrooke,,,,,,,,,,,,,2144,Desperate Housewives,,"'In the town of Fairview there's a street called Wisteria Lane; a peaceful cul-de-sac with manicured lawns and beautiful houses. It's a place where you know all your neighbors and your neighbors know all about you. It's the perfect suburban fantasy.But, behind every picket fence there are secrets. And, in every seemingly happy home, you'll find jealousy, lust, passion, and sometimes... murder.",,,2004-10-03,,0
4911,,Mark Kunerth,,,,,,,,,,,,,2824,,Charles Rondeau,,,,,director,0
1625,,David Milch,,,,,,,,,,,,,2516,,David Milch,,,,,writers,1
1867,Snake Researcher,,"Mike Rowe wrangles some water snakes, steps into the shoes of hard working bait and lobster fishermen in Maine, and opens the viewer mail bag which results in some seaweed trimming.",17.0,2.0,,,,2006-11-28,,2006-01-01,,,,5478,Snake Researcher,,"'Mike Rowe wrangles some water snakes, steps into the shoes of hard working bait and lobster fishermen in Maine, and opens the viewer mail bag which results in some seaweed trimming.",17.0,2.0,2006-11-28,,1
2133,Episode 15,,,15.0,3.0,,,,2019-06-29,,2019-01-01,,,,3434,,Mike Kellin,,,,,guestStars,0
4262,,Michael Weaver,,,,,,,,,,,,,7229,,Dan Ziskie,,,,,guestStars,0
3296,The Woman Called Fujiko Mine (Part 1),,"Fujiko, Zenigata, Lupin, and Jigen go to a strange theme park to finally confront Fujiko's past, and the deranged Count Luis Yew Armied.",12.0,1.0,,,,2012-06-21,,2012-01-01,,,,4968,The Woman Called Fujiko Mine (1),,"Fujiko, Zenigata, Lupin, and Jigen go to a strange theme park to finally confront Fujiko's past, and the deranged Count Luis Yew Armied. ",12.0,1.0,2012-06-20,,1
3978,,Gareth Thomas,,,,,,,,,,,,,5458,"River Wye, Chepstow",,,1.0,1.0,,,0
306,Big Guns: The Muscular System,,Hank tells us the story of the complicated chemical dance that allows our skeletal muscles to contract and relax.,31.0,1.0,,,,2012-08-27,,2012-01-01,,,,2601,The Ida Funkhouser Roadside Memorial,,'Marty Funkhouser is outraged when flowers from his mother's memorial are stolen; Larry complains about ''sample abusers'' in stores; Jeff and Susie find knowing Larry to be a liability when trying to get Sammy into an exclusive private school.,3.0,6.0,2007-09-23,,0
1776,,Sharon Doyle,,,,,,,,,,,,,1315,Mister Ed,,"Early 1960s sitcom about an architect named Wilbur Post and his talking horse, Mister Ed.",,,1961-01-01,,0
2178,,Huw Justin,,,,,,,,,,,,,3774,,Miguel Sapochnik,,,,,directors,0
4815,,Billy Goldenberg,,,,,,,,,,,,,4065,,2009-03-23,,,,,guestStars,0
4784,,Victoria Rose Sampson,,,,,,,,,,,,,1255,,Tim Van Patten,,,,,directors,0
5320,Vehicular Fellatio,,"Against the will of a renowned doctor, Larry tries his best to irritate Loretta. Once again, Larry causes issues in Richard Lewis' new relationship, and, after being unintentionally tipped off by Leon, takes advantage of the wife of a depressed friend.",2.0,7.0,,,,2009-09-27,,2009-01-01,,,,593,Vehicular Fellatio,,"Against the will of a renowned doctor, Larry tries his best to irritate Loretta. Once again, Larry causes issues in Richard Lewis' new relationship, and, after being unintentionally tipped off by Leon, takes advantage of the wife of a depressed friend.",2.0,7.0,2009-09-27,,1
1629,Thailand,,"Baz and Nancy sample the delights of Thailand, including an elephant ride and a spot of white-water rafting. A wince-inducing challenge is also on the cards",4.0,1.0,,,,2014-09-15,,2014-01-01,,,,1536,,Heather Simms,,,,,guestStars,0
424,,Joan Borr?s,,,,,,,,,,,,,374,,Alfred F. Woodley,,,,,guestStars,0
2545,,Katsuji Mori,,,,,,,,,,,,,192,,James Foley,,,,,directors,0
2997,Episode 1,,,1.0,3.0,,,,2015-09-09,,2015-01-01,,,,5746,,Bobby Neely,,,,,guestStars,0
3512,Preu?en ?ber alles,,,,,,,,1971-01-13,,1971-01-01,,History,,2197,Gorilla's Paw,,"In a classic retelling of W. W. Jacobs' The Monkey's Paw, an unpopular kid steals a gorilla's paw in order to be a part of a secret club, and discovers that the gorilla's paw can grant wishes with twisted results.",11.0,1.0,1993-11-20,,0
3583,Episode 13,,,13.0,1.0,,,,2016-12-17,,2016-01-01,,,,2969,Who Goes There?,,"Hart and Cohle hunt for their newly identified suspect, Reggie Ledoux, a meth cooker who shared a cell with Dora Lange's husband and recently skipped parole. As Hart's personal life collapses around him, Cohle immerses himself in an old criminal identity from his narco days, contacting an East-Texas biker gang known to deal with their primary suspect. Cohle's undercover work takes him to a dangerous edge where the law has no place, and both men must confront the cost of living a false life.",4.0,1.0,2014-02-09,,0
5031,Episode 10,,,10.0,1.0,,,,2016-12-14,,2016-01-01,,,,6763,,Cynthia Martells,,,,,guestStars,0
5930,,David Reynolds,,,,,,,,,,,,,7055,,Siatta Johnson,,,,,directors,0
3890,Child of Luxury,,Hell's fury is unleashed when Stoney scorns the affections of a spoiled rich girl whose daddy is the town's power broker.,3.0,1.0,,,,1962-10-15,,1962-01-01,,,,7596,,Councilman 1 & 3),,,,,guestStars,0
1806,The World That You Dream Of,,"On a wedding day, Hong Gyeong Nae appears and it makes everyone shocked. Lee Yeong, the crown prince feels complicated by seeing his lover's father who is a traitor. Ra On also feels complicated by seeing her mother's dedicated love for her father.",16.0,1.0,,,,2016-10-11,,2016-01-01,,,,2389,The World That You Dream Of,,,16.0,1.0,2016-10-11,,1
630,,Randy Krehbiel,,,,,,,,,,,,,5375,The High Cost of Loathing,,The Monarch faces financial challenges as he attempts to rebuild his fiendish organization; Dean tries to establish a normal life outside of his father's shadow at sleep-away college.,4.0,7.0,2018-08-27,,0
3164,,Beatriz Browne,,,,,,,,,,,,,6936,,Benjamin Patterson,,,,,guestStars,0
4607,Comparative Anatomy: What Makes Us Animals,,"Hank introduces us to comparative anatomy, which studies the similarities and differences in animal anatomy to support the theory of evolution and the shared ancestry of living things.",21.0,1.0,,,,2012-06-18,,2012-01-01,,,,5862,,Seth Curland,,,,,writers,0
2465,Thank you for Everything,,"The young actors now head to a resort city, Swakopmund, where golden desert and the Atlantic Ocean meet. Bo Gum tries driving but he can’t help but give up just in three minutes for a reason. In Swakopmund, they find a fancy restaurant that serves delicious but rather expensive dishes. After enjoying the luxury, they begin to worry about their budget. Will they be able to make it to their final destination without a problem?",3.0,4.0,,,,2016-03-04,,2016-01-01,,,,2460,Chapter 9,,"Frank tries to do whatever it takes to get the new bill passed in Congress. Russo goes on a bus campaign with the Vice President, but the VP is not making it an easy trip for him. Zoe's relationship with Frank gets a little bumpy.",9.0,1.0,2013-02-01,,0
1582,,Mariya Barabanova,,,,,,,,,,,,,7593,,Mitchel,,,,,guestStars,0
988,,?mer Varg?,,,,,,,,,,,,,3355,Nadeko Snake - Part 2,,"Oshino informs Koyomi that Nadeko is under the effects of a Snake Constrictor, a snake spirit that slowly constricts the life out of its victim. Nadeko explains that it is a curse a classmate placed on her after Nadeko inadvertently rejected the confession of a boy the classmate liked. Normally, a curse placed by an amateur would be harmless, but Nadeko accidentally made the curse worse by performing her ritual at the shrine, which has been corrupted by Shinobu's presence. Koyomi obtains a special charm that will banish the Snake Constrictor and they return to the shrine. While the ritual is seemingly successful, Koyomi realizes that Nadeko is under the attack of two Snake Constrictors, the second being placed by the rejected boy. While the first one is banished, Koyomi is forced to battle the second to keep it from killing Nadeko. He and Kanbaru manage to chase it off, but Koyomi feels guilty for not being able to destroy it, as the Snake Constrictor will return to the person who originally placed the curse. ",10.0,1.0,2009-09-11,,0
3115,,Natalya Shchukina,,,,,,,,,,,,,319,,Jacob Radis,,,,,guestStars,0
5189,The Divorce,,"Larry learns his lawyer isn't kosher, and rescinds a cookie order from the Girl Scout daughter of a beleaguered sports owner.",1.0,8.0,,,,2011-07-10,,2011-01-01,,,,3525,The Divorce,,"Larry learns his lawyer isn't kosher, and rescinds a cookie order from the Girl Scout daughter of a beleaguered sports owner.",1.0,8.0,2011-07-10,,1
3130,???? ????,,,1.0,1.0,,,,2008-07-28,,2008-01-01,,,,195,Special Guest: Terike Haapoja,,,18.0,0.0,2013-10-02,,0
2562,,Charles B. Wessler,,,,,,,,,,,,,3449,Law and Disorder,,"Pembleton receives an extradited prisoner from New York City Detective Logan. Bayliss is put in charge of investigating the death of Gordon Pratt, but gets no cooperation from anyone on the force. Beau wants to return to active duty. A woman recognizes Munch from an old picture that is hanging in an art gallery across from the precinct. To Munch's embarassment he discovers that an old girlfriend, who's a photographer, is displaying an old picture of him in the buff at her gallery showing. Pembleton and Meldrick investigate a random shooting of a woman, and they clash over where the weapon may have been fired. They also find a woman who's shot her boyfriend and stuffed him in the freezer. Beau accompanies Gee on an investigation and must come to grips with his inability to look at a dead body the same way.",15.0,3.0,1995-02-24,,0
563,Episode 5,,"Lucy has to decide whether to report her rape by Billy, Ged and Peter, fearing that her previous lies about Danny's involvement in the drownings could count against her. Danny tells Emma that her mother is not as saintly as she tries to make out.",5.0,2.0,,,,1999-02-07,,1999-01-01,,,,1162,,Morag Fullarton,,,,,director,0
155,,Beyond C.,,,,,,,,,,,,,4176,,Pete Burris,,,,,guestStars,0
5846,Blast from the Past,,,2.0,1.0,,,,,,,,,,1311,Suruga Devil - Part 1,,"'After the graduation of Araragi and Senjougahara, Suruga alone to deal with her left hand that has been turned monsterous from her mother's monkey paw charm. After hearing rumors of a ''Devil'' that can solve one's problems no matter what, Suruga set out to find this person.",10.0,0.0,2014-08-16,,0
1154,,Hassan Shabankareh,,,,,,,,,,,,,555,,Kay Tremblay,,,,,guestStars,0
4518,,Marlene Dietrich,,,,,,,,,,,,,4341,,William Fairchild,,,,,guestStars,0
5944,,Ted Demme,,,,,,,,,,,,,6332,,Susan Huey,,,,,guestStars,0
6010,,NBC Studios,,,,,,,,,,,,,2117,,Michael Sheldon,,,,,guestStars,0
4644,Stadig fuuuuuucked,,,4.0,2.0,,,,2016-02-29,,2016-01-01,,,,3510,,Mark Pellington,,,,,directors,0
3234,,Joyce Cats,,,,,,,,,,,,,23,Yotsugi Doll - Part 4,,"Koyomi and Yotsugi land at the base of the mountain, where they are surprisingly met by Ougi Oshino. She talks with Koyomi for a while about his current situation and his upcoming confrontation with Teori. Koyomi and Yotsugi begin their journey up the mountain. The two discuss how they will be able to rescue Koyomi's sisters and Suruga. Koyomi hopes that they'll be able to sneak past Teori and get them without him noticing, but Yotsugi is doubtful of that plan. She expects that Koyomi will have to convince Teori to let them go, as this is how Koyomi normally deals with his opponents. Yotsugi then briefly explains how she was created. Back during their college days, Yozuru, Teori, Meme, and Deishu Kaiki did a project to create and artificial shikigami from the corpse of a human, under the direction of Izuko. Yozuru and Teori both fought for 'ownership' of Yotsugi, but in the end, Yotsugi chose to stay with Yozuru. This led to a falling out between Yozuru and Teori. Yotsugi discloses that the reason she is telling Koyomi this is because, if things were dire, he could choose to hand over Yotsugi to Teori in order to resolve the situation. Koyomi refuses to consider the option. He instead instructs Yotsugi to find the hostages, and use her power to immediately get away, while he distracts Teori. Yotsugi points out that if she were to leave, Koyomi and Shinobu would be left helpless before Teori. Yotsugi halfheartedly suggests offering Shinobu to Teori, which Koyomi refuses. Yotsugi points out that Koyomi's desire to have the hostages rescued while not being willing to give up either Yotsugi, Shinobu, or himself shows a lack of maturity. She then suggests that if she were to get close enough to Teori, she could use her powers to kill him before he has a chance to react. Koyomi is shocked at the suggestion. He wants to preserve what humanity is left in Yotsugi, and if she were to kill Teori, she would lose it. The two reach the shrine, and observe Teori. He is sitting on the offertory box, folding origami. Koyomi realizes that he is counting time with that: once the box is full of origami, time is up. Koyomi decides to use his simple decoy plan, and Yotsugi leaves to sneak in through the rear of the shrine. As Koyomi is preparing to confront Teori, Shinobu appears from his shadow. She tells him that she doesn't care if he is no longer human, so if Koyomi is about to die, she'll turn him into a full vampire. Koyomi then confronts Teori. Teori reveals that both he and Yozuru have a curse upon them that prevents them from walking on the ground. He then says that his reason for kidnapping those close to Koyomi was so that he could kill Koyomi. However, Teori is perplexed at the situation. He knows that he is there to kill Koyomi, but why him? On paper it seems like Teori is the best person to oppose Koyomi, almost as if he were cast for the role. He can't help but feel that someone else has manipulated events so that it would turn out to be him fighting Koyomi. While this conversation is taking place, Yotsugi is shown searching the shrine for the hostages. Koyomi is angered by Teori's musings on the situation, but Teori points out that Koyomi's anger merely fits the role that he had been cast. The two of them are following their scripts. He tells Koyomi to find Meme, as he is the one who could bring balance outside of the casting or script. Koyomi replies that he has searched, and asks Teori if he knows where Meme is. Teori replies that he does not. Teori drops a final origami into the offertory box, and it fills up. Teori gets ready to fight Koyomi, stating that he's sick of being manipulated and used like a pawn. Teori then appears to be talking to someone other than Koyomi. It is revealed to be Yotsugi, who appears in front of Teori. Yotsugi uses her powers and kills Teori. Koyomi is shocked. Yotsugi reassures him that he had nothing to do with her decision. Even if there were a way to save everyone, she decided to do it because she is a monster, in her own words. She tells Koyomi to not end up like her. Karen, Tsukihi, and Suruga are found in the offertory box, and are taken back to Suruga's house. Taking an external view of things, Koyomi realizes that the point of this incident was to create a rift between him and Yotsugi. He was disgusted by her actions. Later, Koyomi visits Hitagi Senjougahara's house, who surprises him with chocolates. He remembers that today is Valentine's Day. Koyomi and Hitagi discuss the previous day's events and what they mean for his future. Hitagi surmises that things are fine for now, and that worrying too much about the future isn't all that great. He should just focus on living his life. After returning home, Koyomi enters his sister's room and finds Yotsugi sitting on Tsukihi's bed. Yotsugi explains that she was won by Tsukihi in the same claw game that Koyomi played the previous night, though Tsukihi needed only three attempts to get her. She goes on to say that both Yozuru and Izuko realized that the point of the previous day's incident was to create a rift in between Koyomi and Yotsugi, and as such, they should oppose whatever party that is causing these incidents. Therefore, until balance is achieved in the town, Yotsugi will be living in the Araragi household, which will serve to help Koyomi and Yotsugi reconcile. ",18.0,0.0,2014-12-31,,0
1021,Hand Walk ~ Seesaw 60 ~ Daruma 7,,,4.0,1.0,,,,,,,,,,4399,,Tim-Tom Moppet,,,,,guestStars,0
4641,,Stephen Sobisky,,,,,,,,,,,,,1637,Texas,,"n Texas, Baz encourages Nancy to drive a monster truck and swing through the air on a 183ft-high sky-coaster. They end their trip on a working cattle ranch but not before each discovers how much the other has to hide during a lie-detector test.",5.0,2.0,2015-09-29,,0
3697,Episode 15,,"Back from Macau, Jandi is having a hard time trying to brace herself up. The master of the restaurant where Jandi works, asks her to visit the old doctor’s office, who often comes to the restaurant, and this gives Jandi a fresh impression. Jandi talks to Junhee about her true feeling and Junhee asks her mother not to make Junpyo a victim. Junpyo comes back to Korea and goes to Shinhwa University. The mother invites Jandi to Junpyo’s birthday party. In there, she hears about Junpyo’s engagement with Jaekyeong, the girl who Jandi met in Macau.",15.0,1.0,,,,2009-02-23,,2009-01-01,,,,2344,Limpet,,Isabella Rossellini explores the hermaphroditic reproductive abilities of the limpet.,4.0,2.0,2009-04-01,,0
11,,Ronald Wilson,,,,,,,,,,,,,5180,Kumar?,,"'Kumar? is an American 2011 documentary film directed by Vikram Gandhi. To record the documentary, American filmmaker Vikram Gandhi transformed himself into Sri Kumar?, an enlightened guru from a fictional village in India, by adopting a fake Indian accent and growing out his hair and beard. In the film, Kumar? travels to Arizona to spread his made-up philosophy and gain sincere followers.",4.0,0.0,2013-08-28,,0
2870,,Walt Disney Productions,,,,,,,,,,,,US,1184,Pipe Dreams,,"It's Murray and Bailey this week, as Rachel travels to Bristol with the DCI, who is advising on a rape and murder which bears similarities to a case she worked on 13 years previously. Back then she helped catch the perpetrator, who killed four women, but naturally he is protesting his innocence. At home, Rachel discovers her brother Dom has been prostituting himself in her flat - and just to top things off, she learns the charges against her ex-boyfriend Nick are being dropped.",3.0,2.0,2012-03-26,,0
1433,,Kan 11,,,,,,,,,,,,IL,3610,,Howard Hoover,,,,,guestStars,0
2827,Episode 12,,,12.0,2.0,,,,2017-08-14,,2017-01-01,,,,6659,,Nancy Marchand,,,,,guestStars,0
2806,,Graeme MacDonald,,,,,,,,,,,,,348,,Don Stark,,,,,guestStars,0
4600,Sniper (1),,"Jay Leno stops by the Waterfront Bar while in town visiting his cousin Mary; Munch and Bayliss don't want to bother him. A new year starts out with a clean board and Brodie begins his work taping with the detectives. A sniper takes the city hostage, threatening to and executing people every 8 hours. The sniper uses Hangman as a way to leave clues for the detectives. Bayliss is the primary and his back is giving him trouble as he worries about surgery his doctor wants him to have. To combat the pain, he keeps taking muscle relaxants. A suspect is found and cornered and he shoots himself before they can take him into custody. Russert gets demoted when Barnfather doesn't like the way she handled the investigation.",8.0,4.0,,,,1996-01-05,,1996-01-01,,,,5861,,Rick Cleveland,,,,,writers,0
5073,Episode 32,,,32.0,1.0,,,,2003-03-04,,2003-01-01,,,,6396,Presenting document Exit Through the Gift Shop,,,17.0,0.0,2013-10-02,,0
3015,Imperfect Balance,,,17.0,4.0,,,,1956-12-30,,1956-01-01,,,,2770,NewsRadio,,"'''NewsRadio'' showcases the hilarious antics of the whimsical #2 news radio station in New York City. The corral of characters are eccentric and witty, and they surprise each other with their back-and-forth banter. Their workplace humor also supplies an abundance of laughs amidst this unlikely bunch of colleagues.",,,1995-03-01,,0
309,Spray Insulation Technician,,,24.0,3.0,,,,2007-11-27,,2007-01-01,,,,258,,Christopher McCulloch as Jackson Publick,,,,,directors,0
4414,,Robert Palfrader,,,,,,,,,,,,,104,Koyomi Torus,,,29.0,0.0,2016-03-05,,0
1282,,Lyudmila Kasatkina,,,,,,,,,,,,,7226,Marked,,"Richard inadvertently opens an entry to the underworld, unleashing a terrible evil.",1.0,2.0,2009-11-07,,0
3502,The Doorbell Rang (1),,"When Archie joins him in the dining room, Wolfe is unfazed by the news that he is overdrawn at the bank — but he is taken aback at the discovery that Fritz has altered one of his favorite dishes without consulting him. The resulting tantrum prompts Archie to do something uncharacteristic when the doorbell rings: admit one of the neighborhood kids, Pete Drossos (Robert Clark), who says he has to see Nero Wolfe.",1.0,1.0,,,,2001-04-22,,2001-01-01,,,,1766,The Doorbell Rang (1),,"Eccentric millionaire Rachel Bruner arrives at Wolfe's doorstep with an extraordinary offer, a disturbing story of harassment, and an FBI tail. Only after Wolfe takes the case does a murder comes to light. As the story unfolds, however, it becomes clear that the Bureau is not guilty - in this case, anyway - and their reluctant cooperation is essential to capturing a killer.",1.0,1.0,2001-04-22,,1
3809,The Corpse-Sniffing Dog,,"'Over a makeup dinner with the Braudys, Larry openly ponders the question, ''''When a husband pays the check, do you have to also thank the wife?'''' Meanwhile, Jeff's return home is ruined by his allergy to the family's corpse-sniffing German Shepherd?€”but his daughter Sammy refuses to give away the dog. Concerned about his agent's welfare, Larry figures out an ingenious way to give the pooch to the Braudys, who are looking for just such a dog.",7.0,3.0,,,,2002-10-27,,2002-01-01,,,,434,,Brad Hall,,,,,guestStars,0
738,,Doc Hammer,,,,,,,,,,,,,1213,,Doc Hammer,,,,,actor,1
2378,,Yuka Iguchi,,,,,,,,,,,,,2339,,Judy Toll,,,,,guestStars,0
5045,,Jean Fouchet,,,,,,,,,,,,,4518,,Boris Sagal,,,,,directors,0
5466,Animal Behavior,,Hank and his cat Cameo help teach us about animal behavior and how we can discover why animals do the things they do.,25.0,1.0,,,,2012-07-16,,2012-01-01,,,,277,Chapter 41,,"As Claire begins exploring a campaign of her own, she and Frank engage in backdoor political maneuvering. But this time they're not on the same side.",2.0,4.0,2016-03-04,,0
1521,,Erik Ekstrand,,,,,,,,,,,,,5925,City of Heroes,,Exploring how the 9/11 terrorist attacks in New York fundamentally changed comic book writing and the portrayal of superheroes.,4.0,1.0,2017-11-27,,0
1061,,Stoyan Ganev,,,,,,,,,,,,,932,,Mel Brooks,,,,,guestStars,0
5868,Episode 2,,"It's Autumn and Hornet Squadron are billeted with their Spitfires in France, near the German border. For most of the young pilots, their posting to France is the first time they have left the shores of England. They spend the initial lazy days of 'the phoney war' billeted in an idyllic French chateau pampered by their charismatic Squadron Leader, but straining for real action and dreaming of romance.",2.0,1.0,,,,1988-10-09,,1988-01-01,,,,3953,,Laura Cayouette,,,,,guestStars,0
3830,The Trouble with Laury's Men,,,22.0,7.0,,,,1960-03-13,,1960-01-01,,,,322,,Kevin Brewerton,,,,,guestStars,0
788,,Mariana Ximenes,,,,,,,,,,,,,2093,Microcosmos,,,13.0,0.0,2013-09-18,,0
4902,"DNA, Hot Pockets, & The Longest Word Ever",,Hank imagines himself breaking into the Hot Pockets factory to steal their secret recipes and instruction manuals in order to help us understand how the processes known as DNA transcription and translation allow our cells to build proteins.,11.0,1.0,,,,2012-04-09,,2012-01-01,,,,6442,,Ryan Yu,,,,,guestStars,0
814,,Boyd Gaines,,,,,,,,,,,,,523,,Keith Huff,,,,,writers,0
4680,,Pippa Haywood,,,,,,,,,,,,,2465,,,,16.0,1.0,2016-12-20,,0
5368,,Rosa Novell,,,,,,,,,,,,,2276,,Austin Peterson,,,,,writers,0
4242,Perchance to Dean,,"Rusty begins to indoctrinate Dean into his career as a super scientist, not knowing that a deformed and believed aborted Dean clone stalks the compound. The deformed clone's attempt to kill Dean leads to a mix up with Hank thinking that he's killed his brother, while local police prepare to raid the Compound after a UPS delivery man suspects illegal activities going on.",3.0,4.0,,,,2009-11-01,,2009-01-01,,,,1549,Episode 8,,,8.0,2.0,2018-04-27,,0
3956,,Frances van Boeckel,,,,,,,,,,,,,5886,,Dean Winters,,,,,guestStars,0
2222,,Savin Yeatman-Eiffel,,,,,,,,,,,,,1125,Episode 19,,,19.0,2.0,2017-09-12,,0
5660,,Peter Gen?e,,,,,,,,,,,,,4039,B-O-N–BONFIRE,,"While JJ finds success at school with a group of friends, Maya forces the cancellation of the homecoming bonfire, concerned that the beach location is not wheelchair accessible. Soon, the students speak out against JJ. But when Maya realizes she was wrong, the two stage a fake prank to encourage his classmates to have a change of heart. Meanwhile, Jimmy helps Ray settle into the new home.",3.0,1.0,2016-10-05,,0
4649,,Keith Gordon,,,,,,,,,,,,,4019,,Paleface,,,,,guestStars,0
2576,Episode 2,,,2.0,1.0,,,,1963-07-13,,1963-01-01,,,,7639,Liar's Poker,,"'In Reno, NV, casino ''pit boss'' Jerry Cassadav falls for sexy Sharee Miller. They begin a steamy online affair, but their relationship gets tricky when Sharee tells Jerry that she's married to a mobster who has found out about their affair.",5.0,1.0,2013-11-30,,0
4101,Cheese Maker,,"Mike visits the San Francisco Zoo and learns what it's like to be a zookeeper, essentially feeding the animals and collecting their poo.Mike then goes to Vermont to a haunted cheese making factory and learns not only how to make cheese, but the art of patience.Finally, Mike learns how to be a volcano ash mud bath mixer (spa technician) in Calistoga, CA and takes a mud bath after a very dirty day. That's not all - Mike also journeys to a live volcano in Hawaii and gets up close and personal with some very hot lava.",9.0,1.0,,,,2005-10-11,,2005-01-01,,,,6470,,Gina Jackson,,,,,guestStars,0
533,,CBS,,,,,,,,,,,,US,4128,Ice Salvage Crew,,Mike gets dirty in Alaska as he helps protect the environment by cleaning up an oil spill. He then travels to Minnesota where he works to pull a car out of a lake that has fallen through the ice.,12.0,4.0,2008-05-19,,0
5668,,Tom Stoppard,,,,,,,,,,,,,3593,,Gabrielle Haugh,,,,,guestStars,0
4041,,Asahi Broadcasting Corporation,,,,,,,,,,,,JP,434,,Brad Hall,,,,,guestStars,0
5135,Control,,"'Pembleton waits with anticipation for the phone to ring. It does and with Bayliss as the primary, they proceed to investigate the triple murder of a divorced woman and her children. Kellerman asks Brodie not to return to the boat. Lewis and Munch get a homicide that they can track back to Luther Mahoney. Bayliss and Pembleton disagree on who the primary suspect is in the murder. Mahoney's nephew wants to remain ''''monogamous'''' in implicating his uncle. Kellerman gets his summons to appear before the grand jury. Frank and Tim must work out the finer points of working in the box together again. Mahoney's hand reaches out from jail and silences his nephew; the case is a bust. Lewis lays down the law to Luther Mahoney in the Waterfront Bar. Cox finds Kellerman and his predicament intriguing and offers him some company, the night of his summons.",9.0,5.0,,,,1996-12-06,,1996-01-01,,,,5265,,Natalie Portman,,,,,guestStars,0
1070,,Ghost House Pictures,,,,,,,,,,,,US,2333,,Charleigh Harmon,,,,,guestStars,0
4326,Assassinanny 911,,"When Brock is reactivated by the Office of Secret Intelligence to track down a rogue agent, he subcontracts his ex-girlfriend, the malevolently mercenary Molotov Cocktease, to protect the Venture Compound from enemies within and without.  Love is in the air!  Or is it...murder?",3.0,2.0,,,,2006-07-09,,2006-01-01,,,,4716,Assassinanny 911,,"When Brock is reactivated by the Office of Secret Intelligence to track down a rogue agent, he subcontracts his ex-girlfriend, the malevolently mercenary Molotov Cocktease, to protect the Venture Compound from enemies within and without.  Love is in the air!  Or is it...murder?",3.0,2.0,2006-07-09,,1
5169,,Graham Gordy,,,,,,,,,,,,,1368,,Robin Wright,,,,,director,0
3014,,David Dockendorf,,,,,,,,,,,,,656,Mannequin Factory,,"Mike helps break down some homes at the Windsorland Mobile Home Park to make room for a new shopping center. Next, he heads to Patina-V where he learns the art involved in creating a mannequin. ",21.0,4.0,2008-11-11,,0
4314,Nearer My God to Thee,,"'When the winner of the city's Good Samaritan Award is murdered, Gee and his staff are called to help the new female night shift commander. Pembleton is at odds with the detective he shares a desk with. Beau and his wife separate and Kay gets caught in the middle. Meldrick and Munch have plans to buy a bar and try to persuade Bolander to also become a partner. Bayliss agrees to become a ''''silent'''' partner. In passing, Crosetti is said to be in Atlantic City on a ''''shots, slots and sluts'''' dream vacation.",1.0,3.0,,,,1994-10-14,,1994-01-01,,,,4526,,John Fiedler,,,,,guestStars,0
1672,,Sallie Aprahamian,,,,,,,,,,,,,1893,,John Waters,,,,,guestStars,0
2318,,Ali Yassine,,,,,,,,,,,,,6629,,Gabrielle Nevaeh Green,,,,,guestStars,0
